DATE,BR_CHICKEN_PRICE
2019-09-11,4.41
2019-09-12,4.41
2019-09-13,4.41
2019-09-16,4.41
2019-09-17,4.36
2019-09-18,4.28
2019-09-19,4.28
2019-09-20,4.28
2019-09-23,4.28
2019-09-24,4.16
2019-09-25,4.11
2019-09-26,4.11
2019-09-27,4.11
2019-09-30,4.11
2019-10-01,4.21
2019-10-02,4.23
2019-10-03,4.23
2019-10-04,4.23
2019-10-07,4.28
2019-10-08,4.29
2019-10-09,4.34
2019-10-10,4.34
2019-10-11,4.34
2019-10-14,4.34
2019-10-15,4.42
2019-10-16,4.42
2019-10-17,4.42
2019-10-18,4.37
2019-10-21,4.33
2019-10-22,4.22
2019-10-23,4.22
2019-10-24,4.22
2019-10-25,4.26
2019-10-28,4.26
2019-10-29,4.33
2019-10-30,4.33
2019-10-31,4.33
2019-11-01,4.33
2019-11-04,4.44
2019-11-05,4.66
2019-11-06,4.59
2019-11-07,4.59
2019-11-08,4.59
2019-11-11,4.63
2019-11-12,4.65
2019-11-13,4.72
2019-11-14,4.81
2019-11-18,4.91
2019-11-19,5.26
2019-11-20,5.26
2019-11-21,5.26
2019-11-22,5.26
2019-11-25,5.28
2019-11-26,5.26
2019-11-27,5.26
2019-11-28,5.26
2019-11-29,5.26
2019-12-02,5.26
2019-12-03,5.24
2019-12-04,5.35
2019-12-05,5.35
2019-12-06,5.35
2019-12-09,5.35
2019-12-10,5.35
2019-12-11,5.35
2019-12-12,5.34
2019-12-13,5.35
2019-12-16,5.35
2019-12-17,5.27
2019-12-18,5.27
2019-12-19,5.27
2019-12-20,5.27
2019-12-23,5.18
2019-12-26,5.18
2019-12-27,5.12
2019-12-30,5.12
2020-01-02,5.12
2020-01-03,5.12
2020-01-06,5.15
2020-01-07,5.15
2020-01-08,5.21
2020-01-09,5.14
2020-01-10,5.15
2020-01-13,5.11
2020-01-14,5.11
2020-01-15,5.11
2020-01-16,5.1
2020-01-17,5.16
2020-01-20,5.12
2020-01-21,5.12
2020-01-22,4.74
2020-01-23,4.74
2020-01-24,4.74
2020-01-27,4.66
2020-01-28,4.66
2020-01-29,4.47
2020-01-30,4.47
2020-01-31,4.47
2020-02-03,4.38
2020-02-04,4.38
2020-02-05,4.34
2020-02-06,4.34
2020-02-07,4.34
2020-02-10,4.43
2020-02-11,4.52
2020-02-12,4.52
2020-02-13,4.52
2020-02-14,4.52
2020-02-17,4.53
2020-02-18,4.53
2020-02-19,4.53
2020-02-20,4.51
2020-02-21,4.51
2020-02-26,4.51
2020-02-27,4.58
2020-02-28,4.58
2020-03-02,4.6
2020-03-03,4.6
2020-03-04,4.64
2020-03-05,4.64
2020-03-06,4.62
2020-03-09,4.59
2020-03-10,4.59
2020-03-11,4.57
2020-03-12,4.61
2020-03-13,4.61
2020-03-16,4.61
2020-03-17,4.61
2020-03-18,4.54
2020-03-19,4.54
2020-03-20,4.54
2020-03-23,4.52
2020-03-24,4.52
2020-03-25,4.62
2020-03-26,4.63
2020-03-27,4.63
2020-03-30,4.58
2020-03-31,4.58
2020-04-01,4.49
2020-04-02,4.49
2020-04-03,4.49
2020-04-06,4.43
2020-04-07,4.33
2020-04-08,4.14
2020-04-09,4.14
2020-04-13,4.1
2020-04-14,4.14
2020-04-15,4.14
2020-04-16,4.14
2020-04-17,4.14
2020-04-20,3.81
2020-04-22,3.81
2020-04-23,3.81
2020-04-24,3.83
2020-04-27,3.83
2020-04-28,3.88
2020-04-29,3.88
2020-04-30,3.88
2020-05-04,3.9
2020-05-05,3.97
2020-05-06,4.08
2020-05-07,4.08
2020-05-08,4.08
2020-05-11,4.08
2020-05-12,4.03
2020-05-13,4.03
2020-05-14,4.03
2020-05-15,4.03
2020-05-18,4.04
2020-05-19,3.93
2020-05-20,3.91
2020-05-21,3.91
2020-05-22,3.91
2020-05-25,3.88
2020-05-26,3.85
2020-05-27,3.85
2020-05-28,3.85
2020-05-29,3.85
2020-06-01,4.05
2020-06-02,4.1
2020-06-03,4.1
2020-06-04,4.1
2020-06-05,4.1
2020-06-08,4.19
2020-06-09,4.39
2020-06-10,4.39
2020-06-12,4.39
2020-06-15,4.45
2020-06-16,4.52
2020-06-17,4.64
2020-06-18,4.64
2020-06-19,4.64
2020-06-22,4.69
2020-06-23,4.69
2020-06-24,4.64
2020-06-25,4.58
2020-06-26,4.58
2020-06-29,4.49
2020-06-30,4.55
2020-07-01,4.55
2020-07-02,4.59
2020-07-03,4.57
2020-07-06,4.71
2020-07-07,4.73
2020-07-08,4.73
2020-07-09,4.73
2020-07-10,4.73
2020-07-13,4.8
2020-07-14,4.83
2020-07-15,4.83
2020-07-16,4.83
2020-07-17,4.83
2020-07-20,4.87
2020-07-21,4.87
2020-07-22,4.87
2020-07-23,4.86
2020-07-24,4.86
2020-07-27,4.75
2020-07-28,4.73
2020-07-29,4.67
2020-07-30,4.67
2020-07-31,4.67
2020-08-03,4.77
2020-08-04,4.85
2020-08-05,4.97
2020-08-06,4.97
2020-08-07,4.97
2020-08-10,4.98
2020-08-11,5.02
2020-08-12,5.06
2020-08-13,5.06
2020-08-14,5.06
2020-08-17,5.06
2020-08-18,5.06
2020-08-19,5.06
2020-08-20,4.93
2020-08-21,4.93
2020-08-24,4.93
2020-08-25,4.92
2020-08-26,4.9
2020-08-27,4.9
2020-08-28,4.9
2020-08-31,4.94
2020-09-01,5.1
2020-09-02,5.24
2020-09-03,5.3
2020-09-04,5.3
2020-09-08,5.48
2020-09-09,5.48
2020-09-10,5.47
2020-09-11,5.5
2020-09-14,5.73
2020-09-15,5.79
2020-09-16,5.79
2020-09-17,5.82
2020-09-18,5.82
2020-09-21,5.84
2020-09-22,5.84
2020-09-23,5.84
2020-09-24,5.84
2020-09-25,5.84
2020-09-28,5.8
2020-09-29,5.8
2020-09-30,5.8
2020-10-01,5.8
2020-10-02,5.8
2020-10-05,5.86
2020-10-06,5.9
2020-10-07,5.9
2020-10-08,5.9
2020-10-09,5.9
2020-10-13,6.06
2020-10-14,6.09
2020-10-15,6.09
2020-10-16,6.09
2020-10-19,5.99
2020-10-20,5.96
2020-10-21,5.96
2020-10-22,5.96
2020-10-23,5.96
2020-10-26,5.94
2020-10-27,5.89
2020-10-28,5.89
2020-10-29,5.89
2020-10-30,5.89
2020-11-03,6.05
2020-11-04,6.1
2020-11-05,6.1
2020-11-06,6.1
2020-11-09,6.18
2020-11-10,6.18
2020-11-11,6.27
2020-11-12,6.27
2020-11-13,6.27
2020-11-16,6.35
2020-11-17,6.37
2020-11-18,6.37
2020-11-19,6.37
2020-11-20,6.37
2020-11-23,6.09
2020-11-24,6.05
2020-11-25,6.05
2020-11-26,6.05
2020-11-27,6.05
2020-11-30,6.04
2020-12-01,6.06
2020-12-02,6.1
2020-12-03,6.1
2020-12-04,6.1
2020-12-07,6.07
2020-12-08,6.07
2020-12-09,6.17
2020-12-10,6.17
2020-12-11,6.17
2020-12-14,6.17
2020-12-15,6.0
2020-12-16,5.5
2020-12-17,5.5
2020-12-18,5.5
2020-12-21,5.5
2020-12-22,5.5
2020-12-23,5.29
2020-12-28,5.57
2020-12-29,5.84
2020-12-30,5.84
2021-01-04,5.94
2021-01-05,6.07
2021-01-06,5.92
2021-01-07,5.79
2021-01-08,5.79
2021-01-11,5.7
2021-01-12,5.77
2021-01-13,5.75
2021-01-14,5.75
2021-01-15,5.74
2021-01-18,5.74
2021-01-19,5.53
2021-01-20,5.65
2021-01-21,5.65
2021-01-22,5.59
2021-01-25,5.59
2021-01-26,5.61
2021-01-27,5.67
2021-01-28,5.67
2021-01-29,5.67
2021-02-01,5.7
2021-02-02,5.7
2021-02-03,5.72
2021-02-04,5.74
2021-02-05,5.61
2021-02-08,5.61
2021-02-09,5.95
2021-02-10,6.09
2021-02-11,6.09
2021-02-12,6.0
2021-02-17,5.97
2021-02-18,5.97
2021-02-19,5.79
2021-02-22,5.79
2021-02-23,5.92
2021-02-24,5.87
2021-02-25,5.87
2021-02-26,5.97
2021-03-01,5.87
2021-03-02,6.04
2021-03-03,6.1
2021-03-04,6.1
2021-03-05,6.1
2021-03-08,6.1
2021-03-09,6.1
2021-03-10,6.08
2021-03-11,6.08
2021-03-12,6.08
2021-03-15,6.08
2021-03-16,6.08
2021-03-17,6.0
2021-03-18,6.0
2021-03-19,6.12
2021-03-22,6.12
2021-03-23,6.12
2021-03-24,6.12
2021-03-25,6.12
2021-03-26,6.12
2021-03-29,6.12
2021-03-30,5.88
2021-03-31,5.88
2021-04-01,5.87
2021-04-05,5.62
2021-04-06,5.62
2021-04-07,5.64
2021-04-08,5.69
2021-04-09,5.69
2021-04-12,5.69
2021-04-13,5.74
2021-04-14,5.79
2021-04-15,5.85
2021-04-16,5.85
2021-04-19,5.88
2021-04-20,6.05
2021-04-22,6.05
2021-04-23,6.05
2021-04-26,6.05
2021-04-27,6.2
2021-04-28,6.42
2021-04-29,6.46
2021-04-30,6.46
2021-05-03,6.46
2021-05-04,6.64
2021-05-05,6.74
2021-05-06,6.79
2021-05-07,6.84
2021-05-10,6.84
2021-05-11,6.9
2021-05-12,6.89
2021-05-13,6.88
2021-05-14,6.88
2021-05-17,6.88
2021-05-18,6.88
2021-05-19,6.67
2021-05-20,6.62
2021-05-21,6.62
2021-05-24,6.41
2021-05-25,6.41
2021-05-26,6.39
2021-05-27,6.43
2021-05-28,6.4
2021-05-31,6.49
2021-06-01,6.52
2021-06-02,6.55
2021-06-04,6.59
2021-06-07,6.59
2021-06-08,6.7
2021-06-09,6.93
2021-06-10,6.93
2021-06-11,7.11
2021-06-14,7.14
2021-06-15,7.14
2021-06-16,7.12
2021-06-17,7.12
2021-06-18,7.07
2021-06-21,7.07
2021-06-22,7.01
2021-06-23,7.18
2021-06-24,7.18
2021-06-25,7.13
2021-06-28,7.13
2021-06-29,7.13
2021-06-30,6.93
2021-07-01,6.93
2021-07-02,6.93
2021-07-05,6.96
2021-07-06,7.08
2021-07-07,7.25
2021-07-08,7.25
2021-07-09,7.24
2021-07-12,7.24
2021-07-13,7.35
2021-07-14,7.52
2021-07-15,7.49
2021-07-16,7.5
2021-07-19,7.5
2021-07-20,7.52
2021-07-21,7.56
2021-07-22,7.54
2021-07-23,7.54
2021-07-26,7.54
2021-07-27,7.55
2021-07-28,7.55
2021-07-29,7.53
2021-07-30,7.54
2021-08-02,7.54
2021-08-03,7.62
2021-08-04,7.84
2021-08-05,7.98
2021-08-06,7.98
2021-08-09,8.1
2021-08-10,8.1
2021-08-11,8.08
2021-08-12,8.09
2021-08-13,8.06
2021-08-16,8.06
2021-08-17,8.01
2021-08-18,8.0
2021-08-19,8.02
2021-08-20,7.96
2021-08-23,8.01
2021-08-24,8.04
2021-08-25,8.02
2021-08-26,8.02
2021-08-27,7.95
2021-08-30,7.95
2021-08-31,7.95
2021-09-01,8.01
2021-09-02,8.01
2021-09-03,8.11
2021-09-06,8.23
2021-09-08,8.25
2021-09-09,8.25
2021-09-10,8.35
2021-09-13,8.35
2021-09-14,8.42
2021-09-15,8.52
2021-09-16,8.52
2021-09-17,8.52
2021-09-20,8.62
2021-09-21,8.43
2021-09-22,8.21
2021-09-23,8.21
2021-09-24,8.0
2021-09-27,8.0
2021-09-28,7.97
2021-09-29,7.92
2021-09-30,7.97
2021-10-01,8.08
2021-10-04,8.08
2021-10-05,8.1
2021-10-06,8.17
2021-10-07,8.13
2021-10-08,8.09
2021-10-11,8.07
2021-10-13,8.04
2021-10-14,8.04
2021-10-15,7.97
2021-10-18,7.97
2021-10-19,7.99
2021-10-20,7.94
2021-10-21,7.88
2021-10-22,7.93
2021-10-25,7.93
2021-10-26,7.86
2021-10-27,7.71
2021-10-28,7.71
2021-10-29,7.69
2021-11-01,7.66
2021-11-03,7.72
2021-11-04,7.62
2021-11-05,7.61
2021-11-08,7.61
2021-11-09,7.63
2021-11-10,7.63
2021-11-11,7.65
2021-11-12,7.53
2021-11-16,7.47
2021-11-17,7.35
2021-11-18,7.35
2021-11-19,7.18
2021-11-22,7.18
2021-11-23,7.06
2021-11-24,6.96
2021-11-25,6.93
2021-11-26,6.83
2021-11-29,6.83
2021-11-30,6.83
2021-12-01,6.77
2021-12-02,6.63
2021-12-03,6.59
2021-12-06,6.54
2021-12-07,6.47
2021-12-08,6.47
2021-12-09,6.45
2021-12-10,6.5
2021-12-13,6.5
2021-12-14,6.46
2021-12-15,6.49
2021-12-16,6.49
2021-12-17,6.53
2021-12-20,6.53
2021-12-21,6.5
2021-12-22,6.46
2021-12-23,6.47
2021-12-27,6.42
2021-12-28,6.44
2021-12-29,6.39
2021-12-30,6.33
2022-01-03,6.36
2022-01-04,6.33
2022-01-05,6.35
2022-01-06,6.11
2022-01-07,5.96
2022-01-10,5.99
2022-01-11,5.89
2022-01-12,5.93
2022-01-13,5.9
2022-01-14,5.9
2022-01-17,5.88
2022-01-18,5.88
2022-01-19,5.82
2022-01-20,5.81
2022-01-21,5.61
2022-01-24,5.58
2022-01-25,5.58
2022-01-26,5.58
2022-01-27,5.58
2022-01-28,5.64
2022-01-31,5.64
2022-02-01,5.66
2022-02-02,5.69
2022-02-03,5.69
2022-02-04,5.75
2022-02-07,5.75
2022-02-08,5.78
2022-02-09,5.73
2022-02-10,5.76
2022-02-11,5.74
2022-02-14,5.83
2022-02-15,5.88
2022-02-16,6.01
2022-02-17,6.01
2022-02-18,5.96
2022-02-21,5.96
2022-02-22,5.99
2022-02-23,5.94
2022-02-24,5.94
2022-02-25,5.89
2022-03-02,5.95
2022-03-03,6.11
2022-03-04,6.25
2022-03-07,6.25
2022-03-08,6.72
2022-03-09,6.64
2022-03-10,6.78
2022-03-11,6.78
2022-03-14,6.99
2022-03-15,7.12
2022-03-16,7.42
2022-03-17,7.43
2022-03-18,7.39
2022-03-21,7.39
2022-03-23,7.55
2022-03-24,7.55
2022-03-25,7.54
2022-03-28,7.54
2022-03-29,7.54
2022-03-30,7.57
2022-03-31,7.6
2022-04-01,7.6
2022-04-04,7.6
2022-04-05,7.6
2022-04-06,7.8
2022-04-07,7.88
2022-04-08,7.98
2022-04-11,7.98
2022-04-12,7.96
2022-04-13,7.96
2022-04-14,7.96
2022-04-18,7.96
2022-04-19,7.96
2022-04-20,8.04
2022-04-22,8.13
2022-04-25,8.13
2022-04-26,8.13
2022-04-27,7.92
2022-04-28,7.92
2022-04-29,7.91
2022-05-02,7.98
2022-05-03,7.9
2022-05-04,7.8
2022-05-05,7.8
2022-05-06,7.69
2022-05-09,7.69
2022-05-10,7.65
2022-05-11,7.51
2022-05-12,7.36
2022-05-13,7.36
2022-05-16,7.4
2022-05-17,7.25
2022-05-18,7.39
2022-05-19,7.39
2022-05-20,7.36
2022-05-23,7.36
2022-05-24,7.34
2022-05-25,7.34
2022-05-26,7.34
2022-05-27,7.49
2022-05-30,7.49
2022-05-31,7.48
2022-06-01,7.5
2022-06-02,7.5
2022-06-03,7.5
2022-06-06,7.5
2022-06-07,7.51
2022-06-08,7.49
2022-06-09,7.49
2022-06-10,7.54
2022-06-13,7.54
2022-06-14,7.16
2022-06-15,7.16
2022-06-17,7.12
2022-06-20,7.12
2022-06-21,7.15
2022-06-22,7.6
2022-06-23,7.65
2022-06-24,7.45
2022-06-27,7.5
2022-06-28,7.5
2022-06-29,7.7
2022-06-30,7.7
2022-07-01,7.68
2022-07-04,7.68
2022-07-05,7.72
2022-07-06,7.72
2022-07-07,7.79
2022-07-08,7.82
2022-07-11,7.82
2022-07-12,7.82
2022-07-13,7.86
2022-07-14,7.86
2022-07-15,7.86
2022-07-18,7.86
2022-07-19,7.81
2022-07-20,7.72
2022-07-21,7.72
2022-07-22,7.63
2022-07-25,7.63
2022-07-26,7.64
2022-07-27,7.64
2022-07-28,7.55
2022-07-29,7.6
2022-08-01,7.6
2022-08-02,7.62
2022-08-03,7.65
2022-08-04,7.65
2022-08-05,7.64
2022-08-08,7.64
2022-08-09,7.65
2022-08-10,7.71
2022-08-11,7.73
2022-08-12,7.77
2022-08-15,7.77
2022-08-16,7.74
2022-08-17,7.86
2022-08-18,7.86
2022-08-19,7.79
2022-08-22,7.79
2022-08-23,7.76
2022-08-24,7.71
2022-08-25,7.7
2022-08-26,7.68
2022-08-29,7.68
2022-08-30,7.65
2022-08-31,7.47
2022-09-01,7.47
2022-09-02,7.51
2022-09-05,7.51
2022-09-06,7.55
2022-09-08,7.56
2022-09-09,7.56
2022-09-12,7.56
2022-09-13,7.62
2022-09-14,7.69
2022-09-15,7.7
2022-09-16,7.72
2022-09-19,7.72
2022-09-20,7.69
2022-09-21,7.69
2022-09-22,7.69
2022-09-23,7.66
2022-09-26,7.66
2022-09-27,7.63
2022-09-28,7.63
2022-09-30,7.59
2022-10-03,7.59
2022-10-04,7.58
2022-10-05,7.68
2022-10-06,7.68
2022-10-07,7.7
2022-10-10,7.7
2022-10-11,7.8
2022-10-13,7.8
2022-10-14,7.8
2022-10-17,7.8
2022-10-18,7.79
2022-10-19,7.74
2022-10-20,7.61
2022-10-21,7.5
2022-10-24,7.5
2022-10-25,7.44
2022-10-26,7.53
2022-10-27,7.51
2022-10-28,7.52
2022-10-31,7.52
2022-11-01,7.48
2022-11-03,7.48
2022-11-04,7.54
2022-11-07,7.54
2022-11-08,7.62
2022-11-09,7.61
2022-11-10,7.63
2022-11-11,7.65
2022-11-14,7.62
2022-11-16,7.62
2022-11-17,7.62
2022-11-18,7.52
2022-11-21,7.52
2022-11-22,7.5
2022-11-23,7.67
2022-11-24,7.61
2022-11-25,7.29
2022-11-28,7.29
2022-11-29,7.26
2022-11-30,7.33
2022-12-01,7.27
2022-12-02,7.3
2022-12-05,7.3
2022-12-06,7.29
2022-12-07,7.29
2022-12-08,7.32
2022-12-09,7.4
2022-12-12,7.4
2022-12-13,7.39
2022-12-14,7.38
2022-12-15,7.35
2022-12-16,7.33
2022-12-19,7.33
2022-12-20,7.3
2022-12-21,7.27
2022-12-22,7.15
2022-12-23,7.13
2022-12-26,7.13
2022-12-27,7.13
2022-12-28,7.11
2022-12-29,7.06
2023-01-02,7.06
2023-01-03,6.96
2023-01-04,6.98
2023-01-05,6.95
2023-01-06,6.73
2023-01-09,6.73
2023-01-10,6.62
2023-01-11,6.62
2023-01-12,6.19
2023-01-13,6.5
2023-01-16,6.58
2023-01-17,6.58
2023-01-18,6.6
2023-01-19,6.6
2023-01-20,6.42
2023-01-23,6.38
2023-01-24,6.37
2023-01-25,6.38
2023-01-26,6.38
2023-01-27,6.32
2023-01-30,6.49
2023-01-31,6.51
2023-02-01,6.53
2023-02-02,6.53
2023-02-03,6.48
2023-02-06,6.48
2023-02-07,6.53
2023-02-08,6.52
2023-02-09,6.52
2023-02-10,6.59
2023-02-13,6.59
2023-02-14,6.59
2023-02-15,6.59
2023-02-16,6.73
2023-02-17,6.8
2023-02-22,6.8
2023-02-23,6.8
2023-02-24,6.81
2023-02-27,6.75
2023-02-28,6.85
2023-03-01,6.82
2023-03-02,6.82
2023-03-03,6.84
2023-03-06,6.84
2023-03-07,6.81
2023-03-08,6.81
2023-03-09,6.81
2023-03-10,6.82
2023-03-13,6.82
2023-03-14,6.86
2023-03-15,6.86
2023-03-16,6.86
2023-03-17,6.86
2023-03-20,6.86
2023-03-21,6.71
2023-03-22,6.71
2023-03-23,6.71
2023-03-24,6.54
2023-03-27,6.54
2023-03-28,6.47
2023-03-29,6.47
2023-03-30,6.47
2023-03-31,6.5
2023-04-03,6.5
2023-04-04,6.52
2023-04-05,6.58
2023-04-06,6.64
2023-04-10,6.55
2023-04-11,6.75
2023-04-12,6.75
2023-04-13,6.75
2023-04-14,6.75
2023-04-17,6.71
2023-04-18,6.61
2023-04-19,6.61
2023-04-20,6.56
2023-04-24,6.44
2023-04-25,6.48
2023-04-26,6.48
2023-04-27,6.48
2023-04-28,6.49
2023-05-02,6.57
2023-05-03,6.57
2023-05-04,6.51
2023-05-05,6.69
2023-05-08,6.69
2023-05-09,6.71
2023-05-10,6.71
2023-05-11,6.71
2023-05-12,6.73
2023-05-15,6.68
2023-05-16,6.64
2023-05-17,6.64
2023-05-18,6.64
2023-05-19,6.52
2023-05-22,6.52
2023-05-23,6.46
2023-05-24,6.4
2023-05-25,6.36
2023-05-26,6.26
2023-05-29,6.26
2023-05-30,6.0
2023-05-31,5.98
2023-06-01,5.98
2023-06-02,5.9
2023-06-05,5.9
2023-06-06,6.08
2023-06-07,6.08
2023-06-09,6.08
2023-06-12,6.08
2023-06-13,6.18
2023-06-14,6.18
2023-06-15,6.18
2023-06-16,6.21
2023-06-19,6.21
2023-06-20,6.12
2023-06-21,6.03
2023-06-22,6.03
2023-06-23,5.94
2023-06-26,5.94
2023-06-27,5.75
2023-06-28,5.75
2023-06-29,5.75
2023-06-30,5.67
2023-07-03,5.67
2023-07-04,5.7
2023-07-05,5.7
2023-07-06,5.7
2023-07-07,5.61
2023-07-10,5.61
2023-07-11,5.6
2023-07-12,5.6
2023-07-13,5.6
2023-07-14,5.61
2023-07-17,5.61
2023-07-18,5.52
2023-07-19,5.49
2023-07-20,5.49
2023-07-24,5.47
2023-07-25,5.54
2023-07-26,5.54
2023-07-27,5.6
2023-07-28,5.7
2023-07-31,5.7
2023-08-01,5.9
2023-08-02,5.9
2023-08-03,5.9
2023-08-04,5.93
2023-08-07,5.93
2023-08-08,6.14
2023-08-09,6.14
2023-08-10,6.14
2023-08-11,6.31
2023-08-14,6.31
2023-08-15,6.36
2023-08-16,6.36
2023-08-17,6.3
2023-08-18,6.28
2023-08-21,6.3
2023-08-22,6.29
2023-08-23,6.29
2023-08-24,6.29
2023-08-25,6.28
2023-08-28,6.36
2023-08-29,6.33
2023-08-30,6.33
2023-08-31,6.33
2023-09-01,6.34
2023-09-04,6.34
2023-09-05,6.43
2023-09-06,6.56
2023-09-08,6.68
2023-09-11,6.82
2023-09-12,6.88
2023-09-13,6.99
2023-09-14,6.99
2023-09-15,7.13
2023-09-18,7.13
2023-09-19,7.09
2023-09-20,7.07
2023-09-21,7.07
2023-09-22,7.01
2023-09-25,7.03
2023-09-26,6.96
2023-09-27,6.95
2023-09-28,6.95
2023-09-29,6.95
2023-10-02,6.95
2023-10-03,7.02
2023-10-04,7.07
2023-10-05,7.07
2023-10-06,7.17
2023-10-09,7.17
2023-10-10,7.19
2023-10-11,7.19
2023-10-13,7.24
2023-10-16,7.24
2023-10-17,7.22
2023-10-18,7.23
2023-10-19,7.23
2023-10-20,7.14
2023-10-23,7.14
2023-10-24,7.11
2023-10-25,7.06
2023-10-26,6.95
2023-10-27,7.02
2023-10-30,7.02
2023-10-31,7.07
2023-11-01,7.12
2023-11-03,7.07
2023-11-06,7.09
2023-11-07,7.09
2023-11-08,7.13
2023-11-09,7.13
2023-11-10,7.12
2023-11-13,7.19
2023-11-14,7.25
2023-11-16,7.25
2023-11-17,7.09
2023-11-20,7.09
2023-11-21,7.13
2023-11-22,7.18
2023-11-23,7.18
2023-11-24,7.25
2023-11-27,7.25
2023-11-28,7.28
2023-11-29,7.3
2023-11-30,7.3
2023-12-01,7.26
2023-12-04,7.26
2023-12-05,7.23
2023-12-06,7.23
2023-12-07,7.23
2023-12-08,7.23
2023-12-11,7.23
2023-12-12,7.27
2023-12-13,7.26
2023-12-14,7.26
2023-12-15,7.22
2023-12-18,7.29
2023-12-19,7.22
2023-12-20,7.18
2023-12-21,7.18
2023-12-22,7.15
2023-12-26,7.15
2023-12-27,7.15
2023-12-28,7.15
2024-01-02,7.21
2024-01-03,7.21
2024-01-04,7.05
2024-01-05,6.97
2024-01-08,6.96
2024-01-09,6.96
2024-01-10,6.97
2024-01-11,6.97
2024-01-12,6.89
2024-01-15,7.02
2024-01-16,6.94
2024-01-17,6.98
2024-01-18,6.98
2024-01-19,7.05
2024-01-22,7.05
2024-01-23,7.05
2024-01-24,7.02
2024-01-25,7.05
2024-01-26,7.1
2024-01-29,7.1
2024-01-30,7.1
2024-01-31,7.06
2024-02-01,7.06
2024-02-02,7.1
2024-02-05,7.13
2024-02-06,7.17
2024-02-07,7.23
2024-02-08,7.23
2024-02-09,7.27
2024-02-14,7.27
2024-02-15,7.27
2024-02-16,7.26
2024-02-19,7.33
2024-02-20,7.28
2024-02-21,7.26
2024-02-22,7.26
2024-02-23,7.18
2024-02-26,7.18
2024-02-27,7.07
2024-02-28,7.04
2024-02-29,7.04
2024-03-01,7.09
2024-03-04,7.09
2024-03-05,7.09
2024-03-06,7.07
2024-03-07,7.07
2024-03-08,7.06
2024-03-11,7.06
2024-03-12,7.06
2024-03-13,7.04
2024-03-14,7.01
2024-03-15,6.96
2024-03-18,6.96
2024-03-19,6.92
2024-03-20,6.9
2024-03-21,6.9
2024-03-22,6.9
2024-03-25,6.9
2024-03-26,6.9
2024-03-27,6.86
2024-03-28,6.86
2024-04-01,6.92
2024-04-02,6.92
2024-04-03,6.85
2024-04-04,6.85
2024-04-05,6.83
2024-04-08,6.99
2024-04-09,6.99
2024-04-10,6.99
2024-04-11,6.99
2024-04-12,6.98
2024-04-15,6.95
2024-04-16,6.95
2024-04-17,6.83
2024-04-18,6.83
2024-04-19,6.77
2024-04-22,6.73
2024-04-23,6.71
2024-04-24,6.71
2024-04-25,6.71
2024-04-26,6.79
2024-04-29,6.78
2024-04-30,6.78
2024-05-02,6.76
2024-05-03,6.74
2024-05-06,6.81
2024-05-07,6.81
2024-05-08,6.66
2024-05-09,6.69
2024-05-10,6.94
2024-05-13,6.94
2024-05-14,6.94
2024-05-15,6.83
2024-05-16,6.83
2024-05-17,6.79
2024-05-20,6.75
2024-05-21,6.75
2024-05-22,6.76
2024-05-23,6.76
2024-05-24,6.76
2024-05-27,6.76
2024-05-28,6.76
2024-05-29,6.76
2024-05-31,6.81
2024-06-03,6.82
2024-06-04,6.86
2024-06-05,6.94
2024-06-06,6.92
2024-06-07,6.92
2024-06-10,6.94
2024-06-11,6.95
2024-06-12,6.95
2024-06-13,6.96
2024-06-14,6.82
2024-06-17,6.98
2024-06-18,6.93
2024-06-19,6.93
2024-06-20,6.88
2024-06-21,6.76
2024-06-24,6.73
2024-06-25,6.71
2024-06-26,6.69
2024-06-27,6.69
2024-06-28,6.63
2024-07-01,6.62
2024-07-02,6.78
2024-07-03,6.78
2024-07-04,6.78
2024-07-05,6.78
2024-07-08,6.78
2024-07-09,6.78
2024-07-10,6.79
2024-07-11,6.79
2024-07-12,6.69
2024-07-15,6.69
2024-07-16,6.69
2024-07-17,6.71
2024-07-18,6.71
2024-07-19,6.61
2024-07-22,6.61
2024-07-23,6.61
2024-07-24,6.56
2024-07-25,6.56
2024-07-26,6.56
2024-07-29,6.54
2024-07-30,6.54
2024-07-31,6.57
2024-08-01,6.57
2024-08-02,6.65
2024-08-05,6.65
2024-08-06,6.75
2024-08-07,6.82
2024-08-08,6.82
2024-08-09,6.9
2024-08-12,6.9
2024-08-13,6.95
2024-08-14,6.98
2024-08-15,6.98
2024-08-16,6.92
2024-08-19,6.9
2024-08-20,6.88
2024-08-21,6.8
2024-08-22,6.8
2024-08-23,6.8
2024-08-26,6.89
2024-08-27,6.86
2024-08-28,6.86
2024-08-29,6.86
2024-08-30,6.7
2024-09-02,6.71
2024-09-03,6.71
2024-09-04,6.94
2024-09-05,7.05
2024-09-06,6.99
2024-09-09,6.99
2024-09-10,7.04
2024-09-11,7.04
2024-09-12,7.04
2024-09-13,7.07
2024-09-16,7.15
2024-09-17,7.15
2024-09-18,7.08
2024-09-19,7.08
2024-09-20,7.02
2024-09-23,7.11
2024-09-24,7.11
2024-09-25,7.11
2024-09-26,7.11
2024-09-27,7.19
2024-09-30,7.19
2024-10-01,7.21
2024-10-02,7.21
2024-10-03,7.21
2024-10-04,7.21
2024-10-07,7.09
2024-10-08,7.15
2024-10-09,7.15
2024-10-10,7.15
2024-10-11,7.15
2024-10-14,7.27
2024-10-15,7.27
2024-10-16,7.29
