DATE,US_BEEF_CUTOUT_CHOICE
2013-12-19,130.85
2013-12-20,131.46
2013-12-23,130.87
2013-12-24,129.24
2013-12-26,129.03
2013-12-27,130.91
2013-12-30,130.74
2013-12-31,131.87
2014-01-02,131.78
2014-01-03,133.67
2014-01-06,136.44
2014-01-07,136.21
2014-01-08,137.42
2014-01-09,140.84
2014-01-10,143.72
2014-01-13,145.65
2014-01-14,147.59
2014-01-15,148.42
2014-01-16,148.35
2014-01-17,151.47
2014-01-20,152.06
2014-01-21,152.89
2014-01-22,149.59
2014-01-23,145.82
2014-01-24,145.91
2014-01-27,146.3
2014-01-28,146.83
2014-01-29,146.33
2014-01-30,147.61
2014-01-31,146.62
2014-02-03,142.79
2014-02-04,142.64
2014-02-05,139.97
2014-02-06,139.0
2014-02-07,138.02
2014-02-10,138.42
2014-02-11,138.35
2014-02-12,139.5
2014-02-13,141.84
2014-02-14,141.68
2014-02-17,140.47
2014-02-18,142.06
2014-02-19,142.78
2014-02-20,142.88
2014-02-21,143.34
2014-02-24,145.67
2014-02-25,146.79
2014-02-26,147.7
2014-02-27,150.7
2014-02-28,152.73
2014-03-03,151.36
2014-03-04,152.42
2014-03-05,155.25
2014-03-06,157.93
2014-03-07,160.92
2014-03-10,162.67
2014-03-11,167.31
2014-03-12,167.87
2014-03-13,169.37
2014-03-14,171.23
2014-03-17,172.22
2014-03-18,171.98
2014-03-19,171.0
2014-03-20,169.16
2014-03-21,168.19
2014-03-24,173.35
2014-03-25,173.89
2014-03-26,173.35
2014-03-27,169.3
2014-03-28,166.59
2014-03-31,167.17
2014-04-01,166.59
2014-04-02,166.38
2014-04-03,167.56
2014-04-04,166.26
2014-04-07,166.04
2014-04-08,166.22
2014-04-09,165.18
2014-04-10,165.45
2014-04-11,165.66
2014-04-14,164.75
2014-04-15,164.56
2014-04-16,166.05
2014-04-17,170.04
2014-04-18,172.49
2014-04-21,176.1
2014-04-22,174.49
2014-04-23,173.68
2014-04-24,175.6
2014-04-25,175.79
2014-04-28,176.82
2014-04-29,176.45
2014-04-30,175.81
2014-05-01,174.81
2014-05-02,172.93
2014-05-05,173.94
2014-05-06,171.88
2014-05-07,171.19
2014-05-08,173.11
2014-05-09,173.1
2014-05-12,173.41
2014-05-13,174.12
2014-05-14,174.23
2014-05-15,174.95
2014-05-16,175.67
2014-05-19,175.35
2014-05-20,175.43
2014-05-21,176.25
2014-05-22,177.4
2014-05-23,175.42
2014-05-27,176.14
2014-05-28,176.82
2014-05-29,176.37
2014-05-30,177.43
2014-06-02,178.18
2014-06-03,175.94
2014-06-04,177.06
2014-06-05,178.43
2014-06-06,178.72
2014-06-09,178.86
2014-06-10,180.59
2014-06-11,180.84
2014-06-12,180.38
2014-06-13,180.15
2014-06-16,180.26
2014-06-17,181.07
2014-06-18,182.12
2014-06-19,181.05
2014-06-20,178.57
2014-06-23,179.39
2014-06-24,178.18
2014-06-25,179.52
2014-06-26,182.0
2014-06-27,181.8
2014-06-30,180.7
2014-07-01,180.1
2014-07-02,180.17
2014-07-03,181.54
2014-07-07,181.3
2014-07-08,181.03
2014-07-09,181.72
2014-07-10,184.33
2014-07-11,184.97
2014-07-14,184.51
2014-07-15,185.94
2014-07-16,186.54
2014-07-17,189.81
2014-07-18,190.03
2014-07-21,190.73
2014-07-22,192.3
2014-07-23,193.31
2014-07-24,194.21
2014-07-25,192.81
2014-07-28,191.55
2014-07-29,193.55
2014-07-30,193.9
2014-07-31,195.39
2014-08-01,196.21
2014-08-04,196.57
2014-08-05,195.93
2014-08-06,194.2
2014-08-07,194.63
2014-08-08,192.12
2014-08-11,190.56
2014-08-12,192.93
2014-08-13,191.23
2014-08-14,189.13
2014-08-15,188.75
2014-08-18,189.08
2014-08-19,187.94
2014-08-20,187.68
2014-08-21,187.73
2014-08-22,187.97
2014-08-25,188.18
2014-08-26,187.87
2014-08-27,183.95
2014-08-28,181.57
2014-08-29,180.61
2014-09-02,181.66
2014-09-03,182.74
2014-09-04,182.36
2014-09-05,182.07
2014-09-08,183.19
2014-09-09,180.36
2014-09-10,177.71
2014-09-11,177.15
2014-09-12,177.14
2014-09-15,175.96
2014-09-16,176.29
2014-09-17,173.03
2014-09-18,172.13
2014-09-19,171.56
2014-09-22,171.81
2014-09-23,171.32
2014-09-24,171.03
2014-09-25,169.83
2014-09-26,166.76
2014-09-29,166.72
2014-09-30,167.3
2014-10-01,166.88
2014-10-02,165.64
2014-10-03,165.52
2014-10-06,166.07
2014-10-07,167.71
2014-10-08,167.93
2014-10-09,166.74
2014-10-10,166.1
2014-10-13,166.72
2014-10-14,166.97
2014-10-15,168.16
2014-10-16,169.2
2014-10-17,168.41
2014-10-20,168.85
2014-10-21,169.32
2014-10-22,169.89
2014-10-23,170.51
2014-10-24,171.21
2014-10-27,170.45
2014-10-28,172.5
2014-10-29,174.06
2014-10-30,172.93
2014-10-31,172.59
2014-11-03,173.01
2014-11-04,174.48
2014-11-05,174.58
2014-11-06,173.5
2014-11-07,173.12
2014-11-10,173.93
2014-11-11,174.68
2014-11-12,176.58
2014-11-13,178.67
2014-11-14,178.48
2014-11-17,177.12
2014-11-18,177.03
2014-11-19,178.51
2014-11-20,179.71
2014-11-21,177.83
2014-11-24,176.8
2014-11-25,177.05
2014-11-26,177.33
2014-11-28,177.88
2014-12-01,177.98
2014-12-02,175.33
2014-12-03,174.76
2014-12-04,177.21
2014-12-05,177.05
2014-12-08,177.23
2014-12-09,176.32
2014-12-10,175.2
2014-12-11,174.61
2014-12-12,172.74
2014-12-15,172.71
2014-12-16,172.33
2014-12-17,171.79
2014-12-18,171.09
2014-12-19,168.27
2014-12-22,167.63
2014-12-23,168.81
2014-12-24,169.48
2014-12-26,170.58
2014-12-29,170.74
2014-12-30,172.01
2014-12-31,173.77
2015-01-02,176.15
2015-01-05,178.1
2015-01-06,178.88
2015-01-07,180.43
2015-01-08,182.69
2015-01-09,185.38
2015-01-12,186.22
2015-01-13,187.8
2015-01-14,188.83
2015-01-15,189.68
2015-01-16,189.23
2015-01-19,189.35
2015-01-20,190.94
2015-01-21,188.96
2015-01-22,185.07
2015-01-23,184.11
2015-01-26,186.93
2015-01-27,182.87
2015-01-28,180.46
2015-01-29,176.4
2015-01-30,173.35
2015-02-02,172.67
2015-02-03,170.2
2015-02-04,169.47
2015-02-05,167.26
2015-02-06,167.4
2015-02-09,166.22
2015-02-10,167.18
2015-02-11,166.93
2015-02-12,160.23
2015-02-13,158.66
2015-02-16,159.54
2015-02-17,159.01
2015-02-18,160.69
2015-02-19,161.85
2015-02-20,158.26
2015-02-23,158.34
2015-02-24,159.73
2015-02-25,162.18
2015-02-26,161.57
2015-02-27,160.86
2015-03-02,161.08
2015-03-03,161.83
2015-03-04,162.72
2015-03-05,161.88
2015-03-06,160.99
2015-03-09,162.46
2015-03-10,161.68
2015-03-11,161.42
2015-03-12,160.77
2015-03-13,160.55
2015-03-16,160.8
2015-03-17,160.68
2015-03-18,160.91
2015-03-19,160.22
2015-03-20,157.93
2015-03-23,157.36
2015-03-24,160.7
2015-03-25,161.82
2015-03-26,162.58
2015-03-27,164.67
2015-03-30,167.18
2015-03-31,169.35
2015-04-01,170.16
2015-04-02,169.68
2015-04-03,170.12
2015-04-06,169.99
2015-04-07,171.0
2015-04-08,171.84
2015-04-09,171.92
2015-04-10,172.35
2015-04-13,173.48
2015-04-14,175.71
2015-04-15,179.01
2015-04-16,182.69
2015-04-17,185.15
2015-04-20,185.31
2015-04-21,185.55
2015-04-22,186.3
2015-04-23,186.97
2015-04-24,181.42
2015-04-27,183.36
2015-04-28,186.86
2015-04-29,187.85
2015-04-30,186.21
2015-05-01,178.75
2015-05-04,176.19
2015-05-05,178.46
2015-05-06,179.58
2015-05-07,181.59
2015-05-08,181.6
2015-05-11,181.34
2015-05-12,184.74
2015-05-13,185.37
2015-05-14,185.13
2015-05-15,185.78
2015-05-18,187.15
2015-05-19,188.31
2015-05-20,186.59
2015-05-21,185.06
2015-05-22,183.26
2015-05-26,184.28
2015-05-27,186.68
2015-05-28,186.04
2015-05-29,183.89
2015-06-01,182.46
2015-06-02,182.03
2015-06-03,181.95
2015-06-04,181.5
2015-06-05,180.81
2015-06-08,182.23
2015-06-09,180.34
2015-06-10,177.79
2015-06-11,178.3
2015-06-12,175.93
2015-06-15,175.33
2015-06-16,176.71
2015-06-17,177.84
2015-06-18,178.39
2015-06-19,179.06
2015-06-22,182.77
2015-06-23,182.69
2015-06-24,184.04
2015-06-25,181.66
2015-06-26,178.22
2015-06-29,180.45
2015-06-30,180.79
2015-07-01,177.87
2015-07-02,177.76
2015-07-06,177.07
2015-07-07,176.23
2015-07-08,169.79
2015-07-09,168.5
2015-07-10,166.1
2015-07-13,165.37
2015-07-14,167.49
2015-07-15,168.84
2015-07-16,166.39
2015-07-17,163.1
2015-07-20,164.01
2015-07-21,163.34
2015-07-22,162.16
2015-07-23,164.43
2015-07-24,158.95
2015-07-27,158.67
2015-07-28,158.27
2015-07-29,157.3
2015-07-30,157.89
2015-07-31,156.17
2015-08-03,156.21
2015-08-04,158.18
2015-08-05,158.86
2015-08-06,156.02
2015-08-07,156.09
2015-08-10,156.75
2015-08-11,158.52
2015-08-12,154.35
2015-08-13,153.18
2015-08-14,154.03
2015-08-17,156.11
2015-08-18,155.48
2015-08-19,153.21
2015-08-20,153.43
2015-08-21,154.08
2015-08-24,151.9
2015-08-25,150.69
2015-08-26,150.27
2015-08-27,150.58
2015-08-28,150.91
2015-08-31,149.25
2015-09-01,149.71
2015-09-02,148.74
2015-09-03,147.56
2015-09-04,149.47
2015-09-08,149.84
2015-09-09,150.67
2015-09-10,149.35
2015-09-11,147.7
2015-09-14,147.18
2015-09-15,148.85
2015-09-16,148.69
2015-09-17,144.97
2015-09-18,141.79
2015-09-21,142.68
2015-09-22,143.13
2015-09-23,140.02
2015-09-24,138.43
2015-09-25,139.34
2015-09-28,140.34
2015-09-29,139.07
2015-09-30,135.13
2015-10-01,135.92
2015-10-02,135.17
2015-10-05,134.64
2015-10-06,135.17
2015-10-07,135.08
2015-10-08,132.3
2015-10-09,132.42
2015-10-12,133.36
2015-10-13,136.47
2015-10-14,139.42
2015-10-15,136.0
2015-10-16,137.25
2015-10-19,139.03
2015-10-20,141.62
2015-10-21,137.88
2015-10-22,138.79
2015-10-23,140.48
2015-10-26,140.24
2015-10-27,141.12
2015-10-28,140.61
2015-10-29,141.04
2015-10-30,142.25
2015-11-02,140.19
2015-11-03,138.15
2015-11-04,138.47
2015-11-05,139.17
2015-11-06,139.0
2015-11-09,137.83
2015-11-10,137.9
2015-11-11,137.44
2015-11-12,133.22
2015-11-13,133.3
2015-11-16,132.99
2015-11-17,131.11
2015-11-18,124.81
2015-11-19,124.44
2015-11-20,128.06
2015-11-23,126.93
2015-11-24,124.79
2015-11-25,125.15
2015-11-27,126.3
2015-11-30,125.72
2015-12-01,123.66
2015-12-02,125.91
2015-12-03,125.31
2015-12-04,122.31
2015-12-07,122.26
2015-12-08,121.91
2015-12-09,121.63
2015-12-10,121.0
2015-12-11,119.63
2015-12-14,118.71
2015-12-15,119.37
2015-12-16,118.63
2015-12-17,117.46
2015-12-18,113.6
2015-12-21,112.73
2015-12-22,113.6
2015-12-23,116.34
2015-12-24,115.46
2015-12-28,115.5
2015-12-29,116.49
2015-12-30,116.67
2015-12-31,120.42
2016-01-04,121.41
2016-01-05,125.12
2016-01-06,129.58
2016-01-07,130.73
2016-01-08,132.06
2016-01-11,133.22
2016-01-12,137.19
2016-01-13,137.72
2016-01-14,136.5
2016-01-15,136.03
2016-01-18,134.99
2016-01-19,133.5
2016-01-20,136.92
2016-01-21,135.58
2016-01-22,130.56
2016-01-24,87.75
2016-01-25,129.68
2016-01-26,128.29
2016-01-27,127.33
2016-01-28,125.87
2016-01-29,124.8
2016-02-01,124.77
2016-02-02,125.98
2016-02-03,125.8
2016-02-04,126.14
2016-02-05,124.47
2016-02-08,124.83
2016-02-09,124.85
2016-02-10,124.77
2016-02-11,127.47
2016-02-12,128.49
2016-02-15,127.37
2016-02-16,126.79
2016-02-17,128.06
2016-02-18,128.39
2016-02-19,128.63
2016-02-22,128.52
2016-02-23,129.29
2016-02-24,129.98
2016-02-25,131.9
2016-02-26,131.44
2016-02-29,131.88
2016-03-01,135.26
2016-03-02,135.83
2016-03-03,136.06
2016-03-04,138.21
2016-03-07,141.37
2016-03-08,144.97
2016-03-09,149.03
2016-03-10,153.46
2016-03-11,156.55
2016-03-12,98.47
2016-03-14,158.85
2016-03-15,162.53
2016-03-16,164.24
2016-03-17,163.94
2016-03-18,162.84
2016-03-19,94.21
2016-03-21,163.98
2016-03-22,163.69
2016-03-23,158.4
2016-03-24,156.77
2016-03-25,158.94
2016-03-28,158.97
2016-03-29,164.86
2016-03-30,163.09
2016-03-31,162.18
2016-04-01,159.98
2016-04-04,160.12
2016-04-05,164.01
2016-04-06,160.65
2016-04-07,159.24
2016-04-08,159.36
2016-04-11,158.99
2016-04-12,161.65
2016-04-13,162.26
2016-04-14,162.11
2016-04-15,160.94
2016-04-18,161.76
2016-04-19,162.12
2016-04-20,159.0
2016-04-21,156.07
2016-04-22,155.22
2016-04-23,103.63
2016-04-24,101.68
2016-04-25,156.45
2016-04-26,157.18
2016-04-27,150.96
2016-04-28,148.54
2016-04-29,149.01
2016-05-01,108.53
2016-05-02,146.98
2016-05-03,145.0
2016-05-04,143.04
2016-05-05,142.91
2016-05-06,141.25
2016-05-09,141.85
2016-05-10,143.47
2016-05-11,139.18
2016-05-12,139.96
2016-05-13,140.03
2016-05-16,139.7
2016-05-17,138.92
2016-05-18,139.51
2016-05-19,140.03
2016-05-20,136.65
2016-05-23,136.9
2016-05-24,135.48
2016-05-25,134.02
2016-05-26,133.67
2016-05-27,134.42
2016-05-31,133.22
2016-06-01,133.27
2016-06-02,134.23
2016-06-03,135.74
2016-06-04,109.51
2016-06-06,139.21
2016-06-07,138.35
2016-06-08,138.89
2016-06-09,141.95
2016-06-10,144.92
2016-06-13,144.32
2016-06-14,145.08
2016-06-15,144.84
2016-06-16,143.74
2016-06-17,143.3
2016-06-18,92.99
2016-06-20,143.25
2016-06-21,143.01
2016-06-22,145.93
2016-06-23,144.07
2016-06-24,143.76
2016-06-25,91.79
2016-06-27,144.88
2016-06-28,142.67
2016-06-29,142.79
2016-06-30,145.51
2016-07-01,143.44
2016-07-03,113.09
2016-07-05,144.11
2016-07-06,148.18
2016-07-07,148.56
2016-07-08,148.11
2016-07-11,150.34
2016-07-12,148.62
2016-07-13,145.4
2016-07-14,144.81
2016-07-15,144.4
2016-07-18,145.76
2016-07-19,147.92
2016-07-20,145.37
2016-07-21,145.84
2016-07-22,146.48
2016-07-25,144.91
2016-07-26,144.96
2016-07-27,144.48
2016-07-28,142.19
2016-07-29,139.95
2016-08-01,141.53
2016-08-02,140.15
2016-08-03,137.91
2016-08-04,137.61
2016-08-05,137.66
2016-08-08,137.38
2016-08-09,137.11
2016-08-10,135.42
2016-08-11,134.78
2016-08-12,134.49
2016-08-15,134.6
2016-08-16,134.49
2016-08-17,133.49
2016-08-18,134.46
2016-08-19,133.45
2016-08-22,130.89
2016-08-23,131.44
2016-08-24,129.02
2016-08-25,128.56
2016-08-26,127.91
2016-08-28,93.65
2016-08-29,127.28
2016-08-30,127.53
2016-08-31,124.73
2016-09-01,122.7
2016-09-02,121.66
2016-09-06,122.83
2016-09-07,123.86
2016-09-08,121.69
2016-09-09,120.66
2016-09-12,121.09
2016-09-13,117.73
2016-09-14,117.66
2016-09-15,115.45
2016-09-16,112.53
2016-09-19,113.43
2016-09-20,114.55
2016-09-21,111.28
2016-09-22,109.85
2016-09-23,108.62
2016-09-26,108.08
2016-09-27,106.99
2016-09-28,106.81
2016-09-29,106.78
2016-09-30,107.43
2016-10-03,108.37
2016-10-04,105.76
2016-10-05,104.09
2016-10-06,104.53
2016-10-07,104.74
2016-10-10,104.22
2016-10-11,103.58
2016-10-12,103.35
2016-10-13,104.91
2016-10-14,103.87
2016-10-17,103.31
2016-10-18,103.44
2016-10-19,103.95
2016-10-20,103.29
2016-10-21,102.65
2016-10-24,102.22
2016-10-25,102.88
2016-10-26,101.0
2016-10-27,101.01
2016-10-28,102.33
2016-10-31,104.03
2016-11-01,105.33
2016-11-02,107.35
2016-11-03,110.03
2016-11-04,107.28
2016-11-06,79.34
2016-11-07,106.85
2016-11-08,110.37
2016-11-09,109.67
2016-11-10,109.39
2016-11-11,108.77
2016-11-14,109.21
2016-11-15,110.53
2016-11-16,109.88
2016-11-17,108.68
2016-11-18,107.97
2016-11-21,108.38
2016-11-22,109.18
2016-11-23,106.45
2016-11-25,106.8
2016-11-28,106.58
2016-11-29,107.41
2016-11-30,107.07
2016-12-01,106.8
2016-12-02,107.24
2016-12-05,108.05
2016-12-06,107.04
2016-12-07,105.69
2016-12-08,103.39
2016-12-09,103.09
2016-12-12,104.26
2016-12-13,104.3
2016-12-14,104.36
2016-12-15,105.22
2016-12-16,105.98
2016-12-18,74.92
2016-12-19,105.05
2016-12-20,105.77
2016-12-21,106.14
2016-12-22,105.5
2016-12-23,106.04
2016-12-27,106.85
2016-12-28,108.56
2016-12-29,109.18
2016-12-30,110.22
2017-01-03,111.36
2017-01-04,112.07
2017-01-05,111.78
2017-01-06,111.83
2017-01-09,112.05
2017-01-10,112.11
2017-01-11,112.06
2017-01-12,113.35
2017-01-13,112.87
2017-01-16,113.03
2017-01-17,115.87
2017-01-18,116.52
2017-01-19,117.04
2017-01-20,118.06
2017-01-23,118.26
2017-01-24,119.78
2017-01-25,121.87
2017-01-26,121.72
2017-01-27,123.4
2017-01-30,127.62
2017-01-31,132.59
2017-02-01,135.74
2017-02-02,136.83
2017-02-03,136.52
2017-02-06,137.71
2017-02-07,138.31
2017-02-08,138.59
2017-02-09,137.24
2017-02-10,136.84
2017-02-13,140.07
2017-02-14,140.67
2017-02-15,140.88
2017-02-16,140.76
2017-02-17,140.81
2017-02-20,141.31
2017-02-21,142.62
2017-02-22,144.23
2017-02-23,144.25
2017-02-24,144.27
2017-02-27,144.6
2017-02-28,145.91
2017-03-01,147.96
2017-03-02,148.81
2017-03-03,149.59
2017-03-06,151.13
2017-03-07,153.75
2017-03-08,152.96
2017-03-09,152.97
2017-03-10,154.44
2017-03-13,154.76
2017-03-14,156.75
2017-03-15,154.28
2017-03-16,154.76
2017-03-17,155.12
2017-03-20,155.48
2017-03-21,156.95
2017-03-22,154.63
2017-03-23,152.71
2017-03-24,153.36
2017-03-27,154.61
2017-03-28,156.44
2017-03-29,153.27
2017-03-30,150.95
2017-03-31,152.4
2017-04-03,150.9
2017-04-04,153.52
2017-04-05,153.42
2017-04-06,149.75
2017-04-07,148.81
2017-04-10,149.54
2017-04-11,150.31
2017-04-12,148.73
2017-04-13,149.53
2017-04-14,150.28
2017-04-17,152.9
2017-04-18,156.11
2017-04-19,153.62
2017-04-20,155.46
2017-04-21,157.24
2017-04-24,156.73
2017-04-25,160.6
2017-04-26,160.07
2017-04-27,160.28
2017-04-28,160.47
2017-05-01,165.01
2017-05-02,168.3
2017-05-03,170.53
2017-05-04,177.34
2017-05-05,179.91
2017-05-08,184.75
2017-05-09,185.89
2017-05-10,188.77
2017-05-11,194.07
2017-05-12,195.91
2017-05-15,197.17
2017-05-16,197.45
2017-05-17,199.07
2017-05-18,197.07
2017-05-19,195.09
2017-05-22,194.54
2017-05-23,192.61
2017-05-24,188.8
2017-05-25,185.34
2017-05-26,186.52
2017-05-30,187.76
2017-05-31,187.52
2017-06-01,186.27
2017-06-02,184.65
2017-06-05,187.18
2017-06-06,187.11
2017-06-07,184.83
2017-06-08,181.93
2017-06-09,183.25
2017-06-12,185.42
2017-06-13,185.15
2017-06-14,183.45
2017-06-15,183.41
2017-06-16,181.55
2017-06-19,181.7
2017-06-20,180.68
2017-06-21,179.28
2017-06-22,179.12
2017-06-23,178.97
2017-06-26,177.23
2017-06-27,174.42
2017-06-28,171.83
2017-06-29,172.99
2017-06-30,171.75
2017-07-03,170.37
2017-07-05,170.61
2017-07-06,168.56
2017-07-07,167.81
2017-07-10,169.22
2017-07-11,170.5
2017-07-12,169.38
2017-07-13,165.7
2017-07-14,164.82
2017-07-17,164.14
2017-07-18,161.43
2017-07-19,160.42
2017-07-20,160.49
2017-07-21,160.6
2017-07-24,161.04
2017-07-25,160.56
2017-07-26,160.55
2017-07-27,160.21
2017-07-28,159.24
2017-07-31,158.8
2017-08-01,160.67
2017-08-02,157.26
2017-08-03,156.44
2017-08-04,157.0
2017-08-07,156.49
2017-08-08,155.81
2017-08-09,153.29
2017-08-10,149.27
2017-08-11,149.44
2017-08-14,149.5
2017-08-15,148.45
2017-08-16,145.05
2017-08-17,142.48
2017-08-18,142.1
2017-08-21,140.82
2017-08-22,141.59
2017-08-23,140.34
2017-08-24,137.1
2017-08-25,132.48
2017-08-28,132.64
2017-08-29,131.32
2017-08-30,128.39
2017-08-31,128.63
2017-09-01,128.1
2017-09-05,125.03
2017-09-06,126.04
2017-09-07,126.24
2017-09-08,125.87
2017-09-11,125.87
2017-09-12,126.87
2017-09-13,120.38
2017-09-14,120.73
2017-09-15,118.15
2017-09-18,117.9
2017-09-19,119.84
2017-09-20,119.73
2017-09-21,119.7
2017-09-22,119.32
2017-09-25,119.25
2017-09-26,119.11
2017-09-27,117.87
2017-09-28,117.11
2017-09-29,118.0
2017-10-02,118.88
2017-10-03,118.42
2017-10-04,118.26
2017-10-05,118.22
2017-10-06,117.64
2017-10-09,117.98
2017-10-10,120.48
2017-10-11,119.05
2017-10-12,119.47
2017-10-13,119.25
2017-10-16,119.37
2017-10-17,120.49
2017-10-18,121.48
2017-10-19,122.86
2017-10-20,124.39
2017-10-23,125.34
2017-10-24,125.34
2017-10-25,126.27
2017-10-26,126.89
2017-10-27,128.25
2017-10-30,129.19
2017-10-31,129.44
2017-11-01,129.48
2017-11-02,129.59
2017-11-03,129.49
2017-11-06,129.08
2017-11-07,130.58
2017-11-08,130.54
2017-11-09,129.71
2017-11-10,128.76
2017-11-13,128.6
2017-11-14,129.35
2017-11-15,130.19
2017-11-16,128.42
2017-11-17,127.53
2017-11-20,127.91
2017-11-21,127.13
2017-11-22,126.88
2017-11-24,126.73
2017-11-27,126.4
2017-11-28,127.99
2017-11-29,127.22
2017-11-30,124.23
2017-12-01,124.22
2017-12-04,125.82
2017-12-05,125.51
2017-12-06,123.65
2017-12-07,122.71
2017-12-08,120.2
2017-12-11,120.33
2017-12-12,120.5
2017-12-13,120.56
2017-12-14,119.67
2017-12-15,120.04
2017-12-18,121.49
2017-12-19,122.21
2017-12-20,121.57
2017-12-21,121.83
2017-12-22,121.94
2017-12-26,122.5
2017-12-27,122.95
2017-12-28,124.75
2017-12-29,124.97
2018-01-02,128.68
2018-01-03,130.57
2018-01-04,130.61
2018-01-05,131.98
2018-01-08,134.09
2018-01-09,135.54
2018-01-10,135.21
2018-01-11,133.8
2018-01-12,134.21
2018-01-15,133.85
2018-01-16,134.93
2018-01-17,135.85
2018-01-18,135.8
2018-01-19,135.42
2018-01-22,136.77
2018-01-23,140.58
2018-01-24,139.23
2018-01-25,138.81
2018-01-26,139.25
2018-01-29,140.83
2018-01-30,141.86
2018-01-31,143.82
2018-02-01,144.58
2018-02-02,144.61
2018-02-05,145.02
2018-02-06,145.3
2018-02-07,146.63
2018-02-08,147.83
2018-02-09,146.23
2018-02-12,146.47
2018-02-13,147.38
2018-02-14,148.92
2018-02-15,151.63
2018-02-16,151.99
2018-02-19,152.82
2018-02-20,154.86
2018-02-21,155.2
2018-02-22,153.89
2018-02-23,154.42
2018-02-26,158.63
2018-02-27,159.74
2018-02-28,157.63
2018-03-01,159.76
2018-03-02,160.06
2018-03-05,160.29
2018-03-06,161.93
2018-03-07,163.96
2018-03-08,164.08
2018-03-09,163.99
2018-03-12,163.72
2018-03-13,164.86
2018-03-14,165.58
2018-03-15,165.91
2018-03-16,165.49
2018-03-19,167.58
2018-03-20,169.33
2018-03-21,167.56
2018-03-22,167.62
2018-03-23,167.52
2018-03-26,168.78
2018-03-27,169.26
2018-03-28,167.86
2018-03-29,167.88
2018-03-30,169.58
2018-04-02,169.76
2018-04-03,171.1
2018-04-04,167.89
2018-04-05,168.03
2018-04-06,172.64
2018-04-09,173.04
2018-04-10,173.03
2018-04-11,171.55
2018-04-12,167.42
2018-04-13,168.54
2018-04-16,171.06
2018-04-17,169.88
2018-04-18,166.19
2018-04-19,164.33
2018-04-20,166.12
2018-04-23,167.93
2018-04-24,167.76
2018-04-25,166.72
2018-04-26,167.45
2018-04-27,167.15
2018-04-30,169.69
2018-05-01,167.64
2018-05-02,166.4
2018-05-03,166.9
2018-05-04,167.76
2018-05-07,168.8
2018-05-08,165.19
2018-05-09,163.17
2018-05-10,163.75
2018-05-11,161.78
2018-05-14,162.81
2018-05-15,166.65
2018-05-16,162.69
2018-05-17,162.71
2018-05-18,164.95
2018-05-21,161.01
2018-05-22,161.21
2018-05-23,161.04
2018-05-24,161.49
2018-05-25,164.36
2018-05-29,156.97
2018-05-30,158.09
2018-05-31,161.62
2018-06-01,160.03
2018-06-04,158.5
2018-06-05,158.31
2018-06-06,158.55
2018-06-07,157.01
2018-06-08,155.2
2018-06-11,155.77
2018-06-12,158.35
2018-06-13,157.87
2018-06-14,156.09
2018-06-15,154.52
2018-06-18,155.14
2018-06-19,156.72
2018-06-20,156.2
2018-06-21,151.11
2018-06-22,151.87
2018-06-25,155.19
2018-06-26,154.45
2018-06-27,154.19
2018-06-28,153.96
2018-06-29,153.01
2018-07-02,154.95
2018-07-03,154.76
2018-07-05,154.21
2018-07-06,153.7
2018-07-09,154.23
2018-07-10,156.49
2018-07-11,155.49
2018-07-12,154.92
2018-07-13,155.14
2018-07-16,155.94
2018-07-17,157.73
2018-07-18,158.11
2018-07-19,157.04
2018-07-20,157.67
2018-07-23,157.94
2018-07-24,156.71
2018-07-25,157.27
2018-07-26,157.97
2018-07-27,157.66
2018-07-30,157.79
2018-07-31,157.49
2018-08-01,155.54
2018-08-02,155.97
2018-08-03,157.46
2018-08-06,159.37
2018-08-07,158.81
2018-08-08,157.73
2018-08-09,158.57
2018-08-10,159.01
2018-08-13,161.12
2018-08-14,161.94
2018-08-15,161.49
2018-08-16,160.73
2018-08-17,163.16
2018-08-20,164.91
2018-08-21,163.95
2018-08-22,160.84
2018-08-23,160.55
2018-08-24,157.12
2018-08-27,155.48
2018-08-28,154.43
2018-08-29,153.5
2018-08-30,154.7
2018-08-31,153.68
2018-09-04,149.77
2018-09-05,148.03
2018-09-06,151.82
2018-09-07,148.6
2018-09-10,146.96
2018-09-11,146.18
2018-09-12,145.37
2018-09-13,144.4
2018-09-14,143.9
2018-09-17,144.54
2018-09-18,145.91
2018-09-19,141.15
2018-09-20,137.67
2018-09-21,138.58
2018-09-24,140.39
2018-09-25,137.33
2018-09-26,134.39
2018-09-27,133.24
2018-09-28,133.48
2018-10-01,133.42
2018-10-02,133.08
2018-10-03,132.74
2018-10-04,133.81
2018-10-05,134.56
2018-10-08,134.65
2018-10-09,136.46
2018-10-10,132.63
2018-10-11,133.86
2018-10-12,134.95
2018-10-15,135.14
2018-10-16,134.09
2018-10-17,131.48
2018-10-18,132.28
2018-10-19,131.71
2018-10-22,132.2
2018-10-23,130.42
2018-10-24,130.63
2018-10-25,132.5
2018-10-26,130.47
2018-10-29,130.3
2018-10-30,135.14
2018-10-31,135.92
2018-11-01,138.27
2018-11-02,138.73
2018-11-05,139.36
2018-11-06,138.62
2018-11-07,139.42
2018-11-08,140.46
2018-11-09,140.85
2018-11-12,139.36
2018-11-13,141.0
2018-11-14,140.66
2018-11-15,140.61
2018-11-16,140.97
2018-11-19,142.29
2018-11-20,143.8
2018-11-21,144.29
2018-11-23,144.16
