DATE,US_HOG_CARCASS_PRICE
2013-10-22,87.03
2013-10-23,86.72
2013-10-24,86.29
2013-10-25,84.84
2013-10-28,85.22
2013-10-29,84.3
2013-10-30,84.39
2013-10-31,83.13
2013-11-01,84.22
2013-11-04,83.0
2013-11-05,81.32
2013-11-06,80.93
2013-11-07,81.64
2013-11-08,81.49
2013-11-12,81.45
2013-11-13,81.11
2013-11-14,80.08
2013-11-15,79.54
2013-11-18,78.39
2013-11-19,78.62
2013-11-20,78.07
2013-11-21,76.6
2013-11-22,77.37
2013-11-25,77.27
2013-11-26,79.27
2013-11-27,79.58
2013-11-29,80.45
2013-12-02,79.77
2013-12-03,79.61
2013-12-04,78.59
2013-12-05,77.78
2013-12-06,77.89
2013-12-09,78.11
2013-12-10,77.69
2013-12-11,78.03
2013-12-13,77.84
2013-12-16,77.04
2013-12-17,78.0
2013-12-18,77.2
2013-12-19,76.79
2013-12-20,76.57
2013-12-23,77.43
2013-12-24,75.95
2013-12-26,76.7
2013-12-27,76.25
2013-12-30,76.41
2013-12-31,77.6
2014-01-02,77.9
2014-01-03,77.68
2014-01-06,78.13
2014-01-07,77.72
2014-01-08,77.54
2014-01-09,77.5
2014-01-10,76.37
2014-01-13,76.79
2014-01-14,77.24
2014-01-15,77.59
2014-01-16,77.86
2014-01-17,76.34
2014-01-20,77.3
2014-01-21,77.5
2014-01-22,77.99
2014-01-23,79.57
2014-01-24,78.19
2014-01-27,78.02
2014-01-28,79.01
2014-01-29,79.47
2014-01-30,79.65
2014-01-31,80.6
2014-02-03,80.57
2014-02-04,80.88
2014-02-05,82.47
2014-02-06,80.99
2014-02-07,80.96
2014-02-10,81.87
2014-02-11,82.63
2014-02-12,82.63
2014-02-13,83.9
2014-02-14,85.43
2014-02-17,87.39
2014-02-18,86.65
2014-02-19,89.13
2014-02-20,89.88
2014-02-24,91.56
2014-02-25,92.34
2014-02-26,94.28
2014-02-27,96.64
2014-02-28,99.71
2014-03-03,100.2
2014-03-04,101.07
2014-03-05,101.98
2014-03-06,104.39
2014-03-07,105.8
2014-03-10,106.31
2014-03-11,107.91
2014-03-12,110.86
2014-03-13,111.43
2014-03-14,114.4
2014-03-17,116.08
2014-03-18,117.41
2014-03-19,121.1
2014-03-20,121.97
2014-03-21,125.74
2014-03-24,125.36
2014-03-25,124.87
2014-03-26,125.2
2014-03-27,127.23
2014-03-28,127.29
2014-03-31,125.74
2014-04-01,126.63
2014-04-02,126.59
2014-04-03,126.27
2014-04-04,125.18
2014-04-07,124.1
2014-04-08,123.06
2014-04-09,123.06
2014-04-10,120.33
2014-04-11,118.66
2014-04-14,117.99
2014-04-15,116.79
2014-04-16,114.7
2014-04-17,114.7
2014-04-18,113.25
2014-04-21,113.06
2014-04-22,115.02
2014-04-23,115.67
2014-04-24,113.4
2014-04-25,110.57
2014-04-28,110.12
2014-04-29,110.9
2014-04-30,110.38
2014-05-01,110.05
2014-05-02,110.17
2014-05-05,109.38
2014-05-06,113.08
2014-05-07,110.83
2014-05-08,110.22
2014-05-09,107.47
2014-05-12,107.36
2014-05-13,109.79
2014-05-14,108.06
2014-05-15,107.37
2014-05-16,107.43
2014-05-19,107.27
2014-05-20,110.73
2014-05-21,107.96
2014-05-22,106.78
2014-05-23,106.15
2014-05-27,106.01
2014-05-28,106.52
2014-05-29,107.86
2014-05-30,106.25
2014-06-02,107.71
2014-06-03,108.23
2014-06-04,107.7
2014-06-05,109.54
2014-06-06,107.85
2014-06-09,110.12
2014-06-10,114.26
2014-06-11,112.63
2014-06-12,114.75
2014-06-13,114.7
2014-06-16,115.85
2014-06-17,117.76
2014-06-18,117.94
2014-06-20,121.22
2014-06-23,121.66
2014-06-24,126.07
2014-06-25,124.55
2014-06-27,124.5
2014-06-30,124.55
2014-07-01,124.55
2014-07-02,127.17
2014-07-03,127.23
2014-07-07,128.48
2014-07-08,130.06
2014-07-10,129.84
2014-07-11,129.88
2014-07-14,130.4
2014-07-15,131.17
2014-07-16,129.94
2014-07-17,128.24
2014-07-18,127.36
2014-07-21,127.0
2014-07-22,125.97
2014-07-24,124.48
2014-07-25,124.27
2014-07-28,121.63
2014-07-29,121.89
2014-07-30,120.0
2014-07-31,120.04
2014-08-01,118.24
2014-08-04,115.68
2014-08-05,115.86
2014-08-06,115.4
2014-08-07,114.25
2014-08-08,113.56
2014-08-11,112.26
2014-08-12,110.19
2014-08-13,107.71
2014-08-14,105.0
2014-08-15,103.24
2014-08-18,101.5
2014-08-19,99.41
2014-08-20,97.13
2014-08-21,96.27
2014-08-22,94.73
2014-08-25,93.3
2014-08-26,93.34
2014-08-27,91.96
2014-08-28,90.47
2014-08-29,91.05
2014-09-02,91.63
2014-09-03,93.16
2014-09-04,95.1
2014-09-05,97.12
2014-09-08,96.53
2014-09-09,99.04
2014-09-10,100.56
2014-09-11,99.47
2014-09-12,100.79
2014-09-15,100.72
2014-09-16,101.51
2014-09-17,102.91
2014-09-18,102.82
2014-09-19,104.0
2014-09-22,103.11
2014-09-23,103.41
2014-09-24,105.66
2014-09-25,105.42
2014-09-26,106.64
2014-09-29,104.21
2014-09-30,106.82
2014-10-01,105.52
2014-10-02,106.0
2014-10-03,105.74
2014-10-06,102.83
2014-10-07,105.38
2014-10-08,106.21
2014-10-09,104.38
2014-10-10,104.52
2014-10-13,104.76
2014-10-14,104.39
2014-10-15,102.09
2014-10-16,100.22
2014-10-17,98.04
2014-10-20,97.14
2014-10-21,95.31
2014-10-22,92.83
2014-10-23,91.38
2014-10-24,89.45
2014-10-27,88.28
2014-10-28,86.77
2014-10-29,85.51
2014-10-30,85.07
2014-10-31,84.52
2014-11-03,84.31
2014-11-04,84.83
2014-11-05,85.03
2014-11-06,85.39
2014-11-07,85.42
2014-11-10,85.25
2014-11-11,86.58
2014-11-12,85.31
2014-11-13,85.41
2014-11-14,85.58
2014-11-17,86.11
2014-11-18,85.61
2014-11-19,85.61
2014-11-20,84.54
2014-11-21,85.11
2014-11-24,85.83
2014-11-25,85.97
2014-11-26,84.9
2014-11-28,85.35
2014-12-01,85.25
2014-12-02,85.92
2014-12-03,85.43
2014-12-04,84.42
2014-12-05,84.54
2014-12-08,83.77
2014-12-09,83.52
2014-12-10,83.67
2014-12-11,81.94
2014-12-12,81.06
2014-12-15,79.99
2014-12-16,79.57
2014-12-17,77.71
2014-12-18,76.35
2014-12-19,76.45
2014-12-22,74.56
2014-12-23,74.33
2014-12-24,74.64
2014-12-26,74.8
2014-12-29,73.81
2014-12-30,75.05
2014-12-31,75.02
2015-01-02,74.72
2015-01-05,72.75
2015-01-06,72.15
2015-01-07,72.97
2015-01-08,72.14
2015-01-09,71.8
2015-01-12,71.46
2015-01-13,71.37
2015-01-14,71.11
2015-01-15,70.92
2015-01-16,71.03
2015-01-19,70.18
2015-01-20,69.22
2015-01-21,68.93
2015-01-22,68.31
2015-01-23,67.65
2015-01-26,67.91
2015-01-27,66.93
2015-01-28,66.68
2015-01-29,66.73
2015-01-30,65.38
2015-02-02,65.18
2015-02-03,64.46
2015-02-04,63.19
2015-02-05,60.89
2015-02-06,60.58
2015-02-09,59.7
2015-02-12,56.65
2015-02-13,56.96
2015-02-16,56.46
2015-02-17,55.42
2015-02-18,56.34
2015-02-19,58.12
2015-02-20,58.41
2015-02-23,59.77
2015-02-24,63.33
2015-02-25,64.87
2015-02-26,64.89
2015-02-27,64.31
2015-03-02,64.23
2015-03-03,64.62
2015-03-04,64.34
2015-03-05,64.05
2015-03-06,63.41
2015-03-09,62.64
2015-03-10,62.56
2015-03-11,62.05
2015-03-12,60.61
2015-03-13,59.6
2015-03-16,58.42
2015-03-17,58.44
2015-03-18,57.89
2015-03-19,57.68
2015-03-20,56.9
2015-03-23,56.14
2015-03-24,55.82
2015-03-25,55.7
2015-03-26,55.95
2015-03-27,55.28
2015-03-30,55.09
2015-03-31,54.92
2015-04-01,55.86
2015-04-02,57.12
2015-04-03,55.98
2015-04-06,55.93
2015-04-07,55.81
2015-04-08,56.76
2015-04-09,57.92
2015-04-10,60.1
2015-04-13,59.82
2015-04-14,61.34
2015-04-15,62.3
2015-04-16,62.14
2015-04-17,61.71
2015-04-20,61.18
2015-04-21,61.08
2015-04-22,62.53
2015-04-23,63.0
2015-04-24,63.96
2015-04-27,64.61
2015-04-28,66.91
2015-04-29,70.27
2015-04-30,72.98
2015-05-01,73.91
2015-05-04,74.04
2015-05-05,74.22
2015-05-06,76.24
2015-05-07,77.46
2015-05-08,77.86
2015-05-11,77.81
2015-05-12,78.98
2015-05-13,79.8
2015-05-14,79.38
2015-05-15,80.63
2015-05-18,79.8
2015-05-19,79.88
2015-05-20,78.83
2015-05-21,78.2
2015-05-22,77.18
2015-05-26,77.1
2015-05-27,78.22
2015-05-28,79.54
2015-05-29,78.14
2015-06-01,78.17
2015-06-02,79.72
2015-06-03,79.13
2015-06-04,78.6
2015-06-05,78.56
2015-06-08,77.77
2015-06-09,77.8
2015-06-10,77.32
2015-06-11,77.61
2015-06-12,77.09
2015-06-15,76.87
2015-06-16,76.7
2015-06-17,76.43
2015-06-18,76.21
2015-06-19,75.32
2015-06-22,74.95
2015-06-23,74.93
2015-06-24,74.18
2015-06-25,72.99
2015-06-26,72.98
2015-06-29,73.52
2015-06-30,73.85
2015-07-01,73.19
2015-07-02,73.75
2015-07-06,74.78
2015-07-07,76.39
2015-07-08,77.61
2015-07-09,77.39
2015-07-10,76.85
2015-07-13,77.13
2015-07-14,77.12
2015-07-15,76.3
2015-07-16,75.59
2015-07-17,75.05
2015-07-20,74.13
2015-07-21,73.84
2015-07-22,75.06
2015-07-23,74.17
2015-07-24,74.29
2015-07-27,73.16
2015-07-28,74.76
2015-07-29,75.13
2015-07-30,74.53
2015-07-31,74.42
2015-08-03,74.98
2015-08-04,74.66
2015-08-05,75.86
2015-08-06,74.17
2015-08-07,74.11
2015-08-10,73.6
2015-08-11,73.59
2015-08-12,74.66
2015-08-13,75.57
2015-08-17,75.57
2015-08-18,75.76
2015-08-19,75.43
2015-08-20,74.87
2015-08-21,73.82
2015-08-24,73.93
2015-08-25,73.55
2015-08-26,73.62
2015-08-27,72.58
2015-08-28,71.38
2015-08-31,70.88
2015-09-01,70.17
2015-09-02,68.85
2015-09-03,68.02
2015-09-04,66.96
2015-09-08,66.65
2015-09-09,66.41
2015-09-10,66.52
2015-09-11,65.47
2015-09-14,65.2
2015-09-15,66.74
2015-09-16,66.85
2015-09-17,67.58
2015-09-18,66.94
2015-09-21,66.9
2015-09-22,67.55
2015-09-23,67.72
2015-09-24,68.76
2015-09-25,68.44
2015-09-28,69.84
2015-09-29,69.8
2015-09-30,71.35
2015-10-01,70.68
2015-10-02,70.45
2015-10-05,70.36
2015-10-06,71.36
2015-10-07,71.15
2015-10-08,70.74
2015-10-09,70.44
2015-10-12,69.96
2015-10-13,71.4
2015-10-14,71.54
2015-10-15,70.04
2015-10-16,68.66
2015-10-19,69.14
2015-10-20,70.35
2015-10-21,70.47
2015-10-22,69.26
2015-10-23,68.0
2015-10-26,67.09
2015-10-27,66.21
2015-10-28,64.21
2015-10-29,63.09
2015-10-30,60.9
2015-11-02,59.27
2015-11-03,57.72
2015-11-04,56.22
2015-11-05,54.61
2015-11-06,53.35
2015-11-09,52.1
2015-11-10,51.21
2015-11-11,51.64
2015-11-12,51.31
2015-11-13,51.04
2015-11-16,50.34
2015-11-17,50.26
2015-11-18,49.7
2015-11-19,49.52
2015-11-20,50.92
2015-11-23,50.79
2015-11-24,50.68
2015-11-25,50.5
2015-11-27,50.72
2015-11-30,51.28
2015-12-01,51.65
2015-12-02,52.12
2015-12-03,52.18
2015-12-04,51.92
2015-12-08,51.46
2015-12-09,51.63
2015-12-10,51.05
2015-12-11,50.96
2015-12-14,50.04
2015-12-15,49.65
2015-12-16,49.08
2015-12-17,48.66
2015-12-18,48.53
2015-12-21,48.44
2015-12-22,47.79
2015-12-23,48.04
2015-12-24,47.79
2015-12-28,47.19
2015-12-29,47.76
2015-12-30,48.29
2015-12-31,48.96
2016-01-04,48.9
2016-01-05,49.15
2016-01-06,50.39
2016-01-07,50.24
2016-01-08,51.03
2016-01-11,50.08
2016-01-12,51.97
2016-01-13,52.06
2016-01-14,51.35
2016-01-15,52.77
2016-01-18,51.42
2016-01-19,53.91
2016-01-20,54.75
2016-01-21,55.35
2016-01-22,55.79
2016-01-27,59.08
2016-01-28,59.61
2016-01-29,59.92
2016-02-01,60.38
2016-02-02,59.88
2016-02-03,60.65
2016-02-04,61.12
2016-02-05,61.43
2016-02-08,61.24
2016-02-09,62.16
2016-02-10,62.32
2016-02-11,62.9
2016-02-12,62.31
2016-02-15,62.96
2016-02-16,62.5
2016-02-17,63.24
2016-02-18,62.74
2016-02-19,62.5
2016-02-22,61.45
2016-02-23,61.87
2016-02-24,63.27
2016-02-25,63.88
2016-02-26,62.22
2016-02-29,61.94
2016-03-01,62.05
2016-03-02,62.14
2016-03-03,62.3
2016-03-04,61.96
2016-03-07,61.74
2016-03-08,61.79
2016-03-09,62.89
2016-03-10,63.76
2016-03-11,62.4
2016-03-14,62.33
2016-03-15,62.3
2016-03-16,62.05
2016-03-17,61.74
2016-03-18,60.12
2016-03-21,60.0
2016-03-22,60.54
2016-03-23,61.08
2016-03-24,61.47
2016-03-25,61.44
2016-03-28,60.95
2016-03-29,61.62
2016-03-30,62.24
2016-03-31,61.18
2016-04-01,61.93
2016-04-04,62.03
2016-04-05,61.91
2016-04-06,62.47
2016-04-07,61.81
2016-04-08,61.98
2016-04-11,61.53
2016-04-12,61.24
2016-04-13,62.51
2016-04-14,61.46
2016-04-15,61.63
2016-04-18,62.31
2016-04-19,62.98
2016-04-20,64.14
2016-04-21,65.32
2016-04-25,65.16
2016-04-26,66.47
2016-04-27,68.36
2016-04-28,68.41
2016-04-29,69.28
2016-05-02,69.28
2016-05-03,70.0
2016-05-04,71.05
2016-05-05,71.26
2016-05-06,71.27
2016-05-09,71.27
2016-05-10,71.58
2016-05-11,72.81
2016-05-12,74.45
2016-05-13,74.53
2016-05-16,74.73
2016-05-17,75.54
2016-05-18,75.66
2016-05-19,74.97
2016-05-20,74.69
2016-05-23,74.62
2016-05-24,74.33
2016-05-25,73.44
2016-05-26,72.78
2016-05-27,72.2
2016-05-31,71.8
2016-06-01,73.29
2016-06-02,74.48
2016-06-03,75.09
2016-06-06,75.66
2016-06-07,77.21
2016-06-08,78.03
2016-06-09,77.57
2016-06-10,77.39
2016-06-13,78.18
2016-06-14,79.11
2016-06-15,79.54
2016-06-16,80.35
2016-06-17,79.81
2016-06-20,80.03
2016-06-21,81.14
2016-06-22,81.19
2016-06-23,81.3
2016-06-24,81.0
2016-06-27,80.64
2016-06-28,80.04
2016-06-29,79.51
2016-06-30,78.35
2016-07-01,77.58
2016-07-05,77.87
2016-07-06,77.76
2016-07-07,77.19
2016-07-08,76.33
2016-07-11,75.93
2016-07-12,75.57
2016-07-13,75.24
2016-07-14,73.85
2016-07-15,72.58
2016-07-18,72.05
2016-07-19,71.71
2016-07-20,71.2
2016-07-21,69.86
2016-07-22,69.41
2016-07-25,68.38
2016-07-26,68.03
2016-07-27,67.79
2016-07-28,66.62
2016-07-29,65.99
2016-08-01,65.03
2016-08-02,65.0
2016-08-03,64.69
2016-08-04,64.03
2016-08-05,62.84
2016-08-08,62.19
2016-08-09,61.6
2016-08-10,61.16
2016-08-11,61.48
2016-08-12,62.77
2016-08-15,62.67
2016-08-16,62.94
2016-08-17,63.33
2016-08-18,62.07
2016-08-19,62.59
2016-08-22,62.39
2016-08-23,62.71
2016-08-24,62.19
2016-08-25,61.68
2016-08-26,60.68
2016-08-29,59.97
2016-08-30,59.82
2016-08-31,59.2
2016-09-01,59.06
2016-09-02,58.21
2016-09-06,57.81
2016-09-07,58.49
2016-09-08,57.89
2016-09-09,58.21
2016-09-12,57.35
2016-09-13,56.83
2016-09-14,55.37
2016-09-15,54.59
2016-09-16,53.63
2016-09-19,53.25
2016-09-20,52.35
2016-09-21,51.96
2016-09-22,51.28
2016-09-23,50.88
2016-09-26,50.38
2016-09-27,49.96
2016-09-28,49.55
2016-09-29,48.93
2016-09-30,48.27
2016-10-03,47.55
2016-10-04,46.57
2016-10-05,46.51
2016-10-06,46.32
2016-10-07,46.36
2016-10-10,46.23
2016-10-11,46.32
2016-10-12,46.84
2016-10-13,45.69
2016-10-14,46.15
2016-10-17,45.91
2016-10-18,46.07
2016-10-19,45.81
2016-10-20,45.47
2016-10-21,45.21
2016-10-24,45.27
2016-10-25,45.32
2016-10-26,44.88
2016-10-27,44.75
2016-10-28,44.48
2016-10-31,44.16
2016-11-01,44.37
2016-11-02,43.9
2016-11-03,43.07
2016-11-04,42.68
2016-11-07,42.15
2016-11-08,42.01
2016-11-09,41.41
2016-11-10,41.4
2016-11-11,41.21
2016-11-14,40.76
2016-11-15,40.64
2016-11-16,40.43
2016-11-17,40.53
2016-11-18,40.41
2016-11-21,40.83
2016-11-22,40.9
2016-11-23,41.26
2016-11-25,41.88
2016-11-28,42.26
2016-11-29,43.41
2016-11-30,45.01
2016-12-01,46.36
2016-12-02,47.13
2016-12-05,47.5
2016-12-06,49.52
2016-12-07,51.58
2016-12-08,53.45
2016-12-09,52.66
2016-12-12,53.32
2016-12-13,53.28
2016-12-14,53.4
2016-12-15,52.97
2016-12-16,52.95
2016-12-19,53.04
2016-12-20,52.66
2016-12-21,52.67
2016-12-22,52.25
2016-12-23,47.0
2016-12-27,51.72
2016-12-28,51.88
2016-12-29,51.81
2016-12-30,51.95
2017-01-03,52.65
2017-01-04,53.79
2017-01-05,54.8
2017-01-06,55.21
2017-01-09,56.38
2017-01-10,58.66
2017-01-11,60.32
2017-01-12,61.24
2017-01-13,61.63
2017-01-16,61.9
2017-01-17,62.4
2017-01-18,62.37
2017-01-19,62.88
2017-01-20,62.88
2017-01-23,62.67
2017-01-24,63.09
2017-01-25,63.58
2017-01-26,63.5
2017-01-27,63.98
2017-01-30,63.99
2017-01-31,65.58
2017-02-01,66.37
2017-02-02,67.33
2017-02-03,66.9
2017-02-06,67.58
2017-02-07,67.15
2017-02-08,70.04
2017-02-09,71.1
2017-02-10,70.72
2017-02-13,71.12
2017-02-14,72.78
2017-02-15,73.12
2017-02-16,73.19
2017-02-17,72.95
2017-02-20,74.02
2017-02-21,72.71
2017-02-22,72.42
2017-02-23,70.85
2017-02-24,68.56
2017-02-27,67.58
2017-02-28,67.25
2017-03-01,67.59
2017-03-02,67.65
2017-03-03,67.38
2017-03-06,67.24
2017-03-07,67.38
2017-03-08,67.76
2017-03-09,67.32
2017-03-10,66.33
2017-03-13,67.02
2017-03-14,66.46
2017-03-15,66.74
2017-03-16,65.83
2017-03-17,65.43
2017-03-20,65.86
2017-03-21,66.12
2017-03-22,65.67
2017-03-23,65.06
2017-03-24,64.38
2017-03-27,63.68
2017-03-28,63.31
2017-03-29,62.77
2017-03-30,61.92
2017-03-31,61.38
2017-04-03,60.31
2017-04-04,60.01
2017-04-05,59.85
2017-04-06,59.04
2017-04-07,58.17
2017-04-10,57.19
2017-04-11,56.89
2017-04-12,56.52
2017-04-13,56.36
2017-04-14,56.04
2017-04-17,55.53
2017-04-18,55.08
2017-04-19,54.54
2017-04-20,54.07
2017-04-21,53.41
2017-04-24,53.41
2017-04-25,53.67
2017-04-26,54.46
2017-04-27,55.48
2017-04-28,56.21
2017-05-01,56.31
2017-05-02,58.47
2017-05-03,61.47
2017-05-04,63.79
2017-05-05,64.2
2017-05-08,65.06
2017-05-09,66.98
2017-05-10,69.36
2017-05-11,69.64
2017-05-12,69.73
2017-05-15,69.91
2017-05-16,71.28
2017-05-17,71.24
2017-05-18,70.62
2017-05-19,70.86
2017-05-22,70.51
2017-05-23,71.06
2017-05-24,70.71
2017-05-25,71.73
2017-05-26,71.01
2017-05-30,72.03
2017-05-31,73.58
2017-06-01,73.4
2017-06-02,72.98
2017-06-05,73.88
2017-06-06,75.88
2017-06-07,76.3
2017-06-08,76.53
2017-06-09,76.61
2017-06-12,77.22
2017-06-13,79.76
2017-06-14,81.99
2017-06-15,83.87
2017-06-16,84.72
2017-06-19,85.44
2017-06-20,86.76
2017-06-21,86.83
2017-06-22,86.09
2017-06-23,85.85
2017-06-26,85.82
2017-06-27,85.75
2017-06-28,85.59
2017-06-29,87.12
2017-06-30,85.76
2017-07-03,86.46
2017-07-05,86.96
2017-07-06,86.68
2017-07-07,86.34
2017-07-10,86.43
2017-07-11,86.87
2017-07-12,86.86
2017-07-13,86.78
2017-07-14,86.4
2017-07-17,85.82
2017-07-18,85.58
2017-07-19,84.79
2017-07-20,84.28
2017-07-21,83.33
2017-07-24,82.39
2017-07-25,82.08
2017-07-26,81.75
2017-07-27,82.11
2017-07-28,80.98
2017-07-31,79.4
2017-08-01,79.87
2017-08-02,79.86
2017-08-03,79.67
2017-08-04,79.82
2017-08-07,78.72
2017-08-08,79.78
2017-08-09,78.91
2017-08-10,78.5
2017-08-11,77.85
2017-08-14,77.43
2017-08-15,76.99
2017-08-16,89.0
2017-08-17,75.46
2017-08-18,73.34
2017-08-21,71.85
2017-08-22,70.66
2017-08-23,69.19
2017-08-24,67.89
2017-08-25,66.73
2017-08-28,65.61
2017-08-29,64.49
2017-08-30,63.53
2017-08-31,62.46
2017-09-01,61.95
2017-09-05,61.89
2017-09-06,60.78
2017-09-07,59.93
2017-09-08,58.65
2017-09-11,57.32
2017-09-12,55.99
2017-09-13,54.74
2017-09-14,53.71
2017-09-15,52.95
2017-09-18,52.13
2017-09-19,51.08
2017-09-20,50.17
2017-09-21,49.09
2017-09-22,48.7
2017-09-25,47.75
2017-09-26,47.59
2017-09-27,47.47
2017-09-28,47.44
2017-09-29,47.75
2017-10-02,48.58
2017-10-03,49.58
2017-10-04,50.97
2017-10-05,52.15
2017-10-06,52.03
2017-10-09,53.44
2017-10-10,54.74
2017-10-11,55.82
2017-10-12,56.58
2017-10-13,57.48
2017-10-16,58.41
2017-10-17,60.44
2017-10-18,62.13
2017-10-19,63.42
2017-10-20,64.37
2017-10-23,64.85
2017-10-24,65.25
2017-10-25,65.52
2017-10-26,65.14
2017-10-27,64.41
2017-10-30,64.79
2017-10-31,64.37
2017-11-01,63.86
2017-11-02,63.17
2017-11-03,62.33
2017-11-06,61.38
2017-11-07,60.51
2017-11-08,60.38
2017-11-09,59.9
2017-11-10,59.7
2017-11-13,58.94
2017-11-14,58.66
2017-11-15,58.09
2017-11-16,57.48
2017-11-17,56.96
2017-11-20,56.46
2017-11-21,56.59
2017-11-22,56.65
2017-11-24,57.1
2017-11-27,56.65
2017-11-28,57.92
2017-11-29,58.81
2017-11-30,59.27
2017-12-01,59.0
2017-12-04,59.27
2017-12-05,59.43
2017-12-06,59.28
2017-12-07,58.47
2017-12-08,59.1
2017-12-11,58.92
2017-12-12,58.15
2017-12-13,57.04
2017-12-14,56.61
2017-12-15,56.47
2017-12-18,56.05
2017-12-19,55.6
2017-12-20,55.9
2017-12-21,55.83
2017-12-22,56.26
2017-12-26,56.59
2017-12-27,57.29
2017-12-28,57.95
2017-12-29,58.27
2018-01-02,59.02
2018-01-03,60.54
2018-01-04,61.83
2018-01-05,64.01
2018-01-08,65.39
2018-01-09,67.26
2018-01-10,69.43
2018-01-11,69.42
2018-01-12,69.45
2018-01-15,70.06
2018-01-16,69.93
2018-01-17,69.64
2018-01-18,69.39
2018-01-19,69.36
2018-01-22,69.67
2018-01-23,69.41
2018-01-24,69.54
2018-01-25,69.55
2018-01-26,69.15
2018-01-29,69.23
2018-01-30,69.34
2018-01-31,70.34
2018-02-01,71.82
2018-02-02,72.59
2018-02-05,72.63
2018-02-06,72.66
2018-02-07,71.15
2018-02-08,69.59
2018-02-09,69.72
2018-02-12,68.88
2018-02-13,67.76
2018-02-14,66.85
2018-02-15,65.79
2018-02-16,64.82
2018-02-19,64.48
2018-02-20,64.29
2018-02-21,63.92
2018-02-22,63.5
2018-02-23,62.63
2018-02-26,62.89
2018-02-27,62.52
2018-02-28,62.38
2018-03-01,62.13
2018-03-02,62.29
2018-03-05,62.34
2018-03-06,62.51
2018-03-07,62.9
2018-03-08,62.41
2018-03-09,61.38
2018-03-12,60.53
2018-03-13,59.58
2018-03-14,59.06
2018-03-15,58.8
2018-03-16,57.26
2018-03-19,56.5
2018-03-20,55.73
2018-03-21,55.04
2018-03-22,53.97
2018-03-23,52.96
2018-03-26,51.56
2018-03-27,50.11
2018-03-28,49.15
2018-03-29,48.45
2018-03-30,48.49
2018-04-02,47.34
2018-04-03,46.09
2018-04-04,45.26
2018-04-05,45.09
2018-04-06,45.27
2018-04-09,45.68
2018-04-10,46.55
2018-04-11,47.5
2018-04-12,49.29
2018-04-13,50.06
2018-04-16,50.82
2018-04-17,51.96
2018-04-18,54.19
2018-04-19,57.33
2018-04-20,57.65
2018-04-23,57.67
2018-04-24,57.96
2018-04-25,58.35
2018-04-26,58.32
2018-04-27,58.22
2018-04-30,58.35
2018-05-01,58.86
2018-05-02,59.06
2018-05-03,58.89
2018-05-04,59.05
2018-05-07,58.79
2018-05-08,59.93
2018-05-09,60.63
2018-05-10,61.13
2018-05-11,61.98
2018-05-14,62.76
2018-05-15,64.37
2018-05-16,64.61
2018-05-17,65.08
2018-05-18,64.89
2018-05-21,64.76
2018-05-22,64.78
2018-05-23,64.73
2018-05-24,64.78
2018-05-25,65.07
2018-05-29,65.59
2018-05-30,66.8
2018-05-31,68.77
2018-06-01,69.14
2018-06-04,70.07
2018-06-05,71.21
2018-06-06,72.47
2018-06-07,74.26
2018-06-08,76.48
2018-06-11,78.02
2018-06-12,78.68
2018-06-13,80.82
2018-06-14,81.86
2018-06-15,82.87
2018-06-18,82.8
2018-06-19,83.24
2018-06-20,82.47
2018-06-21,81.74
2018-06-22,79.97
2018-06-25,79.5
2018-06-26,78.08
2018-06-27,77.03
2018-06-28,77.1
2018-06-29,76.69
2018-07-02,77.55
2018-07-03,77.7
2018-07-05,76.71
2018-07-06,76.61
2018-07-09,76.43
2018-07-10,76.36
2018-07-11,75.88
2018-07-12,75.21
2018-07-13,74.19
2018-07-16,73.08
2018-07-17,71.86
2018-07-18,70.62
2018-07-19,69.25
2018-07-20,68.07
2018-07-23,66.59
2018-07-24,66.06
2018-07-25,65.13
2018-07-26,63.75
2018-07-27,62.5
2018-07-30,61.07
2018-07-31,59.54
2018-08-01,57.65
2018-08-02,56.22
2018-08-03,54.58
2018-08-06,53.09
2018-08-07,49.88
2018-08-08,47.7
2018-08-09,45.93
2018-08-10,45.05
2018-08-13,43.73
2018-08-14,42.69
2018-08-15,42.23
2018-08-16,41.54
2018-08-17,40.52
2018-08-20,40.21
2018-08-21,39.43
2018-08-22,38.42
2018-08-23,37.24
2018-08-24,37.06
2018-08-27,37.22
2018-08-28,37.03
2018-08-29,36.82
2018-08-30,36.7
2018-08-31,36.57
2018-09-04,36.75
2018-09-05,37.3
2018-09-06,38.27
2018-09-07,41.34
2018-09-10,43.08
2018-09-11,46.13
2018-09-12,47.48
2018-09-13,48.92
2018-09-14,48.96
2018-09-17,50.59
2018-09-18,52.92
2018-09-19,56.21
2018-09-20,58.4
2018-09-21,59.37
2018-09-24,60.53
2018-09-25,62.5
2018-09-26,63.03
2018-09-27,63.3
2018-09-28,63.12
2018-10-01,63.05
2018-10-02,63.24
2018-10-03,63.32
2018-10-04,63.3
2018-10-05,63.63
2018-10-08,63.23
2018-10-09,63.45
2018-10-10,62.47
2018-10-11,61.92
2018-10-12,61.45
2018-10-15,60.33
2018-10-16,59.86
2018-10-17,59.26
2018-10-18,59.16
2018-10-19,58.72
2018-10-22,58.09
2018-10-23,57.7
2018-10-24,57.6
2018-10-25,57.44
2018-10-26,57.06
2018-10-29,57.6
2018-10-30,58.14
2018-10-31,58.23
2018-11-01,58.13
2018-11-02,57.58
