Year,Month,Unit,Value,Class,Commodity,Date
1976,1,HEAD,"1,009,000",COWS,CATTLE,1976-01-01
1976,2,HEAD,"760,000",COWS,CATTLE,1976-02-01
1976,3,HEAD,"731,000",COWS,CATTLE,1976-03-01
1976,4,HEAD,"697,000",COWS,CATTLE,1976-04-01
1976,5,HEAD,"680,000",COWS,CATTLE,1976-05-01
1976,6,HEAD,"760,000",COWS,CATTLE,1976-06-01
1976,7,HEAD,"748,000",COWS,CATTLE,1976-07-01
1976,8,HEAD,"790,000",COWS,CATTLE,1976-08-01
1976,9,HEAD,"869,000",COWS,CATTLE,1976-09-01
1976,10,HEAD,"863,000",COWS,CATTLE,1976-10-01
1976,11,HEAD,"904,000",COWS,CATTLE,1976-11-01
1976,12,HEAD,"893,000",COWS,CATTLE,1976-12-01
1975,1,HEAD,"786,000",COWS,CATTLE,1975-01-01
1975,2,HEAD,"606,000",COWS,CATTLE,1975-02-01
1975,3,HEAD,"611,000",COWS,CATTLE,1975-03-01
1975,4,HEAD,"683,000",COWS,CATTLE,1975-04-01
1975,5,HEAD,"719,000",COWS,CATTLE,1975-05-01
1975,6,HEAD,"787,000",COWS,CATTLE,1975-06-01
1975,7,HEAD,"913,000",COWS,CATTLE,1975-07-01
1975,8,HEAD,"923,000",COWS,CATTLE,1975-08-01
1975,9,HEAD,"991,000",COWS,CATTLE,1975-09-01
1975,10,HEAD,"1,198,000",COWS,CATTLE,1975-10-01
1975,11,HEAD,"1,081,000",COWS,CATTLE,1975-11-01
1975,12,HEAD,"1,123,000",COWS,CATTLE,1975-12-01
1974,1,HEAD,"608,000",COWS,CATTLE,1974-01-01
1974,2,HEAD,"481,000",COWS,CATTLE,1974-02-01
1974,3,HEAD,"442,000",COWS,CATTLE,1974-03-01
1974,4,HEAD,"437,000",COWS,CATTLE,1974-04-01
1974,5,HEAD,"449,000",COWS,CATTLE,1974-05-01
1974,6,HEAD,"386,000",COWS,CATTLE,1974-06-01
1974,7,HEAD,"538,000",COWS,CATTLE,1974-07-01
1974,8,HEAD,"608,000",COWS,CATTLE,1974-08-01
1974,9,HEAD,"588,000",COWS,CATTLE,1974-09-01
1974,10,HEAD,"759,000",COWS,CATTLE,1974-10-01
1974,11,HEAD,"756,000",COWS,CATTLE,1974-11-01
1974,12,HEAD,"742,000",COWS,CATTLE,1974-12-01
1973,1,HEAD,"514,000",COWS,CATTLE,1973-01-01
1973,2,HEAD,"446,000",COWS,CATTLE,1973-02-01
1973,3,HEAD,"482,000",COWS,CATTLE,1973-03-01
1973,4,HEAD,"386,000",COWS,CATTLE,1973-04-01
1973,5,HEAD,"471,000",COWS,CATTLE,1973-05-01
1973,6,HEAD,"449,000",COWS,CATTLE,1973-06-01
1973,7,HEAD,"449,000",COWS,CATTLE,1973-07-01
1973,8,HEAD,"490,000",COWS,CATTLE,1973-08-01
1973,9,HEAD,"435,000",COWS,CATTLE,1973-09-01
1973,10,HEAD,"507,000",COWS,CATTLE,1973-10-01
1973,11,HEAD,"534,000",COWS,CATTLE,1973-11-01
1973,12,HEAD,"496,000",COWS,CATTLE,1973-12-01
1972,1,HEAD,"460,000",COWS,CATTLE,1972-01-01
1972,2,HEAD,"432,000",COWS,CATTLE,1972-02-01
1972,3,HEAD,"455,000",COWS,CATTLE,1972-03-01
1972,4,HEAD,"406,000",COWS,CATTLE,1972-04-01
1972,5,HEAD,"446,000",COWS,CATTLE,1972-05-01
1972,6,HEAD,"474,000",COWS,CATTLE,1972-06-01
1972,7,HEAD,"440,000",COWS,CATTLE,1972-07-01
1972,8,HEAD,"482,000",COWS,CATTLE,1972-08-01
1972,9,HEAD,"418,000",COWS,CATTLE,1972-09-01
1972,10,HEAD,"480,000",COWS,CATTLE,1972-10-01
1972,11,HEAD,"473,000",COWS,CATTLE,1972-11-01
1972,12,HEAD,"436,000",COWS,CATTLE,1972-12-01
1971,1,HEAD,"456,000",COWS,CATTLE,1971-01-01
1971,2,HEAD,"400,000",COWS,CATTLE,1971-02-01
1971,3,HEAD,"461,000",COWS,CATTLE,1971-03-01
1971,4,HEAD,"463,000",COWS,CATTLE,1971-04-01
1971,5,HEAD,"453,000",COWS,CATTLE,1971-05-01
1971,6,HEAD,"485,000",COWS,CATTLE,1971-06-01
1971,7,HEAD,"479,000",COWS,CATTLE,1971-07-01
1971,8,HEAD,"468,000",COWS,CATTLE,1971-08-01
1971,9,HEAD,"486,000",COWS,CATTLE,1971-09-01
1971,10,HEAD,"490,000",COWS,CATTLE,1971-10-01
1971,11,HEAD,"500,000",COWS,CATTLE,1971-11-01
1971,12,HEAD,"486,000",COWS,CATTLE,1971-12-01
1957,1,HEAD,"579,000",COWS,CATTLE,1957-01-01
1957,2,HEAD,"433,000",COWS,CATTLE,1957-02-01
1957,3,HEAD,"428,000",COWS,CATTLE,1957-03-01
1957,4,HEAD,"403,000",COWS,CATTLE,1957-04-01
1957,5,HEAD,"450,000",COWS,CATTLE,1957-05-01
1957,6,HEAD,"482,000",COWS,CATTLE,1957-06-01
1957,7,HEAD,"572,000",COWS,CATTLE,1957-07-01
1957,8,HEAD,"556,000",COWS,CATTLE,1957-08-01
1957,9,HEAD,"522,000",COWS,CATTLE,1957-09-01
1957,10,HEAD,"609,000",COWS,CATTLE,1957-10-01
1957,11,HEAD,"552,000",COWS,CATTLE,1957-11-01
1957,12,HEAD,"466,000",COWS,CATTLE,1957-12-01
1956,1,HEAD,"512,000",COWS,CATTLE,1956-01-01
1956,2,HEAD,"426,000",COWS,CATTLE,1956-02-01
1956,3,HEAD,"393,000",COWS,CATTLE,1956-03-01
1956,4,HEAD,"391,000",COWS,CATTLE,1956-04-01
1956,5,HEAD,"439,000",COWS,CATTLE,1956-05-01
1956,6,HEAD,"502,000",COWS,CATTLE,1956-06-01
1956,7,HEAD,"525,000",COWS,CATTLE,1956-07-01
1956,8,HEAD,"624,000",COWS,CATTLE,1956-08-01
1956,9,HEAD,"592,000",COWS,CATTLE,1956-09-01
1956,10,HEAD,"829,000",COWS,CATTLE,1956-10-01
1956,11,HEAD,"779,000",COWS,CATTLE,1956-11-01
1956,12,HEAD,"612,000",COWS,CATTLE,1956-12-01
1955,1,HEAD,"540,000",COWS,CATTLE,1955-01-01
1955,2,HEAD,"450,000",COWS,CATTLE,1955-02-01
1955,3,HEAD,"463,000",COWS,CATTLE,1955-03-01
1955,4,HEAD,"444,000",COWS,CATTLE,1955-04-01
1955,5,HEAD,"509,000",COWS,CATTLE,1955-05-01
1955,6,HEAD,"518,000",COWS,CATTLE,1955-06-01
1955,7,HEAD,"538,000",COWS,CATTLE,1955-07-01
1955,8,HEAD,"656,000",COWS,CATTLE,1955-08-01
1955,9,HEAD,"638,000",COWS,CATTLE,1955-09-01
1955,10,HEAD,"635,000",COWS,CATTLE,1955-10-01
1955,11,HEAD,"681,000",COWS,CATTLE,1955-11-01
1955,12,HEAD,"584,000",COWS,CATTLE,1955-12-01
1954,1,HEAD,"487,000",COWS,CATTLE,1954-01-01
1954,2,HEAD,"400,000",COWS,CATTLE,1954-02-01
1954,3,HEAD,"440,000",COWS,CATTLE,1954-03-01
1954,4,HEAD,"402,000",COWS,CATTLE,1954-04-01
1954,5,HEAD,"429,000",COWS,CATTLE,1954-05-01
1954,6,HEAD,"474,000",COWS,CATTLE,1954-06-01
1954,7,HEAD,"537,000",COWS,CATTLE,1954-07-01
1954,8,HEAD,"585,000",COWS,CATTLE,1954-08-01
1954,9,HEAD,"588,000",COWS,CATTLE,1954-09-01
1954,10,HEAD,"621,000",COWS,CATTLE,1954-10-01
1954,11,HEAD,"681,000",COWS,CATTLE,1954-11-01
1954,12,HEAD,"592,000",COWS,CATTLE,1954-12-01
1953,1,HEAD,"390,000",COWS,CATTLE,1953-01-01
1953,2,HEAD,"287,000",COWS,CATTLE,1953-02-01
1953,3,HEAD,"308,000",COWS,CATTLE,1953-03-01
1953,4,HEAD,"304,000",COWS,CATTLE,1953-04-01
1953,5,HEAD,"319,000",COWS,CATTLE,1953-05-01
1953,6,HEAD,"371,000",COWS,CATTLE,1953-06-01
1953,7,HEAD,"431,000",COWS,CATTLE,1953-07-01
1953,8,HEAD,"492,000",COWS,CATTLE,1953-08-01
1953,9,HEAD,"618,000",COWS,CATTLE,1953-09-01
1953,10,HEAD,"755,000",COWS,CATTLE,1953-10-01
1953,11,HEAD,"690,000",COWS,CATTLE,1953-11-01
1953,12,HEAD,"625,000",COWS,CATTLE,1953-12-01
1952,1,HEAD,"334,000",COWS,CATTLE,1952-01-01
1952,2,HEAD,"252,000",COWS,CATTLE,1952-02-01
1952,3,HEAD,"239,000",COWS,CATTLE,1952-03-01
1952,4,HEAD,"221,000",COWS,CATTLE,1952-04-01
1952,5,HEAD,"254,000",COWS,CATTLE,1952-05-01
1952,6,HEAD,"271,000",COWS,CATTLE,1952-06-01
1952,7,HEAD,"314,000",COWS,CATTLE,1952-07-01
1952,8,HEAD,"364,000",COWS,CATTLE,1952-08-01
1952,9,HEAD,"417,000",COWS,CATTLE,1952-09-01
1952,10,HEAD,"525,000",COWS,CATTLE,1952-10-01
1952,11,HEAD,"462,000",COWS,CATTLE,1952-11-01
1952,12,HEAD,"437,000",COWS,CATTLE,1952-12-01
1951,1,HEAD,"401,000",COWS,CATTLE,1951-01-01
1951,2,HEAD,"270,000",COWS,CATTLE,1951-02-01
1951,3,HEAD,"261,000",COWS,CATTLE,1951-03-01
1951,4,HEAD,"245,000",COWS,CATTLE,1951-04-01
1951,5,HEAD,"238,000",COWS,CATTLE,1951-05-01
1951,6,HEAD,"183,000",COWS,CATTLE,1951-06-01
1951,7,HEAD,"267,000",COWS,CATTLE,1951-07-01
1951,8,HEAD,"387,000",COWS,CATTLE,1951-08-01
1951,9,HEAD,"377,000",COWS,CATTLE,1951-09-01
1951,10,HEAD,"527,000",COWS,CATTLE,1951-10-01
1951,11,HEAD,"502,000",COWS,CATTLE,1951-11-01
1951,12,HEAD,"350,000",COWS,CATTLE,1951-12-01
1950,1,HEAD,"353,000",COWS,CATTLE,1950-01-01
1950,2,HEAD,"269,000",COWS,CATTLE,1950-02-01
1950,3,HEAD,"302,000",COWS,CATTLE,1950-03-01
1950,4,HEAD,"249,000",COWS,CATTLE,1950-04-01
1950,5,HEAD,"310,000",COWS,CATTLE,1950-05-01
1950,6,HEAD,"328,000",COWS,CATTLE,1950-06-01
1950,7,HEAD,"346,000",COWS,CATTLE,1950-07-01
1950,8,HEAD,"398,000",COWS,CATTLE,1950-08-01
1950,9,HEAD,"401,000",COWS,CATTLE,1950-09-01
1950,10,HEAD,"432,000",COWS,CATTLE,1950-10-01
1950,11,HEAD,"455,000",COWS,CATTLE,1950-11-01
1950,12,HEAD,"426,000",COWS,CATTLE,1950-12-01
1949,1,HEAD,"368,000",COWS,CATTLE,1949-01-01
1949,2,HEAD,"281,000",COWS,CATTLE,1949-02-01
1949,3,HEAD,"294,000",COWS,CATTLE,1949-03-01
1949,4,HEAD,"242,000",COWS,CATTLE,1949-04-01
1949,5,HEAD,"241,000",COWS,CATTLE,1949-05-01
1949,6,HEAD,"311,000",COWS,CATTLE,1949-06-01
1949,7,HEAD,"332,000",COWS,CATTLE,1949-07-01
1949,8,HEAD,"387,000",COWS,CATTLE,1949-08-01
1949,9,HEAD,"437,000",COWS,CATTLE,1949-09-01
1949,10,HEAD,"442,000",COWS,CATTLE,1949-10-01
1949,11,HEAD,"458,000",COWS,CATTLE,1949-11-01
1949,12,HEAD,"385,000",COWS,CATTLE,1949-12-01
1948,1,HEAD,"541,000",COWS,CATTLE,1948-01-01
1948,2,HEAD,"358,000",COWS,CATTLE,1948-02-01
1948,3,HEAD,"303,000",COWS,CATTLE,1948-03-01
1948,4,HEAD,"246,000",COWS,CATTLE,1948-04-01
1948,5,HEAD,"307,000",COWS,CATTLE,1948-05-01
1948,6,HEAD,"474,000",COWS,CATTLE,1948-06-01
1948,7,HEAD,"457,000",COWS,CATTLE,1948-07-01
1948,8,HEAD,"483,000",COWS,CATTLE,1948-08-01
1948,9,HEAD,"514,000",COWS,CATTLE,1948-09-01
1948,10,HEAD,"555,000",COWS,CATTLE,1948-10-01
1948,11,HEAD,"547,000",COWS,CATTLE,1948-11-01
1948,12,HEAD,"494,000",COWS,CATTLE,1948-12-01
1947,1,HEAD,"523,000",COWS,CATTLE,1947-01-01
1947,2,HEAD,"350,000",COWS,CATTLE,1947-02-01
1947,3,HEAD,"397,000",COWS,CATTLE,1947-03-01
1947,4,HEAD,"334,000",COWS,CATTLE,1947-04-01
1947,5,HEAD,"373,000",COWS,CATTLE,1947-05-01
1947,6,HEAD,"405,000",COWS,CATTLE,1947-06-01
1947,7,HEAD,"483,000",COWS,CATTLE,1947-07-01
1947,8,HEAD,"506,000",COWS,CATTLE,1947-08-01
1947,9,HEAD,"642,000",COWS,CATTLE,1947-09-01
1947,10,HEAD,"751,000",COWS,CATTLE,1947-10-01
1947,11,HEAD,"671,000",COWS,CATTLE,1947-11-01
1947,12,HEAD,"595,000",COWS,CATTLE,1947-12-01
1946,1,HEAD,"428,000",COWS,CATTLE,1946-01-01
1946,2,HEAD,"367,000",COWS,CATTLE,1946-02-01
1946,3,HEAD,"268,000",COWS,CATTLE,1946-03-01
1946,4,HEAD,"167,000",COWS,CATTLE,1946-04-01
1946,5,HEAD,"157,000",COWS,CATTLE,1946-05-01
1946,6,HEAD,"113,000",COWS,CATTLE,1946-06-01
1946,7,HEAD,"451,000",COWS,CATTLE,1946-07-01
1946,8,HEAD,"475,000",COWS,CATTLE,1946-08-01
1946,9,HEAD,"169,000",COWS,CATTLE,1946-09-01
1946,10,HEAD,"494,000",COWS,CATTLE,1946-10-01
1946,11,HEAD,"663,000",COWS,CATTLE,1946-11-01
1946,12,HEAD,"565,000",COWS,CATTLE,1946-12-01
1945,1,HEAD,"584,000",COWS,CATTLE,1945-01-01
1945,2,HEAD,"393,000",COWS,CATTLE,1945-02-01
1945,3,HEAD,"383,000",COWS,CATTLE,1945-03-01
1945,4,HEAD,"281,000",COWS,CATTLE,1945-04-01
1945,5,HEAD,"297,000",COWS,CATTLE,1945-05-01
1945,6,HEAD,"298,000",COWS,CATTLE,1945-06-01
1945,7,HEAD,"350,000",COWS,CATTLE,1945-07-01
1945,8,HEAD,"513,000",COWS,CATTLE,1945-08-01
1945,9,HEAD,"568,000",COWS,CATTLE,1945-09-01
1945,10,HEAD,"746,000",COWS,CATTLE,1945-10-01
1945,11,HEAD,"738,000",COWS,CATTLE,1945-11-01
1945,12,HEAD,"541,000",COWS,CATTLE,1945-12-01
1944,1,HEAD,"413,000",COWS,CATTLE,1944-01-01
1944,2,HEAD,"347,000",COWS,CATTLE,1944-02-01
1944,3,HEAD,"304,000",COWS,CATTLE,1944-03-01
1944,4,HEAD,"250,000",COWS,CATTLE,1944-04-01
1944,5,HEAD,"283,000",COWS,CATTLE,1944-05-01
1944,6,HEAD,"379,000",COWS,CATTLE,1944-06-01
1944,7,HEAD,"490,000",COWS,CATTLE,1944-07-01
1944,8,HEAD,"625,000",COWS,CATTLE,1944-08-01
1944,9,HEAD,"615,000",COWS,CATTLE,1944-09-01
1944,10,HEAD,"743,000",COWS,CATTLE,1944-10-01
1944,11,HEAD,"707,000",COWS,CATTLE,1944-11-01
1944,12,HEAD,"669,000",COWS,CATTLE,1944-12-01
2025,1,HEAD,"13,000",CALVES,CATTLE,2025-01-01
2025,2,HEAD,"10,600",CALVES,CATTLE,2025-02-01
2024,1,HEAD,"22,000",CALVES,CATTLE,2024-01-01
2024,2,HEAD,"18,900",CALVES,CATTLE,2024-02-01
2024,3,HEAD,"18,200",CALVES,CATTLE,2024-03-01
2024,4,HEAD,"16,800",CALVES,CATTLE,2024-04-01
2024,5,HEAD,"17,200",CALVES,CATTLE,2024-05-01
2024,6,HEAD,"15,200",CALVES,CATTLE,2024-06-01
2024,7,HEAD,"17,100",CALVES,CATTLE,2024-07-01
2024,8,HEAD,"16,300",CALVES,CATTLE,2024-08-01
2024,9,HEAD,"15,400",CALVES,CATTLE,2024-09-01
2024,10,HEAD,"16,300",CALVES,CATTLE,2024-10-01
2024,11,HEAD,"14,900",CALVES,CATTLE,2024-11-01
2024,12,HEAD,"15,200",CALVES,CATTLE,2024-12-01
2023,1,HEAD,"30,000",CALVES,CATTLE,2023-01-01
2023,2,HEAD,"25,100",CALVES,CATTLE,2023-02-01
2023,3,HEAD,"25,500",CALVES,CATTLE,2023-03-01
2023,4,HEAD,"21,400",CALVES,CATTLE,2023-04-01
2023,5,HEAD,"23,800",CALVES,CATTLE,2023-05-01
2023,6,HEAD,"22,900",CALVES,CATTLE,2023-06-01
2023,7,HEAD,"22,500",CALVES,CATTLE,2023-07-01
2023,8,HEAD,"25,900",CALVES,CATTLE,2023-08-01
2023,9,HEAD,"21,000",CALVES,CATTLE,2023-09-01
2023,10,HEAD,"22,300",CALVES,CATTLE,2023-10-01
2023,11,HEAD,"23,400",CALVES,CATTLE,2023-11-01
2023,12,HEAD,"21,800",CALVES,CATTLE,2023-12-01
2022,1,HEAD,"31,700",CALVES,CATTLE,2022-01-01
2022,2,HEAD,"29,800",CALVES,CATTLE,2022-02-01
2022,3,HEAD,"31,900",CALVES,CATTLE,2022-03-01
2022,4,HEAD,"27,400",CALVES,CATTLE,2022-04-01
2022,5,HEAD,"26,800",CALVES,CATTLE,2022-05-01
2022,6,HEAD,"28,600",CALVES,CATTLE,2022-06-01
2022,7,HEAD,"28,900",CALVES,CATTLE,2022-07-01
2022,8,HEAD,"33,300",CALVES,CATTLE,2022-08-01
2022,9,HEAD,"30,900",CALVES,CATTLE,2022-09-01
2022,10,HEAD,"29,700",CALVES,CATTLE,2022-10-01
2022,11,HEAD,"30,700",CALVES,CATTLE,2022-11-01
2022,12,HEAD,"32,400",CALVES,CATTLE,2022-12-01
2021,1,HEAD,"31,800",CALVES,CATTLE,2021-01-01
2021,2,HEAD,"32,500",CALVES,CATTLE,2021-02-01
2021,3,HEAD,"31,000",CALVES,CATTLE,2021-03-01
2021,4,HEAD,"26,800",CALVES,CATTLE,2021-04-01
2021,5,HEAD,"24,800",CALVES,CATTLE,2021-05-01
2021,6,HEAD,"31,200",CALVES,CATTLE,2021-06-01
2021,7,HEAD,"32,900",CALVES,CATTLE,2021-07-01
2021,8,HEAD,"34,300",CALVES,CATTLE,2021-08-01
2021,9,HEAD,"33,500",CALVES,CATTLE,2021-09-01
2021,10,HEAD,"34,700",CALVES,CATTLE,2021-10-01
2021,11,HEAD,"32,500",CALVES,CATTLE,2021-11-01
2021,12,HEAD,"38,100",CALVES,CATTLE,2021-12-01
2020,1,HEAD,"49,200",CALVES,CATTLE,2020-01-01
2020,2,HEAD,"39,100",CALVES,CATTLE,2020-02-01
2020,3,HEAD,"42,500",CALVES,CATTLE,2020-03-01
2020,4,HEAD,"32,600",CALVES,CATTLE,2020-04-01
2020,5,HEAD,"31,700",CALVES,CATTLE,2020-05-01
2020,6,HEAD,"35,900",CALVES,CATTLE,2020-06-01
2020,7,HEAD,"40,300",CALVES,CATTLE,2020-07-01
2020,8,HEAD,"33,400",CALVES,CATTLE,2020-08-01
2020,9,HEAD,"31,600",CALVES,CATTLE,2020-09-01
2020,10,HEAD,"36,300",CALVES,CATTLE,2020-10-01
2020,11,HEAD,"34,400",CALVES,CATTLE,2020-11-01
2020,12,HEAD,"40,000",CALVES,CATTLE,2020-12-01
2019,1,HEAD,"53,000",CALVES,CATTLE,2019-01-01
2019,2,HEAD,"47,900",CALVES,CATTLE,2019-02-01
2019,3,HEAD,"45,100",CALVES,CATTLE,2019-03-01
2019,4,HEAD,"42,100",CALVES,CATTLE,2019-04-01
2019,5,HEAD,"45,500",CALVES,CATTLE,2019-05-01
2019,6,HEAD,"43,700",CALVES,CATTLE,2019-06-01
2019,7,HEAD,"53,000",CALVES,CATTLE,2019-07-01
2019,8,HEAD,"50,200",CALVES,CATTLE,2019-08-01
2019,9,HEAD,"48,400",CALVES,CATTLE,2019-09-01
2019,10,HEAD,"54,600",CALVES,CATTLE,2019-10-01
2019,11,HEAD,"45,800",CALVES,CATTLE,2019-11-01
2019,12,HEAD,"49,100",CALVES,CATTLE,2019-12-01
2018,1,HEAD,"48,400",CALVES,CATTLE,2018-01-01
2018,2,HEAD,"40,400",CALVES,CATTLE,2018-02-01
2018,3,HEAD,"43,000",CALVES,CATTLE,2018-03-01
2018,4,HEAD,"42,100",CALVES,CATTLE,2018-04-01
2018,5,HEAD,"45,700",CALVES,CATTLE,2018-05-01
2018,6,HEAD,"44,600",CALVES,CATTLE,2018-06-01
2018,7,HEAD,"47,000",CALVES,CATTLE,2018-07-01
2018,8,HEAD,"51,600",CALVES,CATTLE,2018-08-01
2018,9,HEAD,"47,800",CALVES,CATTLE,2018-09-01
2018,10,HEAD,"52,900",CALVES,CATTLE,2018-10-01
2018,11,HEAD,"54,900",CALVES,CATTLE,2018-11-01
2018,12,HEAD,"53,000",CALVES,CATTLE,2018-12-01
2017,1,HEAD,"45,900",CALVES,CATTLE,2017-01-01
2017,2,HEAD,"39,600",CALVES,CATTLE,2017-02-01
2017,3,HEAD,"44,300",CALVES,CATTLE,2017-03-01
2017,4,HEAD,"38,400",CALVES,CATTLE,2017-04-01
2017,5,HEAD,"38,500",CALVES,CATTLE,2017-05-01
2017,6,HEAD,"39,600",CALVES,CATTLE,2017-06-01
2017,7,HEAD,"38,300",CALVES,CATTLE,2017-07-01
2017,8,HEAD,"45,400",CALVES,CATTLE,2017-08-01
2017,9,HEAD,"42,900",CALVES,CATTLE,2017-09-01
2017,10,HEAD,"43,200",CALVES,CATTLE,2017-10-01
2017,11,HEAD,"41,700",CALVES,CATTLE,2017-11-01
2017,12,HEAD,"45,600",CALVES,CATTLE,2017-12-01
2016,1,HEAD,"41,200",CALVES,CATTLE,2016-01-01
2016,2,HEAD,"35,800",CALVES,CATTLE,2016-02-01
2016,3,HEAD,"35,200",CALVES,CATTLE,2016-03-01
2016,4,HEAD,"34,200",CALVES,CATTLE,2016-04-01
2016,5,HEAD,"34,900",CALVES,CATTLE,2016-05-01
2016,6,HEAD,"37,000",CALVES,CATTLE,2016-06-01
2016,7,HEAD,"37,100",CALVES,CATTLE,2016-07-01
2016,8,HEAD,"40,300",CALVES,CATTLE,2016-08-01
2016,9,HEAD,"41,800",CALVES,CATTLE,2016-09-01
2016,10,HEAD,"47,600",CALVES,CATTLE,2016-10-01
2016,11,HEAD,"46,600",CALVES,CATTLE,2016-11-01
2016,12,HEAD,"48,100",CALVES,CATTLE,2016-12-01
2015,1,HEAD,"39,300",CALVES,CATTLE,2015-01-01
2015,2,HEAD,"36,100",CALVES,CATTLE,2015-02-01
2015,3,HEAD,"39,200",CALVES,CATTLE,2015-03-01
2015,4,HEAD,"34,700",CALVES,CATTLE,2015-04-01
2015,5,HEAD,"32,700",CALVES,CATTLE,2015-05-01
2015,6,HEAD,"34,500",CALVES,CATTLE,2015-06-01
2015,7,HEAD,"36,000",CALVES,CATTLE,2015-07-01
2015,8,HEAD,"33,900",CALVES,CATTLE,2015-08-01
2015,9,HEAD,"36,800",CALVES,CATTLE,2015-09-01
2015,10,HEAD,"39,600",CALVES,CATTLE,2015-10-01
2015,11,HEAD,"38,200",CALVES,CATTLE,2015-11-01
2015,12,HEAD,"44,500",CALVES,CATTLE,2015-12-01
2014,1,HEAD,"62,000",CALVES,CATTLE,2014-01-01
2014,2,HEAD,"51,500",CALVES,CATTLE,2014-02-01
2014,3,HEAD,"52,900",CALVES,CATTLE,2014-03-01
2014,4,HEAD,"48,000",CALVES,CATTLE,2014-04-01
2014,5,HEAD,"45,900",CALVES,CATTLE,2014-05-01
2014,6,HEAD,"44,600",CALVES,CATTLE,2014-06-01
2014,7,HEAD,"47,800",CALVES,CATTLE,2014-07-01
2014,8,HEAD,"43,000",CALVES,CATTLE,2014-08-01
2014,9,HEAD,"41,800",CALVES,CATTLE,2014-09-01
2014,10,HEAD,"42,600",CALVES,CATTLE,2014-10-01
2014,11,HEAD,"35,200",CALVES,CATTLE,2014-11-01
2014,12,HEAD,"42,200",CALVES,CATTLE,2014-12-01
2013,1,HEAD,"70,200",CALVES,CATTLE,2013-01-01
2013,2,HEAD,"58,700",CALVES,CATTLE,2013-02-01
2013,3,HEAD,"61,600",CALVES,CATTLE,2013-03-01
2013,4,HEAD,"57,700",CALVES,CATTLE,2013-04-01
2013,5,HEAD,"57,600",CALVES,CATTLE,2013-05-01
2013,6,HEAD,"56,700",CALVES,CATTLE,2013-06-01
2013,7,HEAD,"69,100",CALVES,CATTLE,2013-07-01
2013,8,HEAD,"63,500",CALVES,CATTLE,2013-08-01
2013,9,HEAD,"62,000",CALVES,CATTLE,2013-09-01
2013,10,HEAD,"68,500",CALVES,CATTLE,2013-10-01
2013,11,HEAD,"59,700",CALVES,CATTLE,2013-11-01
2013,12,HEAD,"65,800",CALVES,CATTLE,2013-12-01
2012,1,HEAD,"66,600",CALVES,CATTLE,2012-01-01
2012,2,HEAD,"59,300",CALVES,CATTLE,2012-02-01
2012,3,HEAD,"58,500",CALVES,CATTLE,2012-03-01
2012,4,HEAD,"55,400",CALVES,CATTLE,2012-04-01
2012,5,HEAD,"58,200",CALVES,CATTLE,2012-05-01
2012,6,HEAD,"55,000",CALVES,CATTLE,2012-06-01
2012,7,HEAD,"66,500",CALVES,CATTLE,2012-07-01
2012,8,HEAD,"71,600",CALVES,CATTLE,2012-08-01
2012,9,HEAD,"63,200",CALVES,CATTLE,2012-09-01
2012,10,HEAD,"71,600",CALVES,CATTLE,2012-10-01
2012,11,HEAD,"69,400",CALVES,CATTLE,2012-11-01
2012,12,HEAD,"64,500",CALVES,CATTLE,2012-12-01
2011,1,HEAD,"70,800",CALVES,CATTLE,2011-01-01
2011,2,HEAD,"67,900",CALVES,CATTLE,2011-02-01
2011,3,HEAD,"71,800",CALVES,CATTLE,2011-03-01
2011,4,HEAD,"57,900",CALVES,CATTLE,2011-04-01
2011,5,HEAD,"60,000",CALVES,CATTLE,2011-05-01
2011,6,HEAD,"71,500",CALVES,CATTLE,2011-06-01
2011,7,HEAD,"72,400",CALVES,CATTLE,2011-07-01
2011,8,HEAD,"78,900",CALVES,CATTLE,2011-08-01
2011,9,HEAD,"72,500",CALVES,CATTLE,2011-09-01
2011,10,HEAD,"71,500",CALVES,CATTLE,2011-10-01
2011,11,HEAD,"71,900",CALVES,CATTLE,2011-11-01
2011,12,HEAD,"71,800",CALVES,CATTLE,2011-12-01
2010,1,HEAD,"81,600",CALVES,CATTLE,2010-01-01
2010,2,HEAD,"72,900",CALVES,CATTLE,2010-02-01
2010,3,HEAD,"78,800",CALVES,CATTLE,2010-03-01
2010,4,HEAD,"67,400",CALVES,CATTLE,2010-04-01
2010,5,HEAD,"59,100",CALVES,CATTLE,2010-05-01
2010,6,HEAD,"67,300",CALVES,CATTLE,2010-06-01
2010,7,HEAD,"74,100",CALVES,CATTLE,2010-07-01
2010,8,HEAD,"74,800",CALVES,CATTLE,2010-08-01
2010,9,HEAD,"70,000",CALVES,CATTLE,2010-09-01
2010,10,HEAD,"70,000",CALVES,CATTLE,2010-10-01
2010,11,HEAD,"71,700",CALVES,CATTLE,2010-11-01
2010,12,HEAD,"76,600",CALVES,CATTLE,2010-12-01
2009,1,HEAD,"83,600",CALVES,CATTLE,2009-01-01
2009,2,HEAD,"73,000",CALVES,CATTLE,2009-02-01
2009,3,HEAD,"78,800",CALVES,CATTLE,2009-03-01
2009,4,HEAD,"67,100",CALVES,CATTLE,2009-04-01
2009,5,HEAD,"64,200",CALVES,CATTLE,2009-05-01
2009,6,HEAD,"76,000",CALVES,CATTLE,2009-06-01
2009,7,HEAD,"78,900",CALVES,CATTLE,2009-07-01
2009,8,HEAD,"75,600",CALVES,CATTLE,2009-08-01
