DATE,US_CHICKEN_WINGS_PRICE
2020-12-10,222.92
2020-12-11,229.67
2020-12-14,229.89
2020-12-15,220.26
2020-12-16,227.74
2020-12-17,228.57
2020-12-18,224.0
2020-12-21,225.59
2020-12-22,233.6
2020-12-23,236.41
2020-12-28,239.65
2020-12-29,237.28
2020-12-30,228.34
2020-12-31,227.16
2021-01-04,232.58
2021-01-05,237.82
2021-01-06,231.46
2021-01-07,233.04
2021-01-08,231.61
2021-01-11,234.72
2021-01-12,229.82
2021-01-13,237.43
2021-01-14,239.58
2021-01-15,241.15
2021-01-19,242.11
2021-01-20,247.04
2021-01-21,251.68
2021-01-22,254.59
2021-01-25,251.0
2021-01-26,258.73
2021-01-27,265.66
2021-01-28,266.53
2021-01-29,272.17
2021-02-01,271.5
2021-02-02,272.21
2021-02-03,273.38
2021-02-04,275.63
2021-02-05,280.57
2021-02-08,284.19
2021-02-09,278.11
2021-02-10,283.96
2021-02-11,280.14
2021-02-12,274.27
2021-02-15,272.3
2021-02-16,281.66
2021-02-17,284.33
2021-02-18,278.42
2021-02-19,278.58
2021-02-22,281.7
2021-02-23,273.0
2021-02-24,276.08
2021-02-25,277.71
2021-02-26,273.5
2021-03-01,284.87
2021-03-02,281.85
2021-03-03,282.92
2021-03-04,281.52
2021-03-05,279.6
2021-03-08,279.24
2021-03-09,274.84
2021-03-10,284.62
2021-03-11,279.11
2021-03-12,283.86
2021-03-15,283.67
2021-03-16,281.88
2021-03-17,285.59
2021-03-18,283.87
2021-03-19,284.05
2021-03-22,279.36
2021-03-23,283.73
2021-03-24,286.34
2021-03-25,284.31
2021-03-26,286.58
2021-03-29,287.61
2021-03-30,286.83
2021-03-31,288.23
2021-04-01,284.46
2021-04-02,292.53
2021-04-05,285.05
2021-04-06,280.77
2021-04-07,286.19
2021-04-08,287.35
2021-04-09,286.59
2021-04-12,289.04
2021-04-13,289.34
2021-04-14,295.34
2021-04-15,291.21
2021-04-16,291.57
2021-04-19,294.69
2021-04-20,289.68
2021-04-21,292.72
2021-04-22,292.15
2021-04-23,290.79
2021-04-26,294.64
2021-04-27,300.35
2021-04-28,300.88
2021-04-29,301.63
2021-04-30,303.25
2021-05-03,310.8
2021-05-04,306.37
2021-05-05,314.81
2021-05-06,313.68
2021-05-07,313.73
2021-05-10,312.21
2021-05-11,320.89
2021-05-12,318.95
2021-05-13,322.46
2021-05-14,321.0
2021-05-17,331.49
2021-05-18,334.29
2021-05-19,336.42
2021-05-20,337.66
2021-05-21,337.01
2021-05-24,338.89
2021-05-25,337.35
2021-05-26,339.43
2021-05-27,326.1
2021-05-28,319.34
2021-06-01,316.43
2021-06-02,312.42
2021-06-03,305.98
2021-06-04,293.52
2021-06-07,303.1
2021-06-08,314.12
2021-06-09,301.09
2021-06-10,310.11
2021-06-11,306.1
2021-06-14,297.43
2021-06-15,302.22
2021-06-16,305.75
2021-06-17,298.39
2021-06-18,296.99
2021-06-21,298.57
2021-06-22,305.54
2021-06-23,306.69
2021-06-24,307.51
2021-06-25,310.76
2021-06-28,322.17
2021-06-29,309.96
2021-06-30,321.11
2021-07-01,324.12
2021-07-02,323.91
2021-07-05,313.73
2021-07-06,313.51
2021-07-07,318.44
2021-07-08,314.66
2021-07-09,316.38
2021-07-12,301.86
2021-07-13,315.43
2021-07-14,322.83
2021-07-15,319.75
2021-07-16,317.0
2021-07-19,302.96
2021-07-20,315.01
2021-07-21,321.38
2021-07-22,319.47
2021-07-23,322.25
2021-07-26,319.05
2021-07-27,318.97
2021-07-28,315.79
2021-07-29,318.42
2021-07-30,316.13
2021-08-02,316.31
2021-08-03,317.71
2021-08-04,324.13
2021-08-05,326.7
2021-08-06,322.48
2021-08-09,326.46
2021-08-10,320.35
2021-08-11,330.3
2021-08-12,326.14
2021-08-13,314.14
2021-08-16,312.92
2021-08-17,296.45
2021-08-18,306.12
2021-08-19,322.1
2021-08-20,322.08
2021-08-23,319.3
2021-08-24,320.28
2021-08-25,326.6
2021-08-26,323.88
2021-08-27,299.68
2021-08-30,304.13
2021-08-31,306.31
2021-09-01,320.15
2021-09-02,317.81
2021-09-03,316.03
2021-09-07,315.73
2021-09-08,312.26
2021-09-09,315.28
2021-09-10,306.19
2021-09-13,303.08
2021-09-14,304.04
2021-09-15,305.31
2021-09-16,314.57
2021-09-17,315.71
2021-09-20,307.06
2021-09-21,309.55
2021-09-22,298.72
2021-09-23,313.33
2021-09-24,319.81
2021-09-27,312.71
2021-09-28,315.24
2021-09-29,315.32
2021-09-30,304.98
2021-10-01,314.89
2021-10-04,307.98
2021-10-05,304.74
2021-10-06,313.31
2021-10-07,309.18
2021-10-08,310.66
2021-10-11,287.34
2021-10-12,292.24
2021-10-13,306.03
2021-10-14,295.37
2021-10-15,279.46
2021-10-18,281.16
2021-10-19,287.01
2021-10-20,287.45
2021-10-21,283.73
2021-10-22,287.92
2021-10-25,285.88
2021-10-26,276.63
2021-10-27,298.53
2021-10-28,289.05
2021-10-29,288.3
2021-11-01,288.26
2021-11-02,292.74
2021-11-03,297.46
2021-11-04,289.69
2021-11-05,270.76
2021-11-08,280.03
2021-11-09,277.76
2021-11-10,287.54
2021-11-11,289.9
2021-11-12,294.31
2021-11-15,283.9
2021-11-16,269.0
2021-11-17,270.17
2021-11-18,287.74
2021-11-19,284.9
2021-11-22,278.32
2021-11-23,283.78
2021-11-24,284.58
2021-11-26,278.05
2021-11-29,277.66
2021-11-30,285.72
2021-12-01,283.45
2021-12-02,283.35
2021-12-03,282.12
2021-12-06,280.51
2021-12-07,284.11
2021-12-08,288.05
2021-12-09,276.75
2021-12-10,283.65
2021-12-13,278.62
2021-12-14,282.44
2021-12-15,286.33
2021-12-16,278.4
2021-12-17,285.73
2021-12-20,280.27
2021-12-21,284.77
2021-12-22,279.77
2021-12-23,278.48
2021-12-27,267.27
2021-12-28,271.08
2021-12-29,268.95
2021-12-30,277.46
2022-01-03,264.11
2022-01-04,269.63
2022-01-05,268.71
2022-01-06,270.69
2022-01-07,279.13
2022-01-10,274.28
2022-01-11,264.83
2022-01-12,258.22
2022-01-13,265.45
2022-01-14,265.78
2022-01-18,259.86
2022-01-19,264.98
2022-01-20,266.69
2022-01-21,271.9
2022-01-24,265.1
2022-01-25,268.77
2022-01-26,273.59
2022-01-27,272.71
2022-01-28,274.07
2022-01-31,269.14
2022-02-01,270.03
2022-02-02,263.22
2022-02-03,254.42
2022-02-04,259.59
2022-02-07,263.26
2022-02-08,255.71
2022-02-09,261.35
2022-02-10,263.16
2022-02-11,266.01
2022-02-14,270.27
2022-02-15,269.14
2022-02-16,272.79
2022-02-17,270.41
2022-02-18,267.11
2022-02-21,260.01
2022-02-22,257.89
2022-02-23,249.92
2022-02-24,246.8
2022-02-25,239.63
2022-02-28,233.42
2022-03-01,232.84
2022-03-02,243.13
2022-03-03,240.79
2022-03-04,236.65
2022-03-07,229.33
2022-03-08,228.28
2022-03-09,232.25
2022-03-10,228.69
2022-03-11,228.06
2022-03-14,234.05
2022-03-15,231.44
2022-03-16,230.47
2022-03-17,224.1
2022-03-18,220.48
2022-03-21,216.77
2022-03-22,214.45
2022-03-23,209.78
2022-03-24,209.7
2022-03-25,207.93
2022-03-28,202.58
2022-03-29,200.66
2022-03-30,205.82
2022-03-31,211.36
2022-04-01,214.4
2022-04-04,219.59
2022-04-05,209.37
2022-04-06,211.29
2022-04-07,205.55
2022-04-08,207.26
2022-04-11,213.37
2022-04-12,208.41
2022-04-13,213.99
2022-04-14,202.86
2022-04-15,213.36
2022-04-18,210.11
2022-04-19,208.03
2022-04-20,204.71
2022-04-21,211.17
2022-04-22,204.53
2022-04-25,208.81
2022-04-26,202.4
2022-04-27,199.23
2022-04-28,201.48
2022-04-29,203.83
2022-05-02,208.56
2022-05-03,201.55
2022-05-04,195.37
2022-05-05,201.54
2022-05-06,200.85
2022-05-09,198.39
2022-05-10,190.74
2022-05-11,195.8
2022-05-12,185.83
2022-05-13,184.63
2022-05-16,182.7
2022-05-17,184.55
2022-05-18,184.7
2022-05-19,187.17
2022-05-20,189.85
2022-05-23,187.7
2022-05-24,187.05
2022-05-25,189.41
2022-05-26,179.03
2022-05-27,179.9
2022-05-31,177.58
2022-06-01,178.92
2022-06-02,176.49
2022-06-03,184.29
2022-06-06,187.66
2022-06-07,177.81
2022-06-08,178.78
2022-06-09,184.06
2022-06-10,181.01
2022-06-13,177.66
2022-06-14,173.33
2022-06-15,183.66
2022-06-16,173.72
2022-06-17,178.89
2022-06-20,182.02
2022-06-21,184.51
2022-06-22,186.43
2022-06-23,181.27
2022-06-24,179.58
2022-06-27,177.05
2022-06-28,180.73
2022-06-29,183.36
2022-06-30,181.18
2022-07-01,183.72
2022-07-05,184.89
2022-07-06,182.38
2022-07-07,172.03
2022-07-08,175.42
2022-07-11,181.1
2022-07-12,176.43
2022-07-13,172.73
2022-07-14,174.01
2022-07-15,175.3
2022-07-18,178.92
2022-07-19,163.05
2022-07-20,161.0
2022-07-21,158.85
2022-07-22,155.79
2022-07-25,156.84
2022-07-26,154.07
2022-07-27,153.31
2022-07-28,146.27
2022-07-29,134.64
2022-08-01,133.26
2022-08-02,140.17
2022-08-03,130.28
2022-08-04,132.54
2022-08-05,132.83
2022-08-08,134.02
2022-08-09,132.69
2022-08-10,129.75
2022-08-11,128.29
2022-08-12,131.56
2022-08-15,132.6
2022-08-16,128.0
2022-08-17,127.91
2022-08-18,127.27
2022-08-19,137.44
2022-08-22,133.82
2022-08-23,128.7
2022-08-24,128.96
2022-08-25,127.82
2022-08-26,115.42
2022-08-29,115.42
2022-08-30,115.42
2022-08-31,115.42
2022-09-01,115.42
2022-09-02,115.85
2022-09-05,115.85
2022-09-06,115.85
2022-09-07,115.85
2022-09-08,115.85
2022-09-09,118.51
2022-09-12,118.51
2022-09-13,118.51
2022-09-14,118.51
2022-09-15,118.51
2022-09-16,118.45
2022-09-19,118.45
2022-09-20,118.45
2022-09-21,118.45
2022-09-22,118.45
2022-09-23,115.42
2022-09-26,115.42
2022-09-27,115.42
2022-09-28,115.42
2022-09-29,115.42
2022-09-30,116.74
2022-10-03,116.74
2022-10-04,116.74
2022-10-05,116.74
2022-10-06,116.74
2022-10-07,111.08
2022-10-10,111.08
2022-10-11,111.08
2022-10-12,111.08
2022-10-13,111.08
2022-10-14,110.05
2022-10-17,110.05
2022-10-18,110.05
2022-10-19,110.05
2022-10-20,110.05
2022-10-21,109.52
2022-10-24,109.52
2022-10-25,109.52
2022-10-26,109.52
2022-10-27,109.52
2022-10-28,106.09
2022-10-31,106.09
2022-11-01,106.09
2022-11-02,106.09
2022-11-03,106.09
2022-11-04,106.68
2022-11-07,106.68
2022-11-08,106.68
2022-11-09,106.68
2022-11-10,102.66
2022-11-11,102.66
2022-11-14,102.66
2022-11-15,102.66
2022-11-16,102.66
2022-11-17,102.66
2022-11-18,97.53
2022-11-21,97.53
2022-11-22,97.53
2022-11-23,97.53
2022-11-24,97.53
2022-11-28,95.27
2022-11-29,95.27
2022-11-30,95.27
2022-12-01,95.27
2022-12-02,92.13
2022-12-05,92.13
2022-12-06,92.13
2022-12-07,92.13
2022-12-08,92.13
2022-12-09,91.87
2022-12-12,91.87
2022-12-13,91.87
2022-12-14,91.87
2022-12-15,91.87
2022-12-16,89.48
2022-12-19,89.48
2022-12-20,89.48
2022-12-21,89.48
2022-12-22,89.48
2022-12-23,87.0
2022-12-26,87.0
2022-12-27,87.0
2022-12-28,87.0
2022-12-29,87.0
2022-12-30,88.21
2023-01-02,88.21
2023-01-03,88.21
2023-01-04,88.21
2023-01-05,88.21
2023-01-06,88.57
2023-01-09,88.57
2023-01-10,88.57
2023-01-11,88.57
2023-01-12,88.57
2023-01-13,89.12
2023-01-16,89.12
2023-01-17,89.12
2023-01-18,89.12
2023-01-19,89.12
2023-01-20,91.33
2023-01-23,91.33
2023-01-24,91.33
2023-01-25,91.33
2023-01-26,91.33
2023-01-27,95.95
2023-01-30,95.95
2023-01-31,95.95
2023-02-01,95.95
2023-02-02,95.95
2023-02-03,102.16
2023-02-06,102.16
2023-02-07,102.16
2023-02-08,102.16
2023-02-09,102.16
2023-02-10,108.14
2023-02-13,108.14
2023-02-14,108.14
2023-02-15,108.14
2023-02-16,108.14
2023-02-17,114.13
2023-02-20,114.13
2023-02-21,114.13
2023-02-22,114.13
2023-02-23,114.13
2023-02-24,116.73
2023-02-27,116.73
2023-02-28,116.73
2023-03-01,116.73
2023-03-02,116.73
2023-03-03,117.88
2023-03-06,117.88
2023-03-07,117.88
2023-03-08,117.88
2023-03-09,117.88
2023-03-10,112.39
2023-03-13,112.39
2023-03-14,112.39
2023-03-15,112.39
2023-03-16,112.39
2023-03-17,107.28
2023-03-20,107.28
2023-03-21,107.28
2023-03-22,107.28
2023-03-23,107.28
2023-03-24,104.62
2023-03-27,104.62
2023-03-28,104.62
2023-03-29,104.62
2023-03-30,104.62
2023-03-31,98.78
2023-04-03,98.78
2023-04-04,98.78
2023-04-05,98.78
2023-04-06,98.78
2023-04-07,102.93
2023-04-11,102.93
2023-04-12,102.93
2023-04-13,102.93
2023-04-14,104.54
2023-04-17,104.54
2023-04-18,104.54
2023-04-19,104.54
2023-04-20,104.54
2023-04-21,103.03
2023-04-24,103.03
2023-04-25,103.03
2023-04-26,103.03
2023-04-27,103.03
2023-04-28,98.88
2023-05-01,98.88
2023-05-02,98.88
2023-05-03,98.88
2023-05-04,98.88
2023-05-05,91.27
2023-05-08,91.27
2023-05-09,91.27
2023-05-11,91.27
2023-05-12,87.93
2023-05-15,87.93
2023-05-16,87.93
2023-05-17,87.93
2023-05-18,87.93
2023-05-19,88.18
2023-05-22,88.18
2023-05-23,88.18
2023-05-24,88.18
2023-05-25,88.18
2023-05-26,88.52
2023-05-29,88.52
2023-05-30,88.52
2023-05-31,88.52
2023-06-01,88.52
2023-06-02,88.82
2023-06-05,88.82
2023-06-06,88.82
2023-06-07,88.82
2023-06-08,88.82
2023-06-09,88.89
2023-06-12,88.89
2023-06-13,88.89
2023-06-14,88.89
2023-06-15,88.89
2023-06-16,88.69
2023-06-19,88.69
2023-06-20,88.69
2023-06-21,88.69
2023-06-22,88.69
2023-06-23,87.79
2023-06-26,87.79
2023-06-27,87.79
2023-06-28,87.79
2023-06-29,87.79
2023-06-30,89.37
2023-07-03,89.37
2023-07-04,89.37
2023-07-05,89.37
2023-07-06,89.37
2023-07-07,94.0
2023-07-10,94.0
2023-07-11,94.0
2023-07-12,94.0
2023-07-13,94.0
2023-07-14,97.98
2023-07-17,97.98
2023-07-18,97.98
2023-07-19,97.98
2023-07-20,97.98
2023-07-21,104.16
2023-07-24,104.16
2023-07-25,104.16
2023-07-26,104.16
2023-07-27,104.16
2023-07-28,109.65
2023-07-31,109.65
2023-08-01,109.65
2023-08-02,109.65
2023-08-03,109.65
2023-08-04,114.71
2023-08-07,114.71
2023-08-08,114.71
2023-08-09,114.71
2023-08-10,114.71
2023-08-11,118.91
2023-08-14,118.91
2023-08-15,118.91
2023-08-17,118.91
2023-08-18,125.92
2023-08-21,125.92
2023-08-22,125.92
2023-08-23,125.92
2023-08-24,125.92
2023-08-25,135.04
2023-08-28,135.04
2023-08-29,135.04
2023-08-30,135.04
2023-08-31,135.04
2023-09-01,141.71
2023-09-05,141.71
2023-09-06,141.71
2023-09-07,141.71
2023-09-08,148.88
2023-09-11,148.88
2023-09-12,148.88
2023-09-13,148.88
2023-09-14,148.88
2023-09-15,152.12
2023-09-18,152.12
2023-09-19,152.12
2023-09-20,152.12
2023-09-21,152.12
2023-09-22,159.25
2023-09-25,159.25
2023-09-26,159.25
2023-09-27,159.25
2023-09-28,159.25
2023-09-29,167.33
2023-10-02,167.33
2023-10-03,167.33
2023-10-04,167.33
2023-10-05,167.33
2023-10-06,169.29
2023-10-09,169.29
2023-10-10,169.29
2023-10-11,169.29
2023-10-12,169.29
2023-10-13,167.69
2023-10-16,167.69
2023-10-17,167.69
2023-10-18,167.69
2023-10-19,167.69
2023-10-20,168.53
2023-10-23,168.53
2023-10-24,168.53
2023-10-25,168.53
2023-10-26,168.53
2023-10-27,167.44
2023-10-30,167.44
2023-10-31,167.44
2023-11-01,167.44
2023-11-02,167.44
2023-11-03,164.66
2023-11-06,164.66
2023-11-07,164.66
2023-11-08,164.66
2023-11-09,162.63
2023-11-10,162.63
2023-11-13,156.64
2023-11-14,156.64
2023-11-15,156.64
2023-11-16,156.64
2023-11-17,156.64
2023-11-20,158.86
2023-11-21,158.86
2023-11-22,158.86
2023-11-23,158.86
2023-11-24,158.86
2023-11-28,158.86
2023-11-29,158.86
2023-11-30,158.86
2023-12-01,160.52
2023-12-04,160.52
2023-12-05,160.52
2023-12-06,160.52
2023-12-07,160.52
2023-12-08,158.15
2023-12-11,158.15
2023-12-12,158.15
2023-12-13,158.15
2023-12-14,158.15
2023-12-15,156.86
2023-12-18,156.86
2023-12-19,156.86
2023-12-20,156.86
2023-12-21,156.86
2023-12-22,157.5
2023-12-26,157.5
2023-12-27,157.5
2023-12-28,157.5
2023-12-29,161.55
2024-01-01,161.55
2024-01-02,161.55
2024-01-03,161.55
2024-01-04,161.55
2024-01-05,164.29
2024-01-08,164.29
2024-01-09,164.29
2024-01-10,164.29
2024-01-11,164.29
2024-01-12,167.33
2024-01-15,167.33
2024-01-16,167.33
2024-01-17,167.33
2024-01-18,167.33
2024-01-19,170.99
2024-01-22,170.99
2024-01-23,170.99
2024-01-24,170.99
2024-01-25,170.99
2024-01-26,176.0
2024-01-29,176.0
2024-01-30,176.0
2024-01-31,176.0
2024-02-01,176.0
2024-02-02,180.27
2024-02-05,180.27
2024-02-06,180.27
2024-02-07,180.27
2024-02-08,180.27
2024-02-09,185.76
2024-02-12,185.76
2024-02-13,185.76
2024-02-14,185.76
2024-02-15,185.76
2024-02-16,189.88
2024-02-19,189.88
2024-02-20,189.88
2024-02-21,189.88
2024-02-22,189.88
2024-02-23,196.74
2024-02-26,196.74
2024-02-27,196.74
2024-02-28,196.74
2024-02-29,196.74
2024-03-01,205.55
2024-03-04,205.55
2024-03-05,205.55
2024-03-06,205.55
2024-03-07,205.55
2024-03-08,211.17
2024-03-11,211.17
2024-03-12,211.17
2024-03-13,211.17
2024-03-14,211.17
2024-03-15,212.39
2024-03-18,212.39
2024-03-19,212.39
2024-03-20,212.39
2024-03-21,212.39
2024-03-22,218.57
2024-03-25,218.57
2024-03-26,218.57
2024-03-27,218.57
2024-03-28,218.57
2024-03-29,222.65
2024-04-01,222.65
2024-04-02,222.65
2024-04-03,222.65
2024-04-04,222.65
2024-04-05,227.09
2024-04-08,227.09
2024-04-09,227.09
2024-04-10,227.09
2024-04-11,227.09
2024-04-12,229.13
2024-04-15,229.13
2024-04-16,229.13
2024-04-17,229.13
2024-04-18,229.13
2024-04-19,230.29
2024-04-22,230.29
2024-04-23,230.29
2024-04-24,230.29
2024-04-25,230.29
2024-04-26,227.05
2024-04-29,227.05
2024-04-30,227.05
2024-05-01,227.05
2024-05-02,227.05
2024-05-03,226.27
2024-05-06,226.27
2024-05-07,226.27
2024-05-08,226.27
2024-05-09,226.27
2024-05-10,225.18
2024-05-13,225.18
2024-05-14,225.18
2024-05-15,225.18
2024-05-16,225.18
2024-05-17,228.47
2024-05-20,228.47
2024-05-21,228.47
2024-05-22,228.47
2024-05-23,228.47
2024-05-24,233.58
2024-05-27,233.58
2024-05-28,233.58
2024-05-29,233.58
2024-05-30,233.58
2024-05-31,241.81
2024-06-03,241.81
2024-06-04,241.81
2024-06-05,241.81
2024-06-06,241.81
2024-06-07,245.19
2024-06-10,245.19
2024-06-11,245.19
2024-06-12,245.19
2024-06-13,245.19
2024-06-14,251.08
2024-06-17,251.08
2024-06-18,251.08
2024-06-19,251.08
2024-06-20,251.08
2024-06-21,255.48
2024-06-24,255.48
2024-06-25,255.48
2024-06-26,255.48
2024-06-27,255.48
2024-06-28,259.15
2024-07-01,259.15
2024-07-02,259.15
2024-07-05,263.87
2024-07-12,264.05
2024-07-19,263.24
2024-07-26,259.69
2024-08-02,257.02
2024-08-09,250.42
2024-08-16,242.71
2024-08-23,231.83
2024-08-30,234.77
2024-09-06,234.78
2024-09-13,229.84
2024-09-20,233.0
2024-09-27,230.13
2024-10-04,223.73
2024-10-11,213.54
2024-10-18,198.59
2024-10-25,195.46
2024-11-01,191.24
2024-11-08,189.0
2024-11-13,189.0
2024-11-15,189.24
2024-11-22,189.08
2024-11-29,189.03
2024-12-06,188.67
2024-12-13,189.47
2024-12-20,188.8
2024-12-27,188.43
2025-01-03,189.57
2025-01-10,190.94
2025-01-17,190.02
2025-01-24,190.56
2025-01-31,191.45
2025-02-07,190.37
2025-02-14,190.12
2025-02-21,189.07
2025-02-28,177.85
2025-03-07,163.95
2025-03-14,152.47
2025-03-21,144.01
2025-03-28,144.97
