Type,Year,Herd,Month,Date
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1976,"8,454,000",07,1976-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1975,"6,518,000",01,1975-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1975,"7,658,000",07,1975-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1974,"6,852,000",01,1974-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1974,"7,350,000",07,1974-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1973,"6,432,000",01,1973-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1973,"7,285,000",07,1973-07-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1972,"6,399,000",01,1972-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1971,"6,113,000",01,1971-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1970,"6,132,000",01,1970-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1969,"3,854,500",01,1969-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1968,"3,968,400",01,1968-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1967,"4,061,400",01,1967-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1966,"4,149,400",01,1966-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1965,"4,420,500",01,1965-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1964,"4,691,700",01,1964-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1963,"4,935,600",01,1963-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1962,"5,264,600",01,1962-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1961,"5,446,600",01,1961-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1960,"5,575,000",01,1960-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1959,"5,526,000",01,1959-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1958,"5,571,000",01,1958-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1957,"5,699,000",01,1957-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1956,"5,890,000",01,1956-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1955,"6,094,000",01,1955-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1954,"6,392,000",01,1954-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1953,"6,479,000",01,1953-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1952,"6,481,000",01,1952-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1951,"6,337,000",01,1951-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1950,"6,208,000",01,1950-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1949,"6,081,000",01,1949-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1948,"6,004,000",01,1948-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1947,"6,317,000",01,1947-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1946,"6,270,000",01,1946-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1945,"6,772,000",01,1945-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1944,"7,201,000",01,1944-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1943,"7,035,000",01,1943-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1942,"6,635,000",01,1942-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1941,"6,254,000",01,1941-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1940,"5,967,000",01,1940-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1939,"5,904,000",01,1939-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1938,"5,500,000",01,1938-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1937,"5,305,000",01,1937-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1936,"5,484,000",01,1936-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1935,"5,280,000",01,1935-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1934,"5,675,000",01,1934-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1933,"5,674,000",01,1933-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1932,"5,449,000",01,1932-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1931,"5,189,000",01,1931-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1930,"5,199,000",01,1930-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1929,"5,012,000",01,1929-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1928,"4,662,000",01,1928-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1927,"4,439,000",01,1927-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1926,"4,335,000",01,1926-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1925,"4,306,000",01,1925-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1924,"4,390,000",01,1924-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1923,"4,358,000",01,1923-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1922,"4,367,000",01,1922-01-01
"HEIFERS, GE 500 LBS, (EXCL REPLACEMENT)",1921,"4,174,000",01,1921-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2025,"4,672,400",01,2025-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2024,"4,718,300",01,2024-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2023,"4,929,600",01,2023-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2023,"3,800,000",07,2023-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2022,"5,299,500",01,2022-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2022,"4,000,000",07,2022-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2021,"5,640,100",01,2021-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2021,"4,200,000",07,2021-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2020,"5,728,900",01,2020-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2020,"4,400,000",07,2020-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2019,"5,803,900",01,2019-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2019,"4,400,000",07,2019-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2018,"6,108,200",01,2018-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2018,"4,600,000",07,2018-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2017,"6,363,200",01,2017-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2017,"4,700,000",07,2017-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2016,"6,335,200",01,2016-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2015,"6,086,400",01,2015-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2015,"4,800,000",07,2015-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2014,"5,556,300",01,2014-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2014,"4,500,000",07,2014-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2013,"5,429,200",01,2013-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2012,"5,280,600",01,2012-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2012,"4,200,000",07,2012-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2011,"5,134,600",01,2011-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2011,"4,200,000",07,2011-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2010,"5,443,000",01,2010-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2010,"4,400,000",07,2010-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2009,"5,550,200",01,2009-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2009,"4,500,000",07,2009-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2008,"5,646,600",01,2008-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2008,"4,600,000",07,2008-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2007,"5,835,400",01,2007-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2007,"4,700,000",07,2007-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2006,"5,863,500",01,2006-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2006,"4,900,000",07,2006-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2005,"5,638,100",01,2005-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2005,"4,900,000",07,2005-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2004,"5,508,300",01,2004-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2004,"4,700,000",07,2004-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2003,"5,623,500",01,2003-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2003,"4,500,000",07,2003-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2002,"5,571,200",01,2002-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2002,"4,600,000",07,2002-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2001,"5,588,200",01,2001-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2001,"4,600,000",07,2001-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2000,"5,503,000",01,2000-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",2000,"4,700,000",07,2000-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1999,"5,535,300",01,1999-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1999,"4,800,000",07,1999-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1998,"5,763,900",01,1998-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1998,"5,000,000",07,1998-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1997,"6,041,600",01,1997-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1997,"5,300,000",07,1997-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1996,"6,188,700",01,1996-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1996,"5,500,000",07,1996-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1995,"6,451,500",01,1995-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1995,"5,700,000",07,1995-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1994,"6,364,300",01,1994-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1994,"5,900,000",07,1994-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1993,"6,091,900",01,1993-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1993,"5,700,000",07,1993-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1992,"5,642,900",01,1992-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1992,"5,600,000",07,1992-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1991,"5,442,900",01,1991-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1991,"5,200,000",07,1991-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1990,"5,282,900",01,1990-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1990,"5,000,000",07,1990-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1989,"5,324,900",01,1989-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1989,"4,800,000",07,1989-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1988,"5,248,800",01,1988-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1988,"4,800,000",07,1988-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1987,"5,213,900",01,1987-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1987,"4,800,000",07,1987-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1986,"5,164,800",01,1986-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1986,"4,800,000",07,1986-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1985,"5,548,000",01,1985-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1985,"4,900,000",07,1985-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1984,"6,181,000",01,1984-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1984,"5,500,000",07,1984-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1983,"6,336,100",01,1983-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1983,"5,800,000",07,1983-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1982,"6,607,100",01,1982-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1982,"6,120,000",07,1982-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1981,"6,136,900",01,1981-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1981,"6,233,000",07,1981-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1980,"5,941,700",01,1980-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1980,"5,837,000",07,1980-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1979,"5,526,800",01,1979-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1979,"5,770,000",07,1979-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1978,"5,857,600",01,1978-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1978,"5,385,000",07,1978-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1977,"6,526,500",01,1977-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1977,"5,842,000",07,1977-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1976,"7,191,600",01,1976-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1976,"6,527,000",07,1976-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1975,"8,883,600",01,1975-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1975,"7,382,000",07,1975-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1974,"8,192,600",01,1974-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1974,"7,909,000",07,1974-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1973,"7,433,600",01,1973-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1973,"7,221,000",07,1973-07-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1972,"6,986,600",01,1972-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1971,"6,663,600",01,1971-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1970,"6,430,600",01,1970-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1969,"9,503,700",01,1969-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1968,"9,458,700",01,1968-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1967,"9,194,600",01,1967-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1966,"8,927,600",01,1966-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1965,"8,989,500",01,1965-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1964,"8,612,600",01,1964-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1963,"8,108,400",01,1963-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1962,"7,445,500",01,1962-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1961,"7,115,400",01,1961-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1960,"7,036,000",01,1960-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1959,"6,557,000",01,1959-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1958,"5,903,000",01,1958-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1957,"5,926,000",01,1957-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1956,"6,206,000",01,1956-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1955,"6,514,000",01,1955-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1954,"6,365,000",01,1954-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1953,"6,535,000",01,1953-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1952,"5,971,000",01,1952-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1951,"5,122,000",01,1951-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1950,"4,754,000",01,1950-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1949,"4,657,000",01,1949-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1948,"4,518,000",01,1948-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1947,"4,636,000",01,1947-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1946,"4,859,000",01,1946-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1945,"5,069,000",01,1945-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1944,"4,971,000",01,1944-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1943,"4,547,000",01,1943-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1942,"4,055,000",01,1942-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1941,"3,789,000",01,1941-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1940,"3,357,000",01,1940-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1939,"3,058,000",01,1939-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1938,"3,136,000",01,1938-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1937,"3,229,000",01,1937-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1936,"3,493,000",01,1936-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1935,"3,362,000",01,1935-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1934,"3,656,000",01,1934-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1933,"3,414,000",01,1933-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1932,"3,113,000",01,1932-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1931,"3,015,000",01,1931-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1930,"2,799,000",01,1930-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1929,"2,704,000",01,1929-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1928,"2,569,000",01,1928-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1927,"2,655,000",01,1927-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1926,"2,882,000",01,1926-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1925,"3,208,000",01,1925-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1924,"3,653,000",01,1924-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1923,"3,727,000",01,1923-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1922,"3,810,000",01,1922-01-01
"HEIFERS, GE 500 LBS, BEEF REPLACEMENT",1921,"3,891,000",01,1921-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2025,"3,914,300",01,2025-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2024,"3,951,200",01,2024-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2023,"4,073,600",01,2023-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2023,"3,500,000",07,2023-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2022,"4,222,100",01,2022-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2022,"3,700,000",07,2022-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2021,"4,498,000",01,2021-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2021,"3,800,000",07,2021-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2020,"4,610,000",01,2020-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2020,"4,000,000",07,2020-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2019,"4,673,500",01,2019-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2019,"4,100,000",07,2019-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2018,"4,768,300",01,2018-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2018,"4,200,000",07,2018-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2017,"4,754,000",01,2017-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2017,"4,200,000",07,2017-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2016,"4,814,000",01,2016-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2015,"4,710,400",01,2015-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2015,"4,200,000",07,2015-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2014,"4,538,700",01,2014-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2014,"4,100,000",07,2014-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2013,"4,545,700",01,2013-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2012,"4,618,000",01,2012-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2012,"4,100,000",07,2012-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2011,"4,577,200",01,2011-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2011,"4,200,000",07,2011-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2010,"4,551,200",01,2010-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2010,"4,050,000",07,2010-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2009,"4,409,500",01,2009-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2009,"3,950,000",07,2009-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2008,"4,415,000",01,2008-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2008,"3,900,000",07,2008-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2007,"4,324,900",01,2007-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2007,"3,900,000",07,2007-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2006,"4,298,000",01,2006-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2006,"3,800,000",07,2006-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2005,"4,116,600",01,2005-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2005,"3,700,000",07,2005-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2004,"4,018,000",01,2004-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2004,"3,600,000",07,2004-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2003,"4,113,900",01,2003-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2003,"3,600,000",07,2003-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2002,"4,054,800",01,2002-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2002,"3,700,000",07,2002-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2001,"4,057,000",01,2001-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2001,"3,600,000",07,2001-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2000,"3,999,800",01,2000-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",2000,"3,700,000",07,2000-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1999,"4,068,800",01,1999-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1999,"3,700,000",07,1999-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1998,"3,985,700",01,1998-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1998,"3,600,000",07,1998-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1997,"4,058,400",01,1997-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1997,"3,600,000",07,1997-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1996,"4,090,300",01,1996-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1996,"3,700,000",07,1996-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1995,"4,121,300",01,1995-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1995,"3,900,000",07,1995-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1994,"4,124,500",01,1994-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1994,"4,000,000",07,1994-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1993,"4,176,200",01,1993-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1993,"4,000,000",07,1993-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1992,"4,131,400",01,1992-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1992,"4,100,000",07,1992-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1991,"4,093,400",01,1991-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1991,"4,100,000",07,1991-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1990,"4,170,600",01,1990-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1990,"4,100,000",07,1990-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1989,"4,116,700",01,1989-01-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1989,"4,400,000",07,1989-07-01
"HEIFERS, GE 500 LBS, MILK REPLACEMENT",1988,"4,122,300",01,1988-01-01
