DATE,US_CHICKEN_LEG_PRICE
2020-12-09,46.2
2020-12-10,43.56
2020-12-11,49.99
2020-12-14,55.48
2020-12-15,60.62
2020-12-16,57.39
2020-12-17,54.73
2020-12-18,55.75
2020-12-21,52.77
2020-12-22,48.25
2020-12-23,50.91
2020-12-28,52.54
2020-12-29,53.81
2020-12-30,58.11
2020-12-31,51.86
2021-01-04,47.34
2021-01-05,43.75
2021-01-06,42.01
2021-01-07,35.21
2021-01-08,38.7
2021-01-11,30.27
2021-01-12,37.45
2021-01-13,43.06
2021-01-14,41.31
2021-01-15,44.84
2021-01-19,49.5
2021-01-20,42.08
2021-01-21,37.8
2021-01-22,33.18
2021-01-25,35.07
2021-01-26,42.15
2021-01-27,49.27
2021-01-28,44.65
2021-01-29,43.23
2021-02-01,41.62
2021-02-02,37.79
2021-02-03,41.39
2021-02-04,35.32
2021-02-05,42.38
2021-02-08,42.39
2021-02-09,44.1
2021-02-10,45.18
2021-02-11,52.08
2021-02-12,50.56
2021-02-15,55.35
2021-02-16,50.93
2021-02-17,53.07
2021-02-18,50.22
2021-02-19,44.59
2021-02-22,44.68
2021-02-23,44.7
2021-02-24,47.85
2021-02-25,51.48
2021-02-26,45.68
2021-03-01,40.04
2021-03-02,40.69
2021-03-03,45.25
2021-03-04,49.08
2021-03-05,49.94
2021-03-08,47.21
2021-03-09,48.97
2021-03-10,53.37
2021-03-11,46.53
2021-03-12,48.81
2021-03-15,50.65
2021-03-16,51.74
2021-03-17,55.79
2021-03-18,54.4
2021-03-19,52.5
2021-03-22,54.92
2021-03-23,51.71
2021-03-24,48.02
2021-03-25,49.49
2021-03-26,50.22
2021-03-29,48.78
2021-03-30,45.41
2021-03-31,48.67
2021-04-01,53.97
2021-04-02,58.36
2021-04-05,53.06
2021-04-06,53.01
2021-04-07,57.22
2021-04-08,58.83
2021-04-09,59.61
2021-04-12,52.58
2021-04-13,55.58
2021-04-14,61.08
2021-04-15,63.7
2021-04-16,70.04
2021-04-19,66.04
2021-04-20,57.62
2021-04-21,58.3
2021-04-22,58.01
2021-04-23,62.6
2021-04-26,63.31
2021-04-27,60.87
2021-04-28,62.98
2021-04-29,60.82
2021-04-30,52.68
2021-05-03,56.3
2021-05-04,60.1
2021-05-05,68.22
2021-05-06,63.81
2021-05-07,69.9
2021-05-10,64.75
2021-05-11,60.76
2021-05-12,65.14
2021-05-13,62.7
2021-05-14,65.59
2021-05-17,63.94
2021-05-18,62.96
2021-05-19,61.38
2021-05-20,62.19
2021-05-21,58.82
2021-05-24,57.04
2021-05-25,57.55
2021-05-26,61.64
2021-05-27,62.72
2021-05-28,62.85
2021-06-01,56.12
2021-06-02,57.08
2021-06-03,63.64
2021-06-04,60.83
2021-06-07,56.81
2021-06-08,58.34
2021-06-09,61.29
2021-06-10,56.64
2021-06-11,54.87
2021-06-14,57.37
2021-06-15,60.38
2021-06-16,60.19
2021-06-17,61.82
2021-06-18,58.75
2021-06-21,61.89
2021-06-22,60.0
2021-06-23,62.32
2021-06-24,67.01
2021-06-25,65.27
2021-06-28,59.29
2021-06-29,59.94
2021-06-30,60.67
2021-07-01,59.81
2021-07-02,57.56
2021-07-05,69.9
2021-07-06,57.12
2021-07-07,53.63
2021-07-08,60.29
2021-07-09,65.96
2021-07-12,58.77
2021-07-13,57.72
2021-07-14,64.71
2021-07-15,62.22
2021-07-16,67.27
2021-07-19,63.24
2021-07-20,57.88
2021-07-21,62.14
2021-07-22,58.73
2021-07-23,60.78
2021-07-26,60.3
2021-07-27,56.31
2021-07-28,60.14
2021-07-29,59.23
2021-07-30,60.19
2021-08-02,61.71
2021-08-03,56.68
2021-08-04,60.85
2021-08-05,65.76
2021-08-06,62.45
2021-08-09,59.62
2021-08-10,56.31
2021-08-11,62.53
2021-08-12,58.89
2021-08-13,56.83
2021-08-16,56.36
2021-08-17,60.39
2021-08-18,62.44
2021-08-19,66.06
2021-08-20,63.84
2021-08-23,59.0
2021-08-24,57.36
2021-08-25,54.43
2021-08-26,60.51
2021-08-27,66.62
2021-08-30,69.36
2021-08-31,63.03
2021-09-01,56.3
2021-09-02,63.12
2021-09-03,68.6
2021-09-07,63.87
2021-09-08,57.81
2021-09-09,61.5
2021-09-10,67.96
2021-09-13,71.84
2021-09-14,69.43
2021-09-15,67.72
2021-09-16,63.3
2021-09-17,56.01
2021-09-20,58.28
2021-09-21,60.9
2021-09-22,67.03
2021-09-23,62.69
2021-09-24,58.29
2021-09-27,63.09
2021-09-28,62.09
2021-09-29,61.19
2021-09-30,62.44
2021-10-01,64.51
2021-10-04,62.24
2021-10-05,56.08
2021-10-06,54.79
2021-10-07,60.21
2021-10-08,55.48
2021-10-11,65.14
2021-10-12,53.95
2021-10-13,58.62
2021-10-14,55.27
2021-10-15,64.02
2021-10-18,60.03
2021-10-19,54.66
2021-10-20,61.62
2021-10-21,61.15
2021-10-22,52.5
2021-10-25,52.83
2021-10-26,53.83
2021-10-27,51.74
2021-10-28,51.34
2021-10-29,55.49
2021-11-01,52.93
2021-11-02,55.12
2021-11-03,56.59
2021-11-04,60.68
2021-11-05,51.62
2021-11-08,55.44
2021-11-09,53.26
2021-11-10,52.11
2021-11-11,51.56
2021-11-12,54.83
2021-11-15,50.75
2021-11-16,52.11
2021-11-17,60.41
2021-11-18,59.33
2021-11-19,59.2
2021-11-22,54.61
2021-11-23,56.78
2021-11-24,60.41
2021-11-26,53.45
2021-11-29,49.22
2021-11-30,53.76
2021-12-01,48.05
2021-12-02,55.49
2021-12-03,58.73
2021-12-06,51.27
2021-12-07,56.41
2021-12-08,53.92
2021-12-09,50.68
2021-12-10,49.38
2021-12-13,49.29
2021-12-14,48.45
2021-12-15,56.36
2021-12-16,52.31
2021-12-17,50.94
2021-12-20,56.03
2021-12-21,50.85
2021-12-22,52.07
2021-12-23,53.11
2021-12-27,50.85
2021-12-28,51.4
2021-12-29,50.31
2021-12-30,52.33
2022-01-03,49.62
2022-01-04,48.13
2022-01-05,48.31
2022-01-06,51.58
2022-01-07,51.25
2022-01-10,47.92
2022-01-11,51.29
2022-01-12,53.56
2022-01-13,55.9
2022-01-14,52.12
2022-01-18,51.2
2022-01-19,52.58
2022-01-20,57.8
2022-01-21,52.77
2022-01-24,55.18
2022-01-25,50.04
2022-01-26,51.5
2022-01-27,55.68
2022-01-28,50.27
2022-01-31,48.78
2022-02-01,51.73
2022-02-02,56.78
2022-02-03,55.12
2022-02-04,48.4
2022-02-07,49.31
2022-02-08,51.49
2022-02-09,49.16
2022-02-10,48.29
2022-02-11,54.3
2022-02-14,47.38
2022-02-15,50.71
2022-02-16,49.8
2022-02-17,47.53
2022-02-18,53.3
2022-02-21,48.41
2022-02-22,49.57
2022-02-23,52.54
2022-02-24,48.18
2022-02-25,50.64
2022-02-28,50.74
2022-03-01,50.01
2022-03-02,51.2
2022-03-03,49.05
2022-03-04,54.46
2022-03-07,53.05
2022-03-08,52.11
2022-03-09,54.98
2022-03-10,54.02
2022-03-11,52.39
2022-03-14,49.65
2022-03-15,50.32
2022-03-16,49.55
2022-03-17,55.49
2022-03-18,53.32
2022-03-21,51.19
2022-03-22,50.58
2022-03-23,48.36
2022-03-24,48.81
2022-03-25,48.91
2022-03-28,49.64
2022-03-29,54.4
2022-03-30,53.11
2022-03-31,58.23
2022-04-01,61.66
2022-04-04,56.8
2022-04-05,54.06
2022-04-06,58.36
2022-04-07,58.6
2022-04-08,55.47
2022-04-11,57.01
2022-04-12,65.32
2022-04-13,62.32
2022-04-14,55.06
2022-04-15,53.58
2022-04-18,51.74
2022-04-19,51.94
2022-04-20,53.5
2022-04-21,54.16
2022-04-22,56.21
2022-04-25,54.35
2022-04-26,65.19
2022-04-27,57.22
2022-04-28,65.95
2022-04-29,57.35
2022-05-02,59.97
2022-05-03,60.74
2022-05-04,67.68
2022-05-05,68.78
2022-05-06,57.87
2022-05-09,53.93
2022-05-10,62.68
2022-05-11,67.65
2022-05-12,61.57
2022-05-13,57.94
2022-05-16,62.87
2022-05-17,68.99
2022-05-18,74.42
2022-05-19,78.15
2022-05-20,80.18
2022-05-23,79.87
2022-05-24,82.11
2022-05-25,84.4
2022-05-26,75.64
2022-05-27,81.34
2022-05-31,88.08
2022-06-01,86.64
2022-06-02,83.12
2022-06-03,89.11
2022-06-06,87.85
2022-06-07,77.43
2022-06-08,84.32
2022-06-09,89.29
2022-06-10,83.91
2022-06-13,83.59
2022-06-14,85.25
2022-06-15,83.77
2022-06-16,86.7
2022-06-17,86.95
2022-06-20,88.61
2022-06-21,92.06
2022-06-22,88.88
2022-06-23,85.85
2022-06-24,89.34
2022-06-27,87.61
2022-06-28,86.95
2022-06-29,88.4
2022-06-30,88.39
2022-07-01,87.82
2022-07-05,85.49
2022-07-06,86.87
2022-07-07,86.4
2022-07-08,86.93
2022-07-11,85.33
2022-07-12,86.76
2022-07-13,87.75
2022-07-14,87.73
2022-07-15,85.4
2022-07-18,80.94
2022-07-19,82.64
2022-07-20,80.1
2022-07-21,81.95
2022-07-22,80.71
2022-07-25,74.09
2022-07-26,77.45
2022-07-27,78.63
2022-07-28,73.24
2022-07-29,77.4
2022-08-01,76.02
2022-08-02,80.71
2022-08-03,77.77
2022-08-04,74.28
2022-08-05,78.66
2022-08-08,77.68
2022-08-09,80.03
2022-08-10,77.27
2022-08-11,80.61
2022-08-12,76.79
2022-08-15,78.85
2022-08-16,79.24
2022-08-17,80.8
2022-08-18,78.5
2022-08-19,82.01
2022-08-22,79.45
2022-08-23,75.15
2022-08-24,75.14
2022-08-25,81.61
2022-08-26,83.99
2022-08-29,83.99
2022-08-30,83.99
2022-08-31,83.99
2022-09-01,83.99
2022-09-02,64.95
2022-09-05,64.95
2022-09-06,64.95
2022-09-07,64.95
2022-09-08,64.95
2022-09-09,67.1
2022-09-12,67.1
2022-09-13,67.1
2022-09-14,67.1
2022-09-15,67.1
2022-09-16,59.94
2022-09-19,59.94
2022-09-20,59.94
2022-09-21,59.94
2022-09-22,59.94
2022-09-23,56.68
2022-09-26,56.68
2022-09-27,56.68
2022-09-28,56.68
2022-09-29,56.68
2022-09-30,50.08
2022-10-03,50.08
2022-10-04,50.08
2022-10-05,50.08
2022-10-06,50.08
2022-10-07,44.66
2022-10-10,44.66
2022-10-11,44.66
2022-10-12,44.66
2022-10-13,44.66
2022-10-14,44.07
2022-10-17,44.07
2022-10-18,44.07
2022-10-19,44.07
2022-10-20,44.07
2022-10-21,43.26
2022-10-24,43.26
2022-10-25,43.26
2022-10-26,43.26
2022-10-27,43.26
2022-10-28,42.37
2022-10-31,42.37
2022-11-01,42.37
2022-11-02,42.37
2022-11-03,42.37
2022-11-04,42.53
2022-11-07,42.53
2022-11-08,42.53
2022-11-09,42.53
2022-11-10,37.99
2022-11-11,37.99
2022-11-14,37.99
2022-11-15,37.99
2022-11-16,37.99
2022-11-17,37.99
2022-11-18,40.55
2022-11-21,40.55
2022-11-22,40.55
2022-11-23,40.55
2022-11-24,40.55
2022-11-28,43.82
2022-11-29,43.82
2022-11-30,43.82
2022-12-01,43.82
2022-12-02,37.57
2022-12-05,37.57
2022-12-06,37.57
2022-12-07,37.57
2022-12-08,37.57
2022-12-09,44.69
2022-12-12,44.69
2022-12-13,44.69
2022-12-14,44.69
2022-12-15,44.69
2022-12-16,40.8
2022-12-19,40.8
2022-12-20,40.8
2022-12-21,40.8
2022-12-22,40.8
2022-12-23,37.89
2022-12-26,37.89
2022-12-27,37.89
2022-12-28,37.89
2022-12-29,37.89
2022-12-30,35.55
2023-01-02,35.55
2023-01-03,35.55
2023-01-04,35.55
2023-01-05,35.55
2023-01-06,33.76
2023-01-09,33.76
2023-01-10,33.76
2023-01-11,33.76
2023-01-12,33.76
2023-01-13,33.54
2023-01-16,33.54
2023-01-17,33.54
2023-01-18,33.54
2023-01-19,33.54
2023-01-20,33.68
2023-01-23,33.68
2023-01-24,33.68
2023-01-25,33.68
2023-01-26,33.68
2023-01-27,37.77
2023-01-30,37.77
2023-01-31,37.77
2023-02-01,37.77
2023-02-02,37.77
2023-02-03,53.57
2023-02-06,53.57
2023-02-07,53.57
2023-02-08,53.57
2023-02-09,53.57
2023-02-10,41.77
2023-02-13,41.77
2023-02-14,41.77
2023-02-15,41.77
2023-02-16,41.77
2023-02-17,48.47
2023-02-20,48.47
2023-02-21,48.47
2023-02-22,48.47
2023-02-23,48.47
2023-02-24,52.97
2023-02-27,52.97
2023-02-28,52.97
2023-03-01,52.97
2023-03-02,52.97
2023-03-03,59.1
2023-03-06,59.1
2023-03-07,59.1
2023-03-08,59.1
2023-03-09,59.1
2023-03-10,62.09
2023-03-13,62.09
2023-03-14,62.09
2023-03-15,62.09
2023-03-16,62.09
2023-03-17,65.69
2023-03-20,65.69
2023-03-21,65.69
2023-03-22,65.69
2023-03-23,65.69
2023-03-24,65.69
2023-03-27,65.69
2023-03-28,65.69
2023-03-29,65.69
2023-03-30,65.69
2023-03-31,56.54
2023-04-03,56.54
2023-04-04,56.54
2023-04-05,56.54
2023-04-06,56.54
2023-04-07,66.05
2023-04-11,66.05
2023-04-12,66.05
2023-04-13,66.05
2023-04-14,65.75
2023-04-17,65.75
2023-04-18,65.75
2023-04-19,65.75
2023-04-20,65.75
2023-04-21,67.48
2023-04-24,67.48
2023-04-25,67.48
2023-04-26,67.48
2023-04-27,67.48
2023-04-28,67.02
2023-05-01,67.02
2023-05-02,67.02
2023-05-03,67.02
2023-05-04,67.02
2023-05-05,70.94
2023-05-08,70.94
2023-05-09,70.94
2023-05-11,70.94
2023-05-12,71.43
2023-05-15,71.43
2023-05-16,71.43
2023-05-17,71.43
2023-05-18,71.43
2023-05-19,57.6
2023-05-22,57.6
2023-05-23,57.6
2023-05-24,57.6
2023-05-25,57.6
2023-05-26,69.49
2023-05-29,69.49
2023-05-30,69.49
2023-05-31,69.49
2023-06-01,69.49
2023-06-02,71.58
2023-06-05,71.58
2023-06-06,71.58
2023-06-07,71.58
2023-06-08,71.58
2023-06-09,68.51
2023-06-12,68.51
2023-06-13,68.51
2023-06-14,68.51
2023-06-15,68.51
2023-06-16,69.96
2023-06-19,69.96
2023-06-20,69.96
2023-06-21,69.96
2023-06-22,69.96
2023-06-23,69.6
2023-06-26,69.6
2023-06-27,69.6
2023-06-28,69.6
2023-06-29,69.6
2023-06-30,68.53
2023-07-03,68.53
2023-07-04,68.53
2023-07-05,68.53
2023-07-06,68.53
2023-07-07,52.0
2023-07-10,52.0
2023-07-11,52.0
2023-07-12,52.0
2023-07-13,52.0
2023-07-14,55.3
2023-07-17,55.3
2023-07-18,55.3
2023-07-19,55.3
2023-07-20,55.3
2023-07-21,58.67
2023-07-24,58.67
2023-07-25,58.67
2023-07-26,58.67
2023-07-27,58.67
2023-07-28,60.79
2023-07-31,60.79
2023-08-01,60.79
2023-08-02,60.79
2023-08-03,60.79
2023-08-04,47.56
2023-08-07,47.56
2023-08-08,47.56
2023-08-09,47.56
2023-08-10,47.56
2023-08-11,50.12
2023-08-14,50.12
2023-08-15,50.12
2023-08-17,50.12
2023-08-18,51.21
2023-08-21,51.21
2023-08-22,51.21
2023-08-23,51.21
2023-08-24,51.21
2023-08-25,52.9
2023-08-28,52.9
2023-08-29,52.9
2023-08-30,52.9
2023-08-31,52.9
2023-09-01,56.81
2023-09-05,56.81
2023-09-06,56.81
2023-09-07,56.81
2023-09-08,57.86
2023-09-11,57.86
2023-09-12,57.86
2023-09-13,57.86
2023-09-14,57.86
2023-09-15,59.66
2023-09-18,59.66
2023-09-19,59.66
2023-09-20,59.66
2023-09-21,59.66
2023-09-22,60.04
2023-09-25,60.04
2023-09-26,60.04
2023-09-27,60.04
2023-09-28,60.04
2023-09-29,60.16
2023-10-02,60.16
2023-10-03,60.16
2023-10-04,60.16
2023-10-05,60.16
2023-10-06,60.28
2023-10-09,60.28
2023-10-10,60.28
2023-10-11,60.28
2023-10-12,60.28
2023-10-13,60.65
2023-10-16,60.65
2023-10-17,60.65
2023-10-18,60.65
2023-10-19,60.65
2023-10-20,60.44
2023-10-23,60.44
2023-10-24,60.44
2023-10-25,60.44
2023-10-26,60.44
2023-10-27,59.23
2023-10-30,59.23
2023-10-31,59.23
2023-11-01,59.23
2023-11-02,59.23
2023-11-03,57.63
2023-11-06,57.63
2023-11-07,57.63
2023-11-08,57.63
2023-11-09,57.43
2023-11-10,57.43
2023-11-13,53.89
2023-11-14,53.89
2023-11-15,53.89
2023-11-16,53.89
2023-11-17,53.89
2023-11-20,54.11
2023-11-21,54.11
2023-11-22,54.11
2023-11-23,54.11
2023-11-24,54.11
2023-11-28,54.11
2023-11-29,54.11
2023-11-30,54.11
2023-12-01,53.61
2023-12-04,53.61
2023-12-05,53.61
2023-12-06,53.61
2023-12-07,53.61
2023-12-08,54.68
2023-12-11,54.68
2023-12-12,54.68
2023-12-13,54.68
2023-12-14,54.68
2023-12-15,55.34
2023-12-18,55.34
2023-12-19,55.34
2023-12-20,55.34
2023-12-21,55.34
2023-12-22,55.43
2023-12-26,55.43
2023-12-27,55.43
2023-12-28,55.43
2023-12-29,54.84
2024-01-01,54.84
2024-01-02,54.84
2024-01-03,54.84
2024-01-04,54.84
2024-01-05,54.82
2024-01-08,54.82
2024-01-09,54.82
2024-01-10,54.82
2024-01-11,54.82
2024-01-12,54.83
2024-01-15,54.83
2024-01-16,54.83
2024-01-17,54.83
2024-01-18,54.83
2024-01-19,56.71
2024-01-22,56.71
2024-01-23,56.71
2024-01-24,56.71
2024-01-25,56.71
2024-01-26,55.66
2024-01-29,55.66
2024-01-30,55.66
2024-01-31,55.66
2024-02-01,55.66
2024-02-02,57.83
2024-02-05,57.83
2024-02-06,57.83
2024-02-07,57.83
2024-02-08,57.83
2024-02-09,57.23
2024-02-12,57.23
2024-02-13,57.23
2024-02-14,57.23
2024-02-15,57.23
2024-02-16,57.18
2024-02-19,57.18
2024-02-20,57.18
2024-02-21,57.18
2024-02-22,57.18
2024-02-23,57.54
2024-02-26,57.54
2024-02-27,57.54
2024-02-28,57.54
2024-02-29,57.54
2024-03-01,57.46
2024-03-04,57.46
2024-03-05,57.46
2024-03-06,57.46
2024-03-07,57.46
2024-03-08,59.97
2024-03-11,59.97
2024-03-12,59.97
2024-03-13,59.97
2024-03-14,59.97
2024-03-15,64.17
2024-03-18,64.17
2024-03-19,64.17
2024-03-20,64.17
2024-03-21,64.17
2024-03-22,69.84
2024-03-25,69.84
2024-03-26,69.84
2024-03-27,69.84
2024-03-28,69.84
2024-03-29,71.76
2024-04-01,71.76
2024-04-02,71.76
2024-04-03,71.76
2024-04-04,71.76
2024-04-05,72.82
2024-04-08,72.82
2024-04-09,72.82
2024-04-10,72.82
2024-04-11,72.82
2024-04-12,72.39
2024-04-15,72.39
2024-04-16,72.39
2024-04-17,72.39
2024-04-18,72.39
2024-04-19,72.1
2024-04-22,72.1
2024-04-23,72.1
2024-04-24,72.1
2024-04-25,72.1
2024-04-26,71.64
2024-04-29,71.64
2024-04-30,71.64
2024-05-01,71.64
2024-05-02,71.64
2024-05-03,71.22
2024-05-06,71.22
2024-05-07,71.22
2024-05-08,71.22
2024-05-09,71.22
2024-05-10,72.37
2024-05-13,72.37
2024-05-14,72.37
2024-05-15,72.37
2024-05-16,72.37
2024-05-17,75.82
2024-05-20,75.82
2024-05-21,75.82
2024-05-22,75.82
2024-05-23,75.82
2024-05-24,76.88
2024-05-27,76.88
2024-05-28,76.88
2024-05-29,76.88
2024-05-30,76.88
2024-05-31,77.98
2024-06-03,77.98
2024-06-04,77.98
2024-06-05,77.98
2024-06-06,77.98
2024-06-07,77.17
2024-06-10,77.17
2024-06-11,77.17
2024-06-12,77.17
2024-06-13,77.17
2024-06-14,76.39
2024-06-17,76.39
2024-06-18,76.39
2024-06-19,76.39
2024-06-20,76.39
2024-06-21,75.09
2024-06-24,75.09
2024-06-25,75.09
2024-06-26,75.09
2024-06-27,75.09
2024-06-28,73.65
2024-07-01,73.65
2024-07-02,73.65
2024-07-05,73.92
2024-07-12,74.22
2024-07-19,73.8
2024-07-26,74.59
2024-08-02,74.19
2024-08-09,74.26
2024-08-16,74.34
2024-08-23,74.31
2024-08-30,73.85
2024-09-06,74.15
2024-09-13,74.51
2024-09-20,75.03
2024-09-27,75.37
2024-10-04,74.22
2024-10-11,73.59
2024-10-18,70.27
2024-10-25,70.97
2024-11-01,70.0
2024-11-08,69.32
2024-11-13,69.32
2024-11-15,69.77
2024-11-22,70.69
2024-11-29,69.68
2024-12-06,70.6
2024-12-13,70.33
2024-12-20,70.57
2024-12-27,71.06
2025-01-03,71.69
2025-01-10,68.11
2025-01-17,68.99
2025-01-24,67.26
2025-01-31,67.61
2025-02-07,69.21
2025-02-14,67.7
2025-02-21,69.79
2025-02-28,68.37
2025-03-07,69.27
2025-03-14,67.98
2025-03-21,69.45
2025-03-28,72.26
