DATE,US_BEEF_CUTOUT_SELECT
2013-11-29,202.88
2013-12-02,203.06
2013-12-03,203.0
2013-12-04,203.3
2013-12-05,202.41
2013-12-06,201.47
2013-12-09,202.52
2013-12-10,202.12
2013-12-11,202.61
2013-12-12,200.45
2013-12-13,198.89
2013-12-16,199.97
2013-12-17,198.43
2013-12-18,198.18
2013-12-19,197.71
2013-12-20,196.79
2013-12-23,196.69
2013-12-24,196.86
2013-12-26,196.93
2013-12-27,196.99
2013-12-30,199.71
2013-12-31,200.65
2014-01-02,200.55
2014-01-03,202.41
2014-01-06,205.54
2014-01-07,207.31
2014-01-08,210.13
2014-01-09,212.05
2014-01-10,214.98
2014-01-13,216.94
2014-01-14,221.04
2014-01-15,224.62
2014-01-16,228.79
2014-01-17,231.71
2014-01-20,236.56
2014-01-21,239.72
2014-01-22,240.05
2014-01-23,238.55
2014-01-24,237.26
2014-01-27,238.04
2014-01-28,235.8
2014-01-29,231.81
2014-01-30,230.75
2014-01-31,223.49
2014-02-03,220.09
2014-02-04,220.49
2014-02-05,216.64
2014-02-06,213.51
2014-02-07,210.77
2014-02-10,211.16
2014-02-11,209.14
2014-02-12,208.05
2014-02-13,208.1
2014-02-14,207.68
2014-02-17,210.98
2014-02-18,211.99
2014-02-19,213.85
2014-02-20,214.32
2014-02-21,213.75
2014-02-24,215.82
2014-02-25,216.5
2014-02-26,218.95
2014-02-27,221.41
2014-02-28,225.33
2014-03-03,229.12
2014-03-04,231.76
2014-03-05,234.51
2014-03-06,235.58
2014-03-07,236.02
2014-03-08,229.51
2014-03-10,238.9
2014-03-11,241.47
2014-03-12,241.51
2014-03-13,241.3
2014-03-14,240.44
2014-03-17,242.85
2014-03-18,244.08
2014-03-19,243.37
2014-03-20,241.57
2014-03-21,240.16
2014-03-24,241.12
2014-03-25,241.25
2014-03-26,241.76
2014-03-27,239.25
2014-03-28,234.46
2014-03-31,233.79
2014-04-01,232.54
2014-04-02,233.64
2014-04-03,231.95
2014-04-04,228.74
2014-04-07,227.93
2014-04-08,226.99
2014-04-09,225.46
2014-04-10,225.0
2014-04-11,222.12
2014-04-14,222.52
2014-04-15,222.86
2014-04-16,223.75
2014-04-17,225.88
2014-04-18,226.35
2014-04-21,229.06
2014-04-22,231.21
2014-04-23,232.64
2014-04-24,233.8
2014-04-25,232.83
2014-04-28,233.17
2014-04-29,234.36
2014-04-30,233.1
2014-05-01,230.34
2014-05-02,228.38
2014-05-05,228.9
2014-05-06,227.88
2014-05-07,227.15
2014-05-08,225.65
2014-05-09,223.26
2014-05-12,223.82
2014-05-13,226.61
2014-05-14,225.08
2014-05-15,225.21
2014-05-16,225.98
2014-05-19,227.22
2014-05-20,230.23
2014-05-21,231.16
2014-05-22,231.79
2014-05-23,231.98
2014-05-27,233.12
2014-05-28,234.31
2014-05-29,233.65
2014-05-30,232.66
2014-06-02,232.43
2014-06-03,232.66
2014-06-04,232.11
2014-06-05,230.99
2014-06-06,230.86
2014-06-09,231.93
2014-06-10,232.51
2014-06-11,231.82
2014-06-12,230.89
2014-06-13,231.87
2014-06-15,217.16
2014-06-16,234.24
2014-06-17,236.8
2014-06-18,239.54
2014-06-19,240.46
2014-06-20,240.89
2014-06-23,242.77
2014-06-24,243.66
2014-06-25,244.52
2014-06-26,245.01
2014-06-27,245.98
2014-06-30,247.28
2014-07-01,248.13
2014-07-02,247.66
2014-07-03,248.12
2014-07-07,248.18
2014-07-08,249.98
2014-07-09,250.57
2014-07-10,252.17
2014-07-11,251.79
2014-07-14,251.14
2014-07-15,250.53
2014-07-16,250.82
2014-07-17,249.81
2014-07-18,248.45
2014-07-21,250.52
2014-07-22,252.8
2014-07-23,252.59
2014-07-24,255.56
2014-07-25,257.38
2014-07-28,259.3
2014-07-29,261.34
2014-07-30,262.92
2014-07-31,263.66
2014-08-01,263.13
2014-08-04,263.22
2014-08-05,263.27
2014-08-06,261.97
2014-08-07,262.41
2014-08-08,260.45
2014-08-11,259.44
2014-08-12,258.15
2014-08-13,256.88
2014-08-14,256.74
2014-08-15,255.54
2014-08-18,255.1
2014-08-19,252.91
2014-08-20,251.55
2014-08-21,250.46
2014-08-22,249.77
2014-08-25,249.69
2014-08-26,248.48
2014-08-27,247.41
2014-08-28,246.89
2014-08-29,246.3
2014-09-02,246.11
2014-09-03,247.58
2014-09-04,248.12
2014-09-05,248.67
2014-09-08,251.39
2014-09-09,251.08
2014-09-10,251.46
2014-09-11,251.54
2014-09-12,249.93
2014-09-15,249.02
2014-09-16,247.64
2014-09-17,245.91
2014-09-18,244.88
2014-09-19,243.71
2014-09-22,243.02
2014-09-23,239.17
2014-09-24,239.13
2014-09-25,239.11
2014-09-26,237.66
2014-09-29,238.02
2014-09-30,238.03
2014-10-01,238.14
2014-10-02,238.45
2014-10-03,238.32
2014-10-06,241.14
2014-10-07,243.88
2014-10-08,246.55
2014-10-09,247.06
2014-10-10,247.67
2014-10-13,248.31
2014-10-14,249.41
2014-10-15,250.49
2014-10-16,248.92
2014-10-17,249.16
2014-10-20,249.84
2014-10-21,249.84
2014-10-22,251.0
2014-10-23,249.43
2014-10-24,247.41
2014-10-27,249.2
2014-10-28,251.56
2014-10-29,253.63
2014-10-30,253.35
2014-10-31,251.2
2014-11-03,250.73
2014-11-04,250.14
2014-11-05,251.24
2014-11-06,250.52
2014-11-07,249.11
2014-11-10,249.14
2014-11-11,249.97
2014-11-12,251.44
2014-11-13,251.35
2014-11-14,252.16
2014-11-17,254.27
2014-11-18,254.29
2014-11-19,254.79
2014-11-20,255.39
2014-11-21,255.22
2014-11-24,255.7
2014-11-25,256.87
2014-11-26,257.13
2014-11-28,257.4
2014-12-01,257.48
2014-12-02,256.36
2014-12-03,256.41
2014-12-04,254.42
2014-12-05,252.54
2014-12-08,251.98
2014-12-09,250.51
2014-12-10,249.95
2014-12-11,247.79
2014-12-12,245.03
2014-12-15,245.52
2014-12-16,242.88
2014-12-17,242.41
2014-12-18,241.95
2014-12-19,238.57
2014-12-22,239.36
2014-12-23,242.6
2014-12-24,243.94
2014-12-26,244.52
2014-12-29,245.67
2014-12-30,247.2
2014-12-31,248.9
2015-01-02,247.83
2015-01-05,249.36
2015-01-06,250.33
2015-01-07,252.75
2015-01-08,254.57
2015-01-09,256.79
2015-01-12,258.78
2015-01-13,261.63
2015-01-14,263.81
2015-01-15,262.88
2015-01-16,260.45
2015-01-19,259.42
2015-01-20,258.24
2015-01-21,257.19
2015-01-22,255.65
2015-01-23,253.74
2015-01-26,251.41
2015-01-27,247.7
2015-01-28,247.29
2015-01-29,244.59
2015-01-30,242.44
2015-02-02,242.61
2015-02-03,243.11
2015-02-04,242.75
2015-02-05,241.18
2015-02-06,239.08
2015-02-09,238.48
2015-02-10,238.43
2015-02-11,239.74
2015-02-12,239.1
2015-02-13,237.68
2015-02-16,238.22
2015-02-17,239.12
2015-02-18,239.78
2015-02-19,239.92
2015-02-20,240.31
2015-02-23,241.08
2015-02-24,244.24
2015-02-25,246.49
2015-02-26,247.03
2015-02-27,247.58
2015-03-02,248.67
2015-03-03,249.61
2015-03-04,248.58
2015-03-05,249.2
2015-03-06,248.48
2015-03-09,247.59
2015-03-10,247.79
2015-03-11,247.47
2015-03-12,245.98
2015-03-13,244.12
2015-03-16,245.26
2015-03-17,247.04
2015-03-18,246.8
2015-03-19,246.61
2015-03-20,244.51
2015-03-23,245.79
2015-03-24,246.83
2015-03-25,250.51
2015-03-26,250.67
2015-03-27,250.8
2015-03-30,251.7
2015-03-31,254.13
2015-04-01,255.42
2015-04-02,255.94
2015-04-03,255.57
2015-04-06,256.48
2015-04-07,256.98
2015-04-08,259.14
2015-04-09,258.39
2015-04-10,256.51
2015-04-13,257.7
2015-04-14,258.45
2015-04-15,260.8
2015-04-16,260.38
2015-04-17,257.79
2015-04-20,259.14
2015-04-21,259.82
2015-04-22,260.06
2015-04-23,260.01
2015-04-24,256.99
2015-04-27,256.89
2015-04-28,257.72
2015-04-29,258.55
2015-04-30,256.9
2015-05-01,254.64
2015-05-04,255.64
2015-05-05,255.56
2015-05-06,256.15
2015-05-07,257.58
2015-05-08,258.12
2015-05-11,259.57
2015-05-12,260.96
2015-05-13,263.17
2015-05-14,264.74
2015-05-15,261.93
2015-05-18,262.92
2015-05-19,265.59
2015-05-20,264.98
2015-05-21,262.22
2015-05-22,260.25
2015-05-26,261.07
2015-05-27,261.11
2015-05-28,259.25
2015-05-29,254.99
2015-06-01,254.28
2015-06-02,251.59
2015-06-03,249.28
2015-06-04,248.48
2015-06-05,244.65
2015-06-08,244.11
2015-06-09,247.2
2015-06-10,247.66
2015-06-11,247.19
2015-06-12,245.72
2015-06-15,247.33
2015-06-16,249.47
2015-06-17,250.4
2015-06-18,250.83
2015-06-19,251.32
2015-06-22,253.04
2015-06-23,254.13
2015-06-24,256.12
2015-06-25,255.16
2015-06-26,253.12
2015-06-29,253.22
2015-06-30,252.73
2015-07-01,252.29
2015-07-02,250.12
2015-07-06,247.65
2015-07-07,244.67
2015-07-08,242.03
2015-07-09,239.72
2015-07-10,236.98
2015-07-13,236.0
2015-07-14,236.04
2015-07-15,234.94
2015-07-16,233.95
2015-07-17,233.3
2015-07-20,233.83
2015-07-21,233.32
2015-07-22,232.92
2015-07-23,232.59
2015-07-24,230.7
2015-07-27,232.27
2015-07-28,232.15
2015-07-29,232.62
2015-07-30,233.34
2015-07-31,233.25
2015-08-03,233.99
2015-08-04,233.48
2015-08-05,235.21
2015-08-06,235.19
2015-08-07,236.34
2015-08-10,238.52
2015-08-11,240.93
2015-08-12,244.02
2015-08-13,245.09
2015-08-14,244.72
2015-08-17,245.52
2015-08-18,245.08
2015-08-19,246.78
2015-08-20,246.46
2015-08-21,244.9
2015-08-24,244.31
2015-08-25,243.86
2015-08-26,244.24
2015-08-27,244.21
2015-08-28,243.22
2015-08-31,242.24
2015-09-01,241.21
2015-09-02,240.97
2015-09-03,240.81
2015-09-04,240.07
2015-09-08,239.16
2015-09-09,239.47
2015-09-10,239.06
2015-09-11,236.09
2015-09-14,235.14
2015-09-15,233.49
2015-09-16,233.41
2015-09-17,230.5
2015-09-18,226.3
2015-09-21,225.54
2015-09-22,222.77
2015-09-23,217.89
2015-09-24,214.85
2015-09-25,212.23
2015-09-28,210.94
2015-09-29,209.31
2015-09-30,208.62
2015-10-01,207.55
2015-10-02,205.77
2015-10-05,203.97
2015-10-06,204.17
2015-10-07,203.58
2015-10-08,203.61
2015-10-09,203.0
2015-10-12,205.3
2015-10-13,208.46
2015-10-14,210.61
2015-10-15,211.22
2015-10-16,211.69
2015-10-19,213.64
2015-10-20,215.38
2015-10-21,216.49
2015-10-22,217.47
2015-10-23,217.17
2015-10-26,217.06
2015-10-27,217.95
2015-10-28,220.14
2015-10-29,220.93
2015-10-30,220.04
2015-11-02,219.61
2015-11-03,218.4
2015-11-04,220.14
2015-11-05,218.86
2015-11-06,215.66
2015-11-09,216.45
2015-11-10,216.57
2015-11-11,214.81
2015-11-12,211.8
2015-11-13,209.3
2015-11-15,218.5
2015-11-16,209.04
2015-11-17,208.37
2015-11-18,206.68
2015-11-19,204.83
2015-11-20,203.14
2015-11-22,287.58
2015-11-23,202.79
2015-11-24,203.81
2015-11-25,204.09
2015-11-27,204.4
2015-11-30,205.65
2015-12-01,203.81
2015-12-02,204.08
2015-12-03,204.49
2015-12-04,202.6
2015-12-07,202.87
2015-12-08,204.14
2015-12-09,203.08
2015-12-10,203.08
2015-12-11,202.5
2015-12-14,198.78
2015-12-15,197.21
2015-12-16,196.9
2015-12-17,195.76
2015-12-18,194.14
2015-12-21,191.28
2015-12-22,191.53
2015-12-23,194.9
2015-12-24,197.63
2015-12-28,201.09
2015-12-29,206.17
2015-12-30,208.78
2015-12-31,212.59
2016-01-04,218.06
2016-01-05,222.31
2016-01-06,228.03
2016-01-07,230.59
2016-01-08,232.2
2016-01-11,235.32
2016-01-12,235.18
2016-01-13,235.21
2016-01-14,235.16
2016-01-15,232.47
2016-01-18,231.28
2016-01-19,229.93
2016-01-20,229.95
2016-01-21,227.67
2016-01-22,224.83
2016-01-25,223.79
2016-01-26,223.01
2016-01-27,221.33
2016-01-28,220.12
2016-01-29,218.76
2016-02-01,220.52
2016-02-02,222.47
2016-02-03,222.57
2016-02-04,223.03
2016-02-05,220.6
2016-02-08,218.81
2016-02-09,218.03
2016-02-10,218.19
2016-02-11,217.02
2016-02-12,216.08
2016-02-15,215.29
2016-02-16,214.49
2016-02-17,214.35
2016-02-18,213.39
2016-02-19,211.66
2016-02-22,213.28
2016-02-23,215.14
2016-02-24,217.72
2016-02-25,218.76
2016-02-26,217.67
2016-02-29,217.16
2016-03-01,218.15
2016-03-02,220.05
2016-03-03,219.75
2016-03-04,220.97
2016-03-07,221.42
2016-03-08,220.25
2016-03-09,223.82
2016-03-10,225.24
2016-03-11,224.05
2016-03-14,227.47
2016-03-15,231.01
2016-03-16,233.92
2016-03-17,234.64
2016-03-18,231.81
2016-03-21,229.8
2016-03-22,227.91
2016-03-23,226.18
2016-03-24,224.84
2016-03-25,224.36
2016-03-28,225.28
2016-03-29,225.06
2016-03-30,221.87
2016-03-31,220.99
2016-04-01,219.11
2016-04-04,217.51
2016-04-05,217.7
2016-04-06,216.41
2016-04-07,214.62
2016-04-08,214.8
2016-04-10,223.93
2016-04-11,216.45
2016-04-12,219.31
2016-04-13,222.21
2016-04-14,224.43
2016-04-15,225.13
2016-04-18,224.88
2016-04-19,222.68
2016-04-20,222.77
2016-04-21,220.72
2016-04-22,220.31
2016-04-25,220.21
2016-04-26,218.57
2016-04-27,214.81
2016-04-28,212.5
2016-04-29,211.45
2016-05-02,209.77
2016-05-03,205.94
2016-05-04,204.74
2016-05-05,204.42
2016-05-06,203.74
2016-05-09,207.57
2016-05-10,210.7
2016-05-11,213.71
2016-05-12,214.46
2016-05-13,218.56
2016-05-16,222.4
2016-05-17,225.33
2016-05-18,227.76
2016-05-19,227.16
2016-05-20,225.96
2016-05-23,224.32
2016-05-24,223.27
2016-05-25,223.57
2016-05-26,222.72
2016-05-27,222.07
2016-05-31,221.34
2016-06-01,222.35
2016-06-02,223.28
2016-06-03,222.61
2016-06-06,224.1
2016-06-07,224.27
2016-06-08,225.1
2016-06-09,226.85
2016-06-10,227.67
2016-06-13,227.56
2016-06-14,228.34
2016-06-15,226.42
2016-06-16,223.48
2016-06-17,221.83
2016-06-20,219.57
2016-06-21,218.15
2016-06-22,217.08
2016-06-23,215.46
2016-06-24,213.86
2016-06-27,210.6
2016-06-28,208.04
2016-06-29,208.57
2016-06-30,208.44
2016-07-01,208.73
2016-07-05,208.83
2016-07-06,209.08
2016-07-07,210.05
2016-07-08,209.35
2016-07-11,208.7
2016-07-12,206.38
2016-07-13,205.19
2016-07-14,205.0
2016-07-15,204.71
2016-07-18,202.57
2016-07-19,202.28
2016-07-20,201.31
2016-07-21,200.7
2016-07-22,200.09
2016-07-25,198.59
2016-07-26,199.93
2016-07-27,199.08
2016-07-28,198.76
2016-07-29,197.57
2016-08-01,197.7
2016-08-02,198.4
2016-08-03,199.2
2016-08-04,199.26
2016-08-05,199.0
2016-08-08,199.17
2016-08-09,199.89
2016-08-10,200.87
2016-08-11,201.58
2016-08-12,201.19
2016-08-15,201.67
2016-08-16,201.84
2016-08-17,201.75
2016-08-18,200.86
2016-08-19,200.07
2016-08-22,201.14
2016-08-23,200.39
2016-08-24,200.32
2016-08-25,200.36
2016-08-26,199.48
2016-08-29,198.42
2016-08-30,196.62
2016-08-31,196.49
2016-09-01,195.74
2016-09-02,191.09
2016-09-05,204.04
2016-09-06,190.28
2016-09-07,190.65
2016-09-08,189.14
2016-09-09,187.9
2016-09-12,187.53
2016-09-13,186.62
2016-09-14,185.8
2016-09-15,186.27
2016-09-16,186.2
2016-09-19,185.55
2016-09-20,185.5
2016-09-21,187.17
2016-09-22,187.37
2016-09-23,186.81
2016-09-26,187.04
2016-09-27,188.22
2016-09-28,190.75
2016-09-29,189.77
2016-09-30,187.35
2016-10-03,186.62
2016-10-04,186.34
2016-10-05,184.1
2016-10-06,183.48
2016-10-07,183.07
2016-10-10,184.0
2016-10-11,183.18
2016-10-12,181.5
2016-10-13,181.6
2016-10-14,181.86
2016-10-17,182.55
2016-10-18,181.3
2016-10-19,178.44
2016-10-20,177.89
2016-10-21,179.78
2016-10-24,180.98
2016-10-25,182.07
2016-10-26,182.31
2016-10-27,181.54
2016-10-28,183.11
2016-10-31,184.76
2016-11-01,185.53
2016-11-02,187.44
2016-11-03,188.74
2016-11-04,188.7
2016-11-07,187.27
2016-11-08,185.34
2016-11-09,184.55
2016-11-10,185.59
2016-11-11,184.62
2016-11-14,183.92
2016-11-15,183.11
2016-11-16,182.6
2016-11-17,182.31
2016-11-18,182.95
2016-11-21,185.68
2016-11-22,185.22
2016-11-23,186.64
2016-11-25,187.64
2016-11-28,188.0
2016-11-29,189.56
2016-11-30,189.95
2016-12-01,190.51
2016-12-02,189.72
2016-12-05,191.39
2016-12-06,190.51
2016-12-07,188.94
2016-12-08,189.48
2016-12-09,188.94
2016-12-12,189.56
2016-12-13,191.73
2016-12-14,190.88
2016-12-15,193.46
2016-12-16,194.63
2016-12-19,195.39
2016-12-20,197.63
2016-12-21,197.25
2016-12-22,197.61
2016-12-23,198.27
2016-12-27,198.54
2016-12-28,201.84
2016-12-29,203.47
2016-12-30,203.33
2017-01-03,203.33
2017-01-04,203.65
2017-01-05,201.55
2017-01-06,198.81
2017-01-09,197.35
2017-01-10,193.38
2017-01-11,189.39
2017-01-12,189.1
2017-01-13,190.8
2017-01-16,191.39
2017-01-17,191.62
2017-01-18,193.22
2017-01-19,191.6
2017-01-20,190.42
2017-01-23,191.77
2017-01-24,191.74
2017-01-25,191.25
2017-01-26,193.0
2017-01-27,192.7
2017-01-30,193.35
2017-01-31,192.87
2017-02-01,193.75
2017-02-02,193.01
2017-02-03,191.4
2017-02-06,191.23
2017-02-07,189.96
2017-02-08,189.43
2017-02-09,188.71
2017-02-10,187.63
2017-02-13,188.26
2017-02-14,188.36
2017-02-15,188.34
2017-02-16,189.22
2017-02-17,190.49
2017-02-20,190.91
2017-02-21,191.81
2017-02-22,194.53
2017-02-23,196.19
2017-02-24,198.96
2017-02-27,201.48
2017-02-28,204.73
2017-03-01,206.68
2017-03-02,208.35
2017-03-03,208.07
2017-03-06,209.6
2017-03-07,212.0
2017-03-08,213.61
2017-03-09,215.56
2017-03-10,219.83
2017-03-13,220.55
2017-03-14,220.14
2017-03-15,221.32
2017-03-16,222.36
2017-03-17,223.43
2017-03-20,223.76
2017-03-21,224.93
2017-03-22,223.0
2017-03-23,222.28
2017-03-24,221.62
2017-03-27,219.91
2017-03-28,219.57
2017-03-29,216.92
2017-03-30,215.21
2017-03-31,214.12
2017-04-03,213.43
2017-04-04,211.69
2017-04-05,209.71
2017-04-06,207.9
2017-04-07,207.22
2017-04-10,207.46
2017-04-11,209.37
2017-04-12,210.13
2017-04-13,210.67
2017-04-14,212.08
2017-04-17,214.13
2017-04-18,215.99
2017-04-19,215.17
2017-04-20,215.72
2017-04-21,217.16
2017-04-24,218.67
2017-04-25,219.01
2017-04-26,219.18
2017-04-27,219.15
2017-04-28,221.78
2017-05-01,226.27
2017-05-02,229.45
2017-05-03,232.59
2017-05-04,235.58
2017-05-05,238.87
2017-05-08,241.44
2017-05-09,242.16
2017-05-10,244.58
2017-05-11,246.86
2017-05-12,247.69
2017-05-15,249.4
2017-05-16,249.88
2017-05-17,248.17
2017-05-18,247.21
2017-05-19,247.14
2017-05-22,247.88
2017-05-23,245.74
2017-05-24,246.08
2017-05-25,246.11
2017-05-26,245.6
2017-05-30,245.25
2017-05-31,245.54
2017-06-01,245.58
2017-06-02,245.24
2017-06-05,248.35
2017-06-06,250.45
2017-06-07,250.71
2017-06-08,250.39
2017-06-09,251.21
2017-06-12,252.52
2017-06-13,251.19
2017-06-14,251.03
2017-06-15,249.74
2017-06-16,249.84
2017-06-19,249.46
2017-06-20,246.99
2017-06-21,245.42
2017-06-22,242.88
2017-06-23,239.75
2017-06-26,238.57
2017-06-27,233.91
2017-06-28,229.43
2017-06-29,226.55
2017-06-30,224.73
2017-07-03,222.89
2017-07-05,222.58
2017-07-06,220.05
2017-07-07,218.84
2017-07-10,217.54
2017-07-11,215.24
2017-07-12,212.69
2017-07-13,209.85
2017-07-14,209.35
2017-07-17,209.05
2017-07-18,208.05
2017-07-19,207.73
2017-07-20,207.65
2017-07-21,206.91
2017-07-24,207.46
2017-07-25,207.62
2017-07-26,207.07
2017-07-27,206.43
2017-07-28,206.22
2017-07-31,205.75
2017-08-01,205.41
2017-08-02,205.06
2017-08-03,205.16
2017-08-04,203.61
2017-08-07,202.72
2017-08-08,202.25
2017-08-09,201.66
2017-08-10,200.63
2017-08-11,199.6
2017-08-14,198.92
2017-08-15,198.95
2017-08-16,197.51
2017-08-17,195.63
2017-08-18,194.29
2017-08-20,209.09
2017-08-21,193.09
2017-08-22,193.03
2017-08-23,192.33
2017-08-24,191.75
2017-08-25,191.32
2017-08-28,191.5
2017-08-29,191.77
2017-08-30,191.72
2017-08-31,191.91
2017-09-01,191.35
2017-09-05,192.45
2017-09-06,192.93
2017-09-07,192.13
2017-09-08,191.88
2017-09-11,191.56
2017-09-12,190.79
2017-09-13,190.4
2017-09-14,191.0
2017-09-15,191.42
2017-09-18,192.62
2017-09-19,192.11
2017-09-20,192.04
2017-09-21,191.51
2017-09-22,191.6
2017-09-25,193.96
2017-09-26,196.78
2017-09-27,195.3
2017-09-28,196.41
2017-09-29,196.62
2017-10-02,197.22
2017-10-03,197.87
2017-10-04,197.41
2017-10-05,197.25
2017-10-06,197.22
2017-10-08,205.08
2017-10-09,198.13
2017-10-10,197.4
2017-10-11,196.32
2017-10-12,197.44
2017-10-13,198.22
2017-10-16,198.81
2017-10-17,197.66
2017-10-18,197.26
2017-10-19,199.57
2017-10-20,199.86
2017-10-23,199.25
2017-10-24,200.13
2017-10-25,200.21
2017-10-26,202.37
2017-10-27,203.3
2017-10-30,203.32
2017-10-31,206.44
2017-11-01,207.39
2017-11-02,208.25
2017-11-03,208.74
2017-11-06,210.57
2017-11-07,212.64
2017-11-08,213.13
2017-11-09,212.74
2017-11-10,213.85
2017-11-13,212.81
2017-11-14,210.67
2017-11-15,210.13
2017-11-16,210.24
2017-11-17,207.24
2017-11-20,206.18
2017-11-21,208.63
2017-11-22,209.01
2017-11-24,210.99
2017-11-27,209.57
2017-11-28,208.63
2017-11-29,206.55
2017-11-30,204.64
2017-12-01,205.99
2017-12-04,208.19
2017-12-05,209.08
2017-12-06,206.4
2017-12-07,205.08
2017-12-08,205.59
2017-12-11,205.53
2017-12-12,204.06
2017-12-13,202.48
2017-12-14,201.04
2017-12-15,201.87
2017-12-18,203.15
2017-12-19,201.76
2017-12-20,198.09
2017-12-21,198.12
2017-12-22,199.56
2017-12-26,202.6
2017-12-27,201.6
2017-12-28,202.28
2017-12-29,202.9
2018-01-02,205.14
2018-01-03,208.62
2018-01-04,208.67
2018-01-05,209.51
2018-01-08,210.2
2018-01-09,210.49
2018-01-10,210.06
2018-01-11,209.07
2018-01-12,208.23
2018-01-15,208.03
2018-01-16,205.58
2018-01-17,205.3
2018-01-18,205.69
2018-01-19,204.86
2018-01-22,205.07
2018-01-23,206.85
2018-01-24,207.99
2018-01-25,206.77
2018-01-26,206.83
2018-01-29,209.11
2018-01-30,209.69
2018-01-31,210.06
2018-02-01,209.6
2018-02-02,209.1
2018-02-05,209.43
2018-02-06,208.43
2018-02-07,209.37
2018-02-08,208.53
2018-02-09,206.52
2018-02-12,208.24
2018-02-13,207.36
2018-02-14,207.81
2018-02-15,209.04
2018-02-16,209.88
2018-02-19,212.57
2018-02-20,215.92
2018-02-21,217.37
2018-02-22,218.4
2018-02-23,218.37
2018-02-26,219.52
2018-02-27,220.52
2018-02-28,221.03
2018-03-01,222.3
2018-03-02,222.52
2018-03-05,223.23
2018-03-06,223.35
2018-03-07,223.57
2018-03-08,223.88
2018-03-09,224.14
2018-03-12,223.9
2018-03-13,223.73
2018-03-14,224.11
2018-03-15,224.99
2018-03-16,225.59
2018-03-19,224.87
2018-03-20,223.35
2018-03-21,224.38
2018-03-22,225.21
2018-03-23,223.09
2018-03-26,222.53
2018-03-27,222.4
2018-03-28,221.62
2018-03-29,221.0
2018-03-30,221.04
2018-04-02,219.8
2018-04-03,219.68
2018-04-04,218.17
2018-04-05,215.09
2018-04-06,214.31
2018-04-08,215.04
2018-04-09,215.04
2018-04-10,213.51
2018-04-11,213.07
2018-04-12,212.48
2018-04-13,212.61
2018-04-16,211.79
2018-04-17,212.13
2018-04-18,211.64
2018-04-19,211.34
2018-04-20,211.98
2018-04-22,214.04
2018-04-23,215.11
2018-04-24,217.65
2018-04-25,218.53
2018-04-26,220.15
2018-04-27,221.74
2018-04-30,224.42
2018-05-01,226.43
2018-05-02,227.3
2018-05-03,227.56
2018-05-04,228.3
2018-05-07,229.14
2018-05-08,230.93
2018-05-09,230.96
2018-05-10,231.07
2018-05-11,230.97
2018-05-14,232.12
2018-05-15,231.64
2018-05-16,231.03
2018-05-17,232.68
2018-05-18,232.21
2018-05-21,230.82
2018-05-22,229.35
2018-05-23,230.08
2018-05-24,229.0
2018-05-25,227.43
2018-05-29,227.56
2018-05-30,228.68
2018-05-31,228.2
2018-06-01,227.53
2018-06-04,227.57
2018-06-05,227.58
2018-06-06,226.97
2018-06-07,226.41
2018-06-08,226.21
2018-06-11,225.13
2018-06-12,224.92
2018-06-13,223.9
2018-06-14,222.08
2018-06-15,221.59
2018-06-18,220.71
2018-06-19,219.7
2018-06-20,218.29
2018-06-21,217.41
2018-06-22,217.16
2018-06-25,217.69
2018-06-26,216.83
2018-06-27,215.3
2018-06-28,213.24
2018-06-29,211.96
2018-07-02,211.88
2018-07-03,210.26
2018-07-05,208.43
2018-07-06,208.03
2018-07-09,206.92
2018-07-10,207.32
2018-07-11,207.44
2018-07-12,206.58
2018-07-13,204.14
2018-07-16,203.76
2018-07-17,204.39
2018-07-18,204.8
2018-07-19,204.49
2018-07-20,204.17
2018-07-23,204.82
2018-07-24,204.65
2018-07-25,204.64
2018-07-26,204.91
2018-07-27,205.14
2018-07-29,269.24
2018-07-30,204.72
2018-07-31,204.27
2018-08-01,203.75
2018-08-02,203.8
2018-08-03,204.75
2018-08-06,205.68
2018-08-07,205.49
2018-08-08,205.73
2018-08-09,206.06
2018-08-10,206.61
2018-08-11,266.28
2018-08-13,208.43
2018-08-14,209.64
2018-08-15,209.95
2018-08-16,209.1
2018-08-17,211.38
2018-08-18,264.39
2018-08-20,213.98
2018-08-21,213.57
2018-08-22,214.04
2018-08-23,214.37
2018-08-24,213.32
2018-08-25,263.04
2018-08-27,213.63
2018-08-28,212.4
2018-08-29,212.68
2018-08-30,211.73
2018-08-31,209.69
2018-09-03,218.17
2018-09-04,210.82
2018-09-05,210.4
2018-09-06,208.75
2018-09-07,206.56
2018-09-10,206.3
2018-09-11,206.07
2018-09-12,204.79
2018-09-13,204.04
2018-09-14,204.27
2018-09-17,206.04
2018-09-18,205.29
2018-09-19,204.25
2018-09-20,204.52
2018-09-21,204.8
2018-09-24,206.16
2018-09-25,205.73
2018-09-26,204.85
2018-09-27,204.71
2018-09-28,203.88
2018-10-01,205.08
2018-10-02,204.89
2018-10-03,204.42
2018-10-04,203.86
2018-10-05,203.25
2018-10-08,203.21
2018-10-09,202.85
2018-10-10,202.11
2018-10-11,202.51
2018-10-12,202.71
2018-10-15,204.8
2018-10-16,204.61
2018-10-17,204.56
2018-10-18,206.82
2018-10-19,207.93
2018-10-22,209.28
2018-10-23,210.28
2018-10-24,211.39
2018-10-25,213.1
2018-10-26,213.47
2018-10-29,213.76
2018-10-30,215.6
2018-10-31,216.93
