zip_5,agg_level_desc,watershed_desc,watershed_code,class_desc,country_code,state_name,asd_desc,prodn_practice_desc,sector_desc,load_time,group_desc,domaincat_desc,commodity_desc,CV (%),statisticcat_desc,short_desc,source_desc,asd_code,country_name,county_ansi,state_alpha,reference_period_desc,state_fips_code,location_desc,congr_district_code,freq_desc,domain_desc,util_practice_desc,region_desc,unit_desc,year,begin_code,county_code,state_ansi,week_ending,county_name,Value,end_code
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2022-04-07 13:40:31.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #44,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2019,44,,,2019-11-02,,"225,039,000",44
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2022-04-07 13:40:31.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #45,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2019,45,,,2019-11-09,,"227,833,000",45
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2022-04-07 13:40:31.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #46,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2019,46,,,2019-11-16,,"236,755,000",46
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2022-04-07 13:40:31.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #47,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2019,47,,,2019-11-23,,"237,331,000",47
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2022-04-07 13:40:31.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #48,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2019,48,,,2019-11-30,,"237,789,000",48
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2022-04-07 13:40:31.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #49,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2019,49,,,2019-12-07,,"234,754,000",49
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2022-04-07 13:40:31.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #50,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2019,50,,,2019-12-14,,"237,328,000",50
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2022-04-07 13:40:31.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #51,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2019,51,,,2019-12-21,,"239,207,000",51
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2022-04-07 13:40:31.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #52,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2019,52,,,2019-12-28,,"238,698,000",52
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2021-04-29 15:04:26.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,YEAR,99,US TOTAL,,ANNUAL,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,00,,,,,"11,755,852,000",00
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #01,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,01,,,2018-01-06,,"225,565,000",01
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #02,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,02,,,2018-01-13,,"225,064,000",02
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #03,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,03,,,2018-01-20,,"223,299,000",03
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #04,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,04,,,2018-01-27,,"224,770,000",04
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #05,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,05,,,2018-02-03,,"227,393,000",05
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #06,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,06,,,2018-02-10,,"226,088,000",06
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #07,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,07,,,2018-02-17,,"227,836,000",07
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #08,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,08,,,2018-02-24,,"228,313,000",08
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #09,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,09,,,2018-03-03,,"228,392,000",09
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #10,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,10,,,2018-03-10,,"228,382,000",10
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #11,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,11,,,2018-03-17,,"228,354,000",11
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #12,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,12,,,2018-03-24,,"226,918,000",12
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #13,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,13,,,2018-03-31,,"228,250,000",13
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #14,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,14,,,2018-04-07,,"228,674,000",14
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #15,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,15,,,2018-04-14,,"230,010,000",15
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #16,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,16,,,2018-04-21,,"230,671,000",16
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #17,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,17,,,2018-04-28,,"230,694,000",17
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #18,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,18,,,2018-05-05,,"231,118,000",18
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #19,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,19,,,2018-05-12,,"229,998,000",19
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #20,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,20,,,2018-05-19,,"232,203,000",20
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #21,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,21,,,2018-05-26,,"231,081,000",21
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #22,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,22,,,2018-06-02,,"233,560,000",22
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #23,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,23,,,2018-06-09,,"231,367,000",23
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #24,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,24,,,2018-06-16,,"230,161,000",24
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #25,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,25,,,2018-06-23,,"230,691,000",25
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #26,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,26,,,2018-06-30,,"228,658,000",26
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #27,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,27,,,2018-07-07,,"231,250,000",27
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #28,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,28,,,2018-07-14,,"228,541,000",28
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #29,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,29,,,2018-07-21,,"229,789,000",29
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #30,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,30,,,2018-07-28,,"229,081,000",30
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #31,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,31,,,2018-08-04,,"229,673,000",31
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #32,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,32,,,2018-08-11,,"227,319,000",32
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #33,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,33,,,2018-08-18,,"226,409,000",33
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #34,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,34,,,2018-08-25,,"225,164,000",34
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #35,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,35,,,2018-09-01,,"220,795,000",35
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #36,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,36,,,2018-09-08,,"216,813,000",36
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #37,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,37,,,2018-09-15,,"212,497,000",37
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #38,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,38,,,2018-09-22,,"220,799,000",38
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2020-04-07 15:20:11.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #39,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,39,,,2018-09-29,,"214,197,000",39
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2021-04-07 16:05:18.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #40,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,40,,,2018-10-06,,"216,609,000",40
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2021-04-07 16:05:18.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #41,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,41,,,2018-10-13,,"216,474,000",41
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2021-04-07 16:05:18.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #42,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,42,,,2018-10-20,,"215,040,000",42
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2021-04-07 16:05:18.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #43,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,43,,,2018-10-27,,"217,655,000",43
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2021-04-07 16:05:18.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #44,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,44,,,2018-11-03,,"214,874,000",44
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2021-04-07 16:05:18.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #45,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,45,,,2018-11-10,,"221,678,000",45
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2021-04-07 16:05:18.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #46,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,46,,,2018-11-17,,"228,058,000",46
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2021-04-07 16:05:18.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #47,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,47,,,2018-11-24,,"228,298,000",47
,NATIONAL,,00000000,BROILERS,9000,US TOTAL,,ALL PRODUCTION PRACTICES,ANIMALS & PRODUCTS,2021-04-07 16:05:18.000,POULTRY,NOT SPECIFIED,CHICKENS,,EGGS SET,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",SURVEY,,UNITED STATES,,US,WEEK #48,99,US TOTAL,,WEEKLY,TOTAL,ALL UTILIZATION PRACTICES,,EGGS,2018,48,,,2018-12-01,,"235,953,000",48
