DATE,GLOBAL_RICE_PRICE
2012-02-01,13.74
2012-02-02,13.64
2012-02-03,13.875
2012-02-06,13.94
2012-02-07,14.105
2012-02-08,14.205
2012-02-09,14.08
2012-02-10,13.715
2012-02-13,14.135
2012-02-14,14.385
2012-02-15,14.345
2012-02-16,14.3
2012-02-17,14.135
2012-02-21,13.83
2012-02-22,13.92
2012-02-23,13.965
2012-02-24,14.205
2012-02-27,14.2
2012-02-28,14.17
2012-02-29,14.205
2012-03-01,14.0
2012-03-02,14.265
2012-03-05,14.105
2012-03-06,14.015
2012-03-07,14.0
2012-03-08,13.715
2012-03-09,13.93
2012-03-12,14.13
2012-03-13,14.125
2012-03-14,13.955
2012-03-15,14.32
2012-03-16,14.535
2012-03-19,14.605
2012-03-20,14.365
2012-03-21,14.345
2012-03-22,14.405
2012-03-23,14.6
2012-03-26,14.805
2012-03-27,15.095
2012-03-28,14.74
2012-03-29,14.9
2012-03-30,14.765
2012-04-02,14.885
2012-04-03,14.93
2012-04-04,14.905
2012-04-05,15.045
2012-04-09,14.875
2012-04-10,14.865
2012-04-11,14.935
2012-04-12,15.365
2012-04-13,15.31
2012-04-16,15.43
2012-04-17,15.57
2012-04-18,15.48
2012-04-19,15.34
2012-04-20,15.505
2012-04-23,15.67
2012-04-24,15.665
2012-04-25,15.745
2012-04-26,15.42
2012-04-27,14.985
2012-04-30,14.865
2012-05-01,14.755
2012-05-02,14.595
2012-05-03,14.935
2012-05-04,14.955
2012-05-07,14.965
2012-05-08,15.065
2012-05-09,15.16
2012-05-10,15.555
2012-05-11,15.485
2012-05-14,15.485
2012-05-15,15.475
2012-05-16,15.115
2012-05-17,15.265
2012-05-18,15.175
2012-05-21,15.43
2012-05-22,15.245
2012-05-23,15.07
2012-05-24,14.895
2012-05-25,14.505
2012-05-29,14.25
2012-05-30,14.265
2012-05-31,14.225
2012-06-01,14.04
2012-06-04,13.76
2012-06-05,13.8
2012-06-06,14.065
2012-06-07,14.225
2012-06-08,14.05
2012-06-11,14.055
2012-06-12,14.1
2012-06-13,13.895
2012-06-14,13.97
2012-06-15,13.92
2012-06-18,14.05
2012-06-19,14.495
2012-06-20,14.495
2012-06-21,14.335
2012-06-22,14.47
2012-06-25,14.685
2012-06-26,14.77
2012-06-27,14.74
2012-06-28,14.565
2012-06-29,14.19
2012-07-02,14.39
2012-07-03,14.715
2012-07-05,14.86
2012-07-06,14.765
2012-07-09,14.955
2012-07-10,15.15
2012-07-11,14.825
2012-07-12,14.72
2012-07-13,14.86
2012-07-16,15.64
2012-07-17,15.555
2012-07-18,15.535
2012-07-19,15.495
2012-07-20,15.535
2012-07-23,15.45
2012-07-24,15.18
2012-07-25,15.565
2012-07-26,15.38
2012-07-27,15.6
2012-07-30,15.835
2012-07-31,15.615
2012-08-01,15.585
2012-08-02,15.875
2012-08-03,15.975
2012-08-06,15.95
2012-08-07,15.745
2012-08-08,15.685
2012-08-09,15.92
2012-08-10,15.945
2012-08-13,15.655
2012-08-14,15.29
2012-08-15,15.165
2012-08-16,15.32
2012-08-17,15.42
2012-08-20,15.595
2012-08-21,15.72
2012-08-22,15.585
2012-08-23,15.42
2012-08-24,15.41
2012-08-27,15.31
2012-08-28,15.385
2012-08-29,15.225
2012-08-30,15.035
2012-08-31,15.01
2012-09-04,14.92
2012-09-05,14.675
2012-09-06,14.38
2012-09-07,14.715
2012-09-10,14.535
2012-09-11,14.49
2012-09-12,14.72
2012-09-13,14.87
2012-09-14,15.1
2012-09-17,15.29
2012-09-18,14.945
2012-09-19,15.12
2012-09-20,15.19
2012-09-21,15.24
2012-09-24,15.185
2012-09-25,14.885
2012-09-26,15.0
2012-09-27,15.165
2012-09-28,15.475
2012-10-01,15.24
2012-10-02,15.37
2012-10-03,15.24
2012-10-04,15.37
2012-10-05,15.105
2012-10-08,15.365
2012-10-09,15.23
2012-10-10,15.025
2012-10-11,14.975
2012-10-12,15.025
2012-10-15,15.01
2012-10-16,14.87
2012-10-17,15.135
2012-10-18,14.925
2012-10-19,15.02
2012-10-22,14.9
2012-10-23,14.98
2012-10-24,15.055
2012-10-25,14.915
2012-10-26,14.795
2012-10-29,14.73
2012-10-30,14.765
2012-10-31,14.83
2012-11-01,14.765
2012-11-02,14.71
2012-11-05,14.86
2012-11-06,15.035
2012-11-07,14.935
2012-11-08,14.77
2012-11-09,14.94
2012-11-12,14.625
2012-11-13,14.515
2012-11-14,14.38
2012-11-15,14.865
2012-11-16,14.845
2012-11-19,14.845
2012-11-20,14.925
2012-11-21,14.83
2012-11-23,15.035
2012-11-26,14.92
2012-11-27,15.085
2012-11-28,15.19
2012-11-29,15.11
2012-11-30,15.27
2012-12-03,15.375
2012-12-04,15.41
2012-12-05,15.555
2012-12-06,15.31
2012-12-07,15.265
2012-12-10,15.45
2012-12-11,15.52
2012-12-12,15.345
2012-12-13,15.5
2012-12-14,15.42
2012-12-17,15.205
2012-12-18,15.155
2012-12-19,15.195
2012-12-20,15.275
2012-12-21,15.205
2012-12-24,15.345
2012-12-26,15.15
2012-12-27,14.995
2012-12-28,14.955
2012-12-31,14.86
2013-01-02,14.755
2013-01-03,14.78
2013-01-04,15.03
2013-01-07,14.975
2013-01-08,14.96
2013-01-09,15.0
2013-01-10,14.87
2013-01-11,15.035
2013-01-14,14.85
2013-01-15,15.06
2013-01-16,15.15
2013-01-17,15.24
2013-01-18,15.16
2013-01-22,15.4
2013-01-23,15.305
2013-01-24,15.285
2013-01-25,15.48
2013-01-28,15.35
2013-01-29,15.525
2013-01-30,15.4
2013-01-31,15.505
2013-02-01,15.56
2013-02-04,15.91
2013-02-05,16.15
2013-02-06,16.2
2013-02-07,16.12
2013-02-08,16.345
2013-02-11,15.845
2013-02-12,15.66
2013-02-13,15.855
2013-02-14,15.72
2013-02-15,15.835
2013-02-19,15.92
2013-02-20,16.025
2013-02-21,15.835
2013-02-22,15.585
2013-02-25,15.42
2013-02-26,15.48
2013-02-27,15.475
2013-02-28,15.5
2013-03-01,15.53
2013-03-04,15.335
2013-03-05,15.13
2013-03-06,15.095
2013-03-07,15.16
2013-03-08,15.125
2013-03-11,15.0
2013-03-12,15.015
2013-03-13,14.565
2013-03-14,14.415
2013-03-15,14.68
2013-03-18,14.54
2013-03-19,14.72
2013-03-20,14.655
2013-03-21,14.785
2013-03-22,14.9
2013-03-25,14.925
2013-03-26,14.995
2013-03-27,15.33
2013-03-28,15.36
2013-04-01,15.265
2013-04-02,15.765
2013-04-03,15.65
2013-04-04,15.665
2013-04-05,15.495
2013-04-08,15.58
2013-04-09,15.705
2013-04-10,15.675
2013-04-11,15.765
2013-04-12,15.82
2013-04-15,15.44
2013-04-16,15.605
2013-04-17,15.53
2013-04-18,15.375
2013-04-19,15.23
2013-04-22,15.105
2013-04-23,15.065
2013-04-24,14.905
2013-04-25,14.855
2013-04-26,14.8
2013-04-29,14.66
2013-04-30,14.855
2013-05-01,15.02
2013-05-02,15.025
2013-05-03,15.2
2013-05-06,15.315
2013-05-07,15.25
2013-05-08,15.075
2013-05-09,15.285
2013-05-10,15.195
2013-05-13,15.355
2013-05-14,15.26
2013-05-15,15.23
2013-05-16,15.28
2013-05-17,15.235
2013-05-20,15.175
2013-05-21,15.18
2013-05-22,15.34
2013-05-23,15.555
2013-05-24,15.715
2013-05-28,15.32
2013-05-29,15.46
2013-05-30,15.165
2013-05-31,15.295
2013-06-03,15.46
2013-06-04,15.52
2013-06-05,15.78
2013-06-06,15.855
2013-06-07,15.855
2013-06-10,16.0
2013-06-11,16.14
2013-06-12,16.285
2013-06-13,16.565
2013-06-14,16.505
2013-06-17,16.325
2013-06-18,16.285
2013-06-19,16.28
2013-06-20,15.975
2013-06-21,15.91
2013-06-24,15.615
2013-06-25,15.57
2013-06-26,15.645
2013-06-27,15.5
2013-06-28,15.74
2013-07-01,15.75
2013-07-02,15.46
2013-07-03,15.39
2013-07-05,15.175
2013-07-08,15.025
2013-07-09,15.415
2013-07-10,15.51
2013-07-11,15.6
2013-07-12,15.5
2013-07-15,15.17
2013-07-16,15.26
2013-07-17,15.28
2013-07-18,15.39
2013-07-19,15.555
2013-07-22,15.405
2013-07-23,15.77
2013-07-24,15.925
2013-07-25,15.745
2013-07-26,15.885
2013-07-29,15.84
2013-07-30,15.895
2013-07-31,15.825
2013-08-01,15.855
2013-08-02,15.8
2013-08-05,15.76
2013-08-06,15.695
2013-08-07,15.345
2013-08-08,15.28
2013-08-09,15.19
2013-08-12,15.015
2013-08-13,15.06
2013-08-14,15.26
2013-08-15,15.4
2013-08-16,15.56
2013-08-19,15.505
2013-08-20,15.78
2013-08-21,15.6
2013-08-22,15.605
2013-08-23,15.775
2013-08-26,16.24
2013-08-27,16.435
2013-08-28,16.61
2013-08-29,15.65
2013-08-30,15.805
2013-09-03,15.79
2013-09-04,15.685
2013-09-05,15.695
2013-09-06,15.45
2013-09-09,15.33
2013-09-10,15.425
2013-09-11,15.66
2013-09-12,15.605
2013-09-13,16.145
2013-09-16,15.565
2013-09-17,15.53
2013-09-18,15.61
2013-09-19,15.68
2013-09-20,15.545
2013-09-23,15.535
2013-09-24,15.485
2013-09-25,15.48
2013-09-26,15.32
2013-09-27,15.4
2013-09-30,15.13
2013-10-01,14.975
2013-10-02,14.975
2013-10-03,14.9
2013-10-04,14.87
2013-10-07,14.825
2013-10-08,14.755
2013-10-09,15.125
2013-10-10,15.23
2013-10-11,15.115
2013-10-14,15.155
2013-10-15,15.48
2013-10-16,15.445
2013-10-17,15.45
2013-10-18,15.29
2013-10-21,15.26
2013-10-22,15.285
2013-10-23,15.46
2013-10-24,15.535
2013-10-25,15.54
2013-10-28,15.36
2013-10-29,15.58
2013-10-30,15.255
2013-10-31,15.025
2013-11-01,15.195
2013-11-04,15.23
2013-11-05,15.355
2013-11-06,15.545
2013-11-07,15.68
2013-11-08,15.845
2013-11-11,15.78
2013-11-12,15.68
2013-11-13,15.75
2013-11-14,15.975
2013-11-15,15.765
2013-11-18,15.845
2013-11-19,15.84
2013-11-20,15.685
2013-11-21,15.81
2013-11-22,15.715
2013-11-25,15.805
2013-11-26,15.74
2013-11-27,15.835
2013-11-29,15.96
2013-12-02,15.9
2013-12-03,15.93
2013-12-04,15.905
2013-12-05,15.655
2013-12-06,15.545
2013-12-09,15.51
2013-12-10,15.56
2013-12-11,15.475
2013-12-12,15.46
2013-12-13,15.545
2013-12-16,15.55
2013-12-17,15.485
2013-12-18,15.265
2013-12-19,15.36
2013-12-20,15.5
2013-12-23,15.4
2013-12-24,15.5
2013-12-26,15.44
2013-12-27,15.45
2013-12-30,15.44
2013-12-31,15.51
2014-01-02,15.775
2014-01-03,15.76
2014-01-06,15.785
2014-01-07,15.575
2014-01-08,15.64
2014-01-09,15.61
2014-01-10,15.57
2014-01-13,15.535
2014-01-14,15.575
2014-01-15,15.64
2014-01-16,15.58
2014-01-17,15.6
2014-01-21,15.45
2014-01-22,15.505
2014-01-23,15.43
2014-01-24,15.425
2014-01-27,15.48
2014-01-28,15.52
2014-01-29,15.45
2014-01-30,15.425
2014-01-31,15.4
2014-02-03,15.3
2014-02-04,15.36
2014-02-05,15.32
2014-02-06,15.385
2014-02-07,15.34
2014-02-10,15.545
2014-02-11,15.53
2014-02-12,15.625
2014-02-13,15.71
2014-02-14,15.585
2014-02-18,15.855
2014-02-19,15.795
2014-02-20,15.76
2014-02-21,15.715
2014-02-24,16.045
2014-02-25,15.75
2014-02-26,15.61
2014-02-27,15.415
2014-02-28,15.375
2014-03-03,15.11
2014-03-04,15.26
2014-03-05,15.07
2014-03-06,15.21
2014-03-07,15.24
2014-03-10,15.05
2014-03-11,15.22
2014-03-12,15.185
2014-03-13,15.155
2014-03-14,15.12
2014-03-17,15.505
2014-03-18,15.4
2014-03-19,15.52
2014-03-20,15.555
2014-03-21,15.425
2014-03-24,15.52
2014-03-25,15.335
2014-03-26,15.39
2014-03-27,15.47
2014-03-28,15.51
2014-03-31,15.6
2014-04-01,15.69
2014-04-02,15.655
2014-04-03,15.7
2014-04-04,15.76
2014-04-07,15.59
2014-04-08,15.575
2014-04-09,15.505
2014-04-10,15.635
2014-04-11,15.655
2014-04-14,15.42
2014-04-15,15.41
2014-04-16,15.385
2014-04-17,15.36
2014-04-21,15.19
2014-04-22,15.19
2014-04-23,15.24
2014-04-24,15.405
2014-04-25,15.42
2014-04-28,15.45
2014-04-29,15.625
2014-04-30,15.615
2014-05-01,15.645
2014-05-02,15.5
2014-05-05,15.525
2014-05-06,15.565
2014-05-07,15.405
2014-05-08,15.31
2014-05-09,15.3
2014-05-12,15.28
2014-05-13,15.23
2014-05-14,15.205
2014-05-15,15.38
2014-05-16,15.4
2014-05-19,15.325
2014-05-20,15.3
2014-05-21,15.27
2014-05-22,15.32
2014-05-23,15.245
2014-05-27,15.09
2014-05-28,15.05
2014-05-29,15.025
2014-05-30,14.985
2014-06-02,14.865
2014-06-03,14.55
2014-06-04,14.225
2014-06-05,14.08
2014-06-06,14.175
2014-06-09,14.145
2014-06-10,14.035
2014-06-11,14.125
2014-06-12,14.42
2014-06-13,14.51
2014-06-16,14.665
2014-06-17,14.65
2014-06-18,14.785
2014-06-19,14.69
2014-06-20,14.635
2014-06-23,14.625
2014-06-24,14.79
2014-06-25,14.84
2014-06-26,14.73
2014-06-27,14.59
2014-06-30,14.54
2014-07-01,14.5
2014-07-02,14.66
2014-07-03,14.55
2014-07-07,14.615
2014-07-08,14.845
2014-07-09,14.6
2014-07-10,14.6
2014-07-11,14.5
2014-07-14,14.38
2014-07-15,12.87
2014-07-16,12.99
2014-07-17,13.28
2014-07-18,13.125
2014-07-21,12.98
2014-07-22,13.165
2014-07-23,13.12
2014-07-24,13.085
2014-07-25,12.94
2014-07-28,12.925
2014-07-29,13.13
2014-07-30,12.97
2014-07-31,12.985
2014-08-01,12.79
2014-08-04,12.825
2014-08-05,12.675
2014-08-06,12.625
2014-08-07,12.735
2014-08-08,12.66
2014-08-11,12.625
2014-08-12,12.65
2014-08-13,12.655
2014-08-14,12.855
2014-08-15,12.905
2014-08-18,13.145
2014-08-19,13.12
2014-08-20,13.11
2014-08-21,12.825
2014-08-22,12.825
2014-08-25,12.97
2014-08-26,12.855
2014-08-27,12.795
2014-08-28,12.685
2014-08-29,12.585
2014-09-02,12.525
2014-09-03,12.425
2014-09-04,12.4
2014-09-05,12.375
2014-09-08,12.32
2014-09-09,12.25
2014-09-10,12.22
2014-09-11,12.325
2014-09-12,12.55
2014-09-15,12.76
2014-09-16,12.715
2014-09-17,12.51
2014-09-18,12.62
2014-09-19,12.7
2014-09-22,12.55
2014-09-23,12.66
2014-09-24,12.73
2014-09-25,12.705
2014-09-26,12.815
2014-09-29,12.735
2014-09-30,12.745
2014-10-01,12.64
2014-10-02,12.555
2014-10-03,12.585
2014-10-06,12.705
2014-10-07,12.74
2014-10-08,12.625
2014-10-09,12.595
2014-10-10,12.585
2014-10-13,12.63
2014-10-14,12.72
2014-10-15,12.59
2014-10-16,12.51
2014-10-17,12.545
2014-10-20,12.5
2014-10-21,12.555
2014-10-22,12.53
2014-10-23,12.365
2014-10-24,12.405
2014-10-27,12.235
2014-10-28,12.055
2014-10-29,12.13
2014-10-30,11.91
2014-10-31,12.005
2014-11-03,12.055
2014-11-04,12.165
2014-11-05,12.155
2014-11-06,11.84
2014-11-07,11.87
2014-11-10,11.725
2014-11-11,11.62
2014-11-12,11.785
2014-11-13,11.715
2014-11-14,11.73
2014-11-17,11.91
2014-11-18,12.0
2014-11-19,12.405
2014-11-20,12.58
2014-11-21,12.595
2014-11-24,12.445
2014-11-25,12.37
2014-11-26,12.28
2014-11-28,12.335
2014-12-01,12.14
2014-12-02,12.185
2014-12-03,12.14
2014-12-04,12.12
2014-12-05,12.065
2014-12-08,12.045
2014-12-09,12.29
2014-12-10,12.26
2014-12-11,12.085
2014-12-12,12.35
2014-12-15,12.43
2014-12-16,12.08
2014-12-17,12.115
2014-12-18,12.11
2014-12-19,12.31
2014-12-22,12.16
2014-12-23,12.185
2014-12-24,12.125
2014-12-26,12.165
2014-12-29,11.82
2014-12-30,11.64
2014-12-31,11.49
2015-01-02,11.29
2015-01-05,11.33
2015-01-06,11.36
2015-01-07,11.41
2015-01-08,11.295
2015-01-09,11.325
2015-01-12,11.245
2015-01-13,11.24
2015-01-14,10.985
2015-01-15,11.33
2015-01-16,11.325
2015-01-20,11.265
2015-01-21,11.37
2015-01-22,11.16
2015-01-23,11.01
2015-01-26,10.885
2015-01-27,10.97
2015-01-28,10.735
2015-01-29,10.86
2015-01-30,10.57
2015-02-02,10.305
2015-02-03,10.385
2015-02-04,10.25
2015-02-05,10.45
2015-02-06,10.74
2015-02-09,10.435
2015-02-10,10.235
2015-02-11,10.38
2015-02-12,10.33
2015-02-13,10.525
2015-02-17,10.68
2015-02-18,10.87
2015-02-19,10.8
2015-02-20,10.79
2015-02-23,10.465
2015-02-24,10.445
2015-02-25,10.495
2015-02-26,10.385
2015-02-27,10.47
2015-03-02,10.535
2015-03-03,10.36
2015-03-04,10.465
2015-03-05,10.35
2015-03-06,10.235
2015-03-09,10.305
2015-03-10,10.29
2015-03-11,10.505
2015-03-12,10.47
2015-03-13,10.435
2015-03-16,10.525
2015-03-17,10.625
2015-03-18,11.045
2015-03-19,10.925
2015-03-20,10.92
2015-03-23,11.03
2015-03-24,11.125
2015-03-25,10.96
2015-03-26,11.11
2015-03-27,10.99
2015-03-30,11.12
2015-03-31,10.875
2015-04-01,10.78
2015-04-02,10.865
2015-04-06,10.825
2015-04-07,10.68
2015-04-08,10.575
2015-04-09,10.4
2015-04-10,10.26
2015-04-13,10.105
2015-04-14,10.21
2015-04-15,10.095
2015-04-16,9.965
2015-04-17,9.905
2015-04-20,9.775
2015-04-21,9.98
2015-04-22,10.155
2015-04-23,10.06
2015-04-24,9.98
2015-04-27,9.855
2015-04-28,9.965
2015-04-29,10.16
2015-04-30,10.03
2015-05-01,9.95
2015-05-04,9.85
2015-05-05,9.72
2015-05-06,9.545
2015-05-07,9.465
2015-05-08,9.505
2015-05-11,9.38
2015-05-12,9.22
2015-05-13,9.22
2015-05-14,9.365
2015-05-15,9.575
2015-05-18,9.795
2015-05-19,9.65
2015-05-20,9.57
2015-05-21,9.615
2015-05-22,9.43
2015-05-26,9.42
2015-05-27,9.43
2015-05-28,9.51
2015-05-29,9.51
2015-06-01,9.65
2015-06-02,9.775
2015-06-03,9.865
2015-06-04,9.925
2015-06-05,9.805
2015-06-08,9.945
2015-06-09,9.98
2015-06-10,9.87
2015-06-11,9.795
2015-06-12,9.68
2015-06-15,9.775
2015-06-16,9.8
2015-06-17,9.73
2015-06-18,9.815
2015-06-19,9.72
2015-06-22,9.845
2015-06-23,9.835
2015-06-24,10.125
2015-06-25,10.045
2015-06-26,9.96
2015-06-29,9.79
2015-06-30,10.165
2015-07-01,10.355
2015-07-02,10.38
2015-07-06,10.565
2015-07-07,10.645
2015-07-08,10.765
2015-07-09,10.815
2015-07-10,10.855
2015-07-13,10.705
2015-07-14,10.905
2015-07-15,11.06
2015-07-16,10.96
2015-07-17,10.92
2015-07-20,10.89
2015-07-21,11.005
2015-07-22,11.12
2015-07-23,11.11
2015-07-24,11.045
2015-07-27,10.96
2015-07-28,10.98
2015-07-29,11.2
2015-07-30,11.435
2015-07-31,11.515
2015-08-03,11.395
2015-08-04,11.455
2015-08-05,11.54
2015-08-06,11.44
2015-08-07,11.43
2015-08-10,11.86
2015-08-11,11.79
2015-08-12,11.71
2015-08-13,11.9
2015-08-14,11.82
2015-08-17,11.995
2015-08-18,11.84
2015-08-19,11.9
2015-08-20,11.635
2015-08-21,11.65
2015-08-24,11.395
2015-08-25,11.345
2015-08-26,11.31
2015-08-27,11.3
2015-08-28,11.59
2015-08-31,11.88
2015-09-01,11.595
2015-09-02,11.69
2015-09-03,11.795
2015-09-04,11.85
2015-09-08,12.01
2015-09-09,12.215
2015-09-10,12.435
2015-09-11,12.6
2015-09-14,12.785
2015-09-15,12.97
2015-09-16,12.865
2015-09-17,12.895
2015-09-18,12.95
2015-09-21,12.805
2015-09-22,12.745
2015-09-23,12.91
2015-09-24,13.015
2015-09-25,13.27
2015-09-28,13.34
2015-09-29,13.325
2015-09-30,13.2
2015-10-01,13.3
2015-10-02,13.25
2015-10-05,13.4
2015-10-06,13.365
2015-10-07,13.325
2015-10-08,12.99
2015-10-09,12.995
2015-10-12,12.885
2015-10-13,12.595
2015-10-14,12.145
2015-10-15,12.28
2015-10-16,12.11
2015-10-19,12.105
2015-10-20,12.175
2015-10-21,12.26
2015-10-22,12.135
2015-10-23,11.855
2015-10-26,11.655
2015-10-27,11.6
2015-10-28,11.4
2015-10-29,11.535
2015-10-30,11.61
2015-11-02,11.885
2015-11-03,11.895
2015-11-04,12.17
2015-11-05,12.19
2015-11-06,12.185
2015-11-09,11.795
2015-11-10,11.635
2015-11-11,11.635
2015-11-12,12.11
2015-11-13,11.96
2015-11-16,11.84
2015-11-17,12.065
2015-11-18,11.84
2015-11-19,11.845
2015-11-20,12.13
2015-11-23,12.105
2015-11-24,12.19
2015-11-25,12.13
2015-11-27,11.955
2015-11-30,11.905
2015-12-01,11.715
2015-12-02,11.395
2015-12-03,11.235
2015-12-04,11.18
2015-12-07,10.875
2015-12-08,10.97
2015-12-09,11.005
2015-12-10,11.11
2015-12-11,11.055
2015-12-14,10.985
2015-12-15,10.9
2015-12-16,10.955
2015-12-17,11.11
2015-12-18,11.08
2015-12-21,10.95
2015-12-22,10.835
2015-12-23,10.9
2015-12-24,10.82
2015-12-28,11.06
2015-12-29,11.665
2015-12-30,11.54
2015-12-31,11.565
2016-01-04,11.51
2016-01-05,11.67
2016-01-06,11.575
2016-01-07,11.385
2016-01-08,11.615
2016-01-11,11.54
2016-01-12,11.49
2016-01-13,11.075
2016-01-14,10.855
2016-01-15,10.665
2016-01-19,10.875
2016-01-20,10.84
2016-01-21,10.98
2016-01-22,10.96
2016-01-25,11.01
2016-01-26,11.075
2016-01-27,11.265
2016-01-28,11.31
2016-01-29,11.35
2016-02-01,11.005
2016-02-02,11.175
2016-02-03,11.135
2016-02-04,11.05
2016-02-05,11.12
2016-02-08,10.92
2016-02-09,10.76
2016-02-10,11.13
2016-02-11,11.015
2016-02-12,10.765
2016-02-16,10.84
2016-02-17,11.04
2016-02-18,10.86
2016-02-19,11.02
2016-02-22,10.705
2016-02-23,10.595
2016-02-24,10.66
2016-02-25,10.435
2016-02-26,10.39
2016-02-29,10.495
2016-03-01,10.37
2016-03-02,10.24
2016-03-03,10.26
2016-03-04,10.265
2016-03-07,10.455
2016-03-08,10.295
2016-03-09,10.14
2016-03-10,10.105
2016-03-11,10.095
2016-03-14,10.105
2016-03-15,10.37
2016-03-16,10.485
2016-03-17,10.545
2016-03-18,10.45
2016-03-21,10.375
2016-03-22,10.405
2016-03-23,10.305
2016-03-24,10.265
2016-03-28,10.19
2016-03-29,10.065
2016-03-30,10.03
2016-03-31,9.69
2016-04-01,9.755
2016-04-04,9.8
2016-04-05,9.79
2016-04-06,9.745
2016-04-07,9.85
2016-04-08,9.95
2016-04-11,9.845
2016-04-12,9.785
2016-04-13,9.89
2016-04-14,10.22
2016-04-15,10.315
2016-04-18,10.26
2016-04-19,10.36
2016-04-20,10.65
2016-04-21,10.665
2016-04-22,10.49
2016-04-25,10.835
2016-04-26,10.95
2016-04-27,10.835
2016-04-28,10.735
2016-04-29,10.84
2016-05-02,11.06
2016-05-03,11.17
2016-05-04,11.175
2016-05-05,11.12
2016-05-06,11.21
2016-05-09,10.99
2016-05-10,11.17
2016-05-11,11.265
2016-05-12,11.595
2016-05-13,11.485
2016-05-16,11.93
2016-05-17,12.11
2016-05-18,12.145
2016-05-19,11.845
2016-05-20,11.77
2016-05-23,11.615
2016-05-24,11.57
2016-05-25,11.235
2016-05-26,11.06
2016-05-27,10.765
2016-05-31,10.94
2016-06-01,10.995
2016-06-02,11.37
2016-06-03,11.37
2016-06-06,11.705
2016-06-07,11.74
2016-06-08,11.53
2016-06-09,11.32
2016-06-10,11.355
2016-06-13,11.315
2016-06-14,11.295
2016-06-15,11.615
2016-06-16,11.31
2016-06-17,11.295
2016-06-20,11.105
2016-06-21,11.03
2016-06-22,10.985
2016-06-23,10.81
2016-06-24,10.76
2016-06-27,10.845
2016-06-28,10.675
2016-06-29,10.645
2016-06-30,10.505
2016-07-01,10.365
2016-07-05,10.285
2016-07-06,10.565
2016-07-07,10.97
2016-07-08,10.69
2016-07-11,10.75
2016-07-12,10.735
2016-07-13,10.485
2016-07-14,10.375
2016-07-15,10.52
2016-07-18,10.76
2016-07-19,10.785
2016-07-20,10.81
2016-07-21,10.61
2016-07-22,10.405
2016-07-25,10.36
2016-07-26,10.025
2016-07-27,9.825
2016-07-28,9.77
2016-07-29,9.94
2016-08-01,9.685
2016-08-02,9.565
2016-08-03,9.545
2016-08-04,9.325
2016-08-05,9.305
2016-08-08,9.66
2016-08-09,9.7
2016-08-10,9.52
2016-08-11,9.315
2016-08-12,9.655
2016-08-15,10.245
2016-08-16,10.435
2016-08-17,10.225
2016-08-18,10.22
2016-08-19,10.255
2016-08-22,10.475
2016-08-23,10.305
2016-08-24,10.08
2016-08-25,9.785
2016-08-26,9.73
2016-08-29,9.47
2016-08-30,9.28
2016-08-31,9.195
2016-09-01,9.205
2016-09-02,9.56
2016-09-06,9.385
2016-09-07,9.335
2016-09-08,9.305
2016-09-09,9.29
2016-09-12,9.505
2016-09-13,9.38
2016-09-14,9.58
2016-09-15,9.79
2016-09-16,9.815
2016-09-19,9.76
2016-09-20,9.895
2016-09-21,9.675
2016-09-22,9.66
2016-09-23,9.65
2016-09-26,9.675
2016-09-27,9.78
2016-09-28,9.74
2016-09-29,9.77
2016-09-30,9.885
2016-10-03,10.065
2016-10-04,10.095
2016-10-05,10.04
2016-10-06,10.11
2016-10-07,10.095
2016-10-10,10.235
2016-10-11,10.395
2016-10-12,10.18
2016-10-13,10.23
2016-10-14,10.16
2016-10-17,10.405
2016-10-18,10.42
2016-10-19,10.405
2016-10-20,10.325
2016-10-21,10.29
2016-10-24,9.85
2016-10-25,9.835
2016-10-26,9.995
2016-10-27,10.145
2016-10-28,9.87
2016-10-31,9.855
2016-11-01,9.605
2016-11-02,9.445
2016-11-03,9.545
2016-11-04,9.64
2016-11-07,9.58
2016-11-08,9.515
2016-11-09,9.47
2016-11-10,9.59
2016-11-11,9.485
2016-11-14,9.125
2016-11-15,9.39
2016-11-16,9.695
2016-11-17,9.51
2016-11-18,9.635
2016-11-21,9.81
2016-11-22,9.56
2016-11-23,9.535
2016-11-25,9.625
2016-11-28,9.585
2016-11-29,9.535
2016-11-30,9.705
2016-12-01,9.72
2016-12-02,9.625
2016-12-05,9.985
2016-12-06,9.96
2016-12-07,9.93
2016-12-08,9.77
2016-12-09,9.92
2016-12-12,9.855
2016-12-13,9.785
2016-12-14,9.705
2016-12-15,9.465
2016-12-16,9.48
2016-12-19,9.475
2016-12-20,9.46
2016-12-21,9.365
2016-12-22,9.285
2016-12-23,9.21
2016-12-27,9.3
2016-12-28,9.25
2016-12-29,9.24
2016-12-30,9.355
2017-01-03,9.365
2017-01-04,9.495
2017-01-05,9.51
2017-01-06,9.44
2017-01-09,9.46
2017-01-10,9.455
2017-01-11,9.39
2017-01-12,9.77
2017-01-13,9.65
2017-01-17,9.95
2017-01-18,9.92
2017-01-19,9.835
2017-01-20,9.82
2017-01-23,9.8
2017-01-24,9.93
2017-01-25,9.84
2017-01-26,9.75
2017-01-27,9.81
2017-01-30,9.765
2017-01-31,9.535
2017-02-01,9.53
2017-02-02,9.535
2017-02-03,9.545
2017-02-06,9.485
2017-02-07,9.425
2017-02-08,9.555
2017-02-09,9.475
2017-02-10,9.565
2017-02-13,9.485
2017-02-14,9.435
