watershed_desc,begin_code,location_desc,domain_desc,state_ansi,Value,region_desc,zip_5,short_desc,congr_district_code,end_code,agg_level_desc,sector_desc,commodity_desc,state_name,county_ansi,CV (%),reference_period_desc,country_name,country_code,group_desc,unit_desc,asd_code,watershed_code,util_practice_desc,prodn_practice_desc,week_ending,asd_desc,source_desc,domaincat_desc,class_desc,county_code,county_name,freq_desc,state_fips_code,load_time,state_alpha,year,statisticcat_desc
,04,US TOTAL,TOTAL,,"224,770,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,04,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #04,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-01-27,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,05,US TOTAL,TOTAL,,"227,393,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,05,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #05,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-02-03,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,06,US TOTAL,TOTAL,,"226,088,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,06,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #06,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-02-10,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,07,US TOTAL,TOTAL,,"227,836,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,07,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #07,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-02-17,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,08,US TOTAL,TOTAL,,"228,313,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,08,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #08,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-02-24,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,09,US TOTAL,TOTAL,,"228,392,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,09,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #09,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-03-03,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,10,US TOTAL,TOTAL,,"228,382,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,10,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #10,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-03-10,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,11,US TOTAL,TOTAL,,"228,354,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,11,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #11,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-03-17,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,12,US TOTAL,TOTAL,,"226,918,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,12,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #12,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-03-24,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,13,US TOTAL,TOTAL,,"228,250,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,13,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #13,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-03-31,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,14,US TOTAL,TOTAL,,"228,674,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,14,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #14,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-04-07,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,15,US TOTAL,TOTAL,,"230,010,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,15,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #15,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-04-14,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,16,US TOTAL,TOTAL,,"230,671,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,16,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #16,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-04-21,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,17,US TOTAL,TOTAL,,"230,694,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,17,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #17,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-04-28,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,18,US TOTAL,TOTAL,,"231,118,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,18,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #18,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-05-05,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,19,US TOTAL,TOTAL,,"229,998,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,19,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #19,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-05-12,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,20,US TOTAL,TOTAL,,"232,203,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,20,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #20,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-05-19,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,21,US TOTAL,TOTAL,,"231,081,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,21,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #21,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-05-26,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,22,US TOTAL,TOTAL,,"233,560,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,22,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #22,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-06-02,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,23,US TOTAL,TOTAL,,"231,367,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,23,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #23,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-06-09,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,24,US TOTAL,TOTAL,,"230,161,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,24,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #24,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-06-16,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,25,US TOTAL,TOTAL,,"230,691,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,25,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #25,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-06-23,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,26,US TOTAL,TOTAL,,"228,658,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,26,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #26,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-06-30,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,27,US TOTAL,TOTAL,,"231,250,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,27,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #27,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-07-07,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,28,US TOTAL,TOTAL,,"228,541,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,28,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #28,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-07-14,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,29,US TOTAL,TOTAL,,"229,789,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,29,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #29,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-07-21,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,30,US TOTAL,TOTAL,,"229,081,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,30,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #30,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-07-28,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,31,US TOTAL,TOTAL,,"229,673,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,31,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #31,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-08-04,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,32,US TOTAL,TOTAL,,"227,319,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,32,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #32,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-08-11,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,33,US TOTAL,TOTAL,,"226,409,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,33,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #33,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-08-18,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,34,US TOTAL,TOTAL,,"225,164,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,34,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #34,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-08-25,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,35,US TOTAL,TOTAL,,"220,795,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,35,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #35,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-09-01,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,36,US TOTAL,TOTAL,,"216,813,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,36,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #36,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-09-08,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,37,US TOTAL,TOTAL,,"212,497,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,37,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #37,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-09-15,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,38,US TOTAL,TOTAL,,"220,799,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,38,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #38,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-09-22,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,39,US TOTAL,TOTAL,,"214,197,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,39,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #39,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-09-29,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2020-04-07 15:20:11.000,US,2018,EGGS SET
,40,US TOTAL,TOTAL,,"216,609,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,40,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #40,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-10-06,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,41,US TOTAL,TOTAL,,"216,474,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,41,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #41,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-10-13,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,42,US TOTAL,TOTAL,,"215,040,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,42,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #42,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-10-20,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,43,US TOTAL,TOTAL,,"217,655,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,43,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #43,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-10-27,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,44,US TOTAL,TOTAL,,"214,874,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,44,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #44,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-11-03,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,45,US TOTAL,TOTAL,,"221,678,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,45,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #45,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-11-10,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,46,US TOTAL,TOTAL,,"228,058,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,46,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #46,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-11-17,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,47,US TOTAL,TOTAL,,"228,298,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,47,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #47,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-11-24,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,48,US TOTAL,TOTAL,,"235,953,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,48,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #48,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-12-01,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,49,US TOTAL,TOTAL,,"218,594,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,49,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #49,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-12-08,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,50,US TOTAL,TOTAL,,"225,070,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,50,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #50,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-12-15,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,51,US TOTAL,TOTAL,,"228,998,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,51,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #51,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-12-22,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,52,US TOTAL,TOTAL,,"228,714,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,52,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #52,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2018-12-29,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2021-04-07 16:05:18.000,US,2018,EGGS SET
,00,US TOTAL,TOTAL,,"11,579,275,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,00,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,YEAR,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,,,SURVEY,NOT SPECIFIED,BROILERS,,,ANNUAL,99,2020-04-30 15:30:20.000,US,2017,EGGS SET
,01,US TOTAL,TOTAL,,"218,873,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,01,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #01,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2017-01-07,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2019-05-07 15:07:35.000,US,2017,EGGS SET
,02,US TOTAL,TOTAL,,"218,239,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,02,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #02,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2017-01-14,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2019-05-07 15:07:35.000,US,2017,EGGS SET
,03,US TOTAL,TOTAL,,"219,451,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,03,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #03,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2017-01-21,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2019-05-07 15:07:35.000,US,2017,EGGS SET
,04,US TOTAL,TOTAL,,"220,562,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,04,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #04,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2017-01-28,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2019-05-07 15:07:35.000,US,2017,EGGS SET
,05,US TOTAL,TOTAL,,"219,949,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,05,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #05,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2017-02-04,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2019-05-07 15:07:35.000,US,2017,EGGS SET
,06,US TOTAL,TOTAL,,"220,997,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,06,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #06,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2017-02-11,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2019-05-07 15:07:35.000,US,2017,EGGS SET
,07,US TOTAL,TOTAL,,"222,318,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,07,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #07,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2017-02-18,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2019-05-07 15:07:35.000,US,2017,EGGS SET
,08,US TOTAL,TOTAL,,"222,763,000",,,"CHICKENS, BROILERS - EGGS SET, MEASURED IN EGGS",,08,NATIONAL,ANIMALS & PRODUCTS,CHICKENS,US TOTAL,,,WEEK #08,UNITED STATES,9000,POULTRY,EGGS,,00000000,ALL UTILIZATION PRACTICES,ALL PRODUCTION PRACTICES,2017-02-25,,SURVEY,NOT SPECIFIED,BROILERS,,,WEEKLY,99,2019-05-07 15:07:35.000,US,2017,EGGS SET
