DATE,US_ETHANOL_PRICE
2017-12-27,1.22
2017-12-28,1.22
2017-12-29,1.24
2018-01-02,1.24
2018-01-03,1.24
2018-01-04,1.24
2018-01-05,1.28
2018-01-08,1.28
2018-01-09,1.28
2018-01-10,1.28
2018-01-11,1.28
2018-01-12,1.26
2018-01-16,1.26
2018-01-17,1.26
2018-01-18,1.26
2018-01-19,1.29
2018-01-22,1.29
2018-01-23,1.29
2018-01-24,1.29
2018-01-25,1.29
2018-01-26,1.27
2018-01-29,1.27
2018-01-30,1.27
2018-01-31,1.27
2018-02-01,1.27
2018-02-02,1.31
2018-02-05,1.31
2018-02-06,1.31
2018-02-07,1.31
2018-02-08,1.31
2018-02-09,1.34
2018-02-12,1.34
2018-02-13,1.34
2018-02-14,1.34
2018-02-15,1.34
2018-02-16,1.37
2018-02-20,1.37
2018-02-21,1.37
2018-02-22,1.37
2018-02-23,1.37
2018-02-26,1.37
2018-02-27,1.37
2018-02-28,1.37
2018-03-01,1.37
2018-03-02,1.41
2018-03-05,1.41
2018-03-06,1.41
2018-03-07,1.41
2018-03-08,1.41
2018-03-09,1.39
2018-03-12,1.39
2018-03-13,1.39
2018-03-14,1.39
2018-03-15,1.39
2018-03-16,1.43
2018-03-19,1.43
2018-03-20,1.43
2018-03-21,1.43
2018-03-22,1.43
2018-03-23,1.41
2018-03-26,1.41
2018-03-27,1.41
2018-03-28,1.41
2018-03-29,1.41
2018-03-30,1.42
2018-04-02,1.42
2018-04-03,1.42
2018-04-04,1.42
2018-04-05,1.42
2018-04-06,1.39
2018-04-09,1.39
2018-04-10,1.39
2018-04-11,1.39
2018-04-12,1.39
2018-04-13,1.44
2018-04-16,1.44
2018-04-17,1.44
2018-04-18,1.44
2018-04-19,1.44
2018-04-20,1.48
2018-04-23,1.48
2018-04-24,1.48
2018-04-25,1.48
2018-04-26,1.48
2018-04-27,1.42
2018-04-30,1.42
2018-05-01,1.42
2018-05-02,1.42
2018-05-03,1.42
2018-05-04,1.4
2018-05-07,1.4
2018-05-08,1.4
2018-05-09,1.4
2018-05-10,1.4
2018-05-11,1.38
2018-05-14,1.38
2018-05-15,1.38
2018-05-16,1.38
2018-05-17,1.38
2018-05-18,1.39
2018-05-21,1.39
2018-05-22,1.39
2018-05-23,1.39
2018-05-24,1.39
2018-05-25,1.41
2018-05-29,1.41
2018-05-30,1.41
2018-05-31,1.41
2018-06-01,1.42
2018-06-04,1.42
2018-06-05,1.42
2018-06-06,1.42
2018-06-07,1.42
2018-06-08,1.41
2018-06-11,1.41
2018-06-12,1.41
2018-06-13,1.41
2018-06-14,1.41
2018-06-15,1.39
2018-06-18,1.39
2018-06-19,1.39
2018-06-20,1.39
2018-06-21,1.39
2018-06-22,1.39
2018-06-25,1.39
2018-06-26,1.39
2018-06-27,1.39
2018-06-28,1.39
2018-06-29,1.42
2018-07-02,1.42
2018-07-03,1.42
2018-07-05,1.42
2018-07-06,1.42
2018-07-09,1.42
2018-07-10,1.42
2018-07-11,1.42
2018-07-12,1.42
2018-07-13,1.41
2018-07-16,1.41
2018-07-17,1.41
2018-07-18,1.41
2018-07-19,1.41
2018-07-20,1.39
2018-07-23,1.39
2018-07-24,1.39
2018-07-25,1.39
2018-07-26,1.39
2018-07-27,1.41
2018-07-30,1.41
2018-07-31,1.41
2018-08-01,1.41
2018-08-02,1.41
2018-08-03,1.4
2018-08-06,1.4
2018-08-07,1.4
2018-08-08,1.4
2018-08-09,1.4
2018-08-10,1.36
2018-08-13,1.36
2018-08-14,1.36
2018-08-15,1.36
2018-08-16,1.36
2018-08-17,1.34
2018-08-20,1.34
2018-08-21,1.34
2018-08-22,1.34
2018-08-23,1.34
2018-08-24,1.25
2018-08-27,1.25
2018-08-28,1.25
2018-08-29,1.25
2018-08-30,1.25
2018-08-31,1.27
2018-09-04,1.27
2018-09-05,1.27
2018-09-06,1.27
2018-09-07,1.25
2018-09-10,1.25
2018-09-11,1.25
2018-09-12,1.25
2018-09-13,1.25
2018-09-14,1.23
2018-09-17,1.23
2018-09-18,1.23
2018-09-19,1.23
2018-09-20,1.23
2018-09-21,1.18
2018-09-24,1.18
2018-09-25,1.18
2018-09-26,1.18
2018-09-27,1.18
2018-09-28,1.15
2018-10-01,1.15
2018-10-02,1.15
2018-10-03,1.15
2018-10-04,1.15
2018-10-05,1.19
2018-10-09,1.19
2018-10-10,1.19
2018-10-11,1.19
2018-10-12,1.23
2018-10-15,1.23
2018-10-16,1.23
2018-10-17,1.23
2018-10-18,1.23
2018-10-19,1.21
2018-10-22,1.21
2018-10-23,1.21
2018-10-24,1.21
2018-10-25,1.21
2018-10-26,1.2
2018-10-29,1.2
2018-10-30,1.2
2018-10-31,1.2
2018-11-01,1.2
2018-11-02,1.24
2018-11-05,1.24
2018-11-06,1.24
2018-11-07,1.24
2018-11-08,1.24
2018-11-09,1.25
2018-11-13,1.25
2018-11-14,1.25
2018-11-15,1.25
2018-11-16,1.23
2018-11-19,1.23
2018-11-20,1.23
2018-11-21,1.23
2018-11-23,1.24
2018-11-26,1.24
2018-11-27,1.24
2018-11-28,1.24
2018-11-29,1.24
2018-11-30,1.12
2018-12-03,1.12
2018-12-04,1.12
2018-12-06,1.12
2018-12-07,1.2
2018-12-10,1.2
2018-12-11,1.2
2018-12-12,1.2
2018-12-13,1.2
2018-12-14,1.15
2018-12-18,1.15
2018-12-19,1.15
2018-12-20,1.15
2018-12-21,1.15
2018-12-26,1.15
2018-12-27,1.15
2018-12-28,1.17
2018-12-31,1.17
2019-01-02,1.17
2019-01-03,1.17
2019-01-04,1.2
2019-01-07,1.2
2019-01-08,1.2
2019-01-09,1.2
2019-01-10,1.2
2019-01-11,1.16
2019-01-14,1.16
2019-01-15,1.16
2019-01-16,1.16
2019-01-17,1.16
2019-01-18,1.15
2019-01-22,1.15
2019-01-23,1.15
2019-01-24,1.15
2019-01-25,1.18
2019-01-28,1.18
2019-01-29,1.18
2019-01-30,1.18
2019-01-31,1.18
2019-02-01,1.18
2019-02-04,1.18
2019-02-05,1.18
2019-02-06,1.18
2019-02-07,1.18
2019-02-08,1.2
2019-02-11,1.2
2019-02-12,1.2
2019-02-13,1.2
2019-02-14,1.2
2019-02-15,1.24
2019-02-19,1.24
2019-02-20,1.24
2019-02-21,1.24
2019-02-22,1.23
2019-02-25,1.23
2019-02-26,1.23
2019-02-27,1.23
2019-02-28,1.23
2019-03-01,1.26
2019-03-04,1.26
2019-03-05,1.26
2019-03-06,1.26
2019-03-07,1.26
2019-03-08,1.25
2019-03-11,1.25
2019-03-12,1.25
2019-03-13,1.25
2019-03-14,1.25
2019-03-15,1.31
2019-03-18,1.31
2019-03-19,1.31
2019-03-20,1.31
2019-03-21,1.31
2019-03-22,1.4
2019-03-25,1.4
2019-03-26,1.4
2019-03-27,1.4
2019-03-28,1.4
2019-03-29,1.38
2019-04-01,1.38
2019-04-02,1.38
2019-04-03,1.38
2019-04-04,1.38
2019-04-05,1.28
2019-04-08,1.28
2019-04-09,1.28
2019-04-10,1.28
2019-04-11,1.28
2019-04-12,1.3
2019-04-15,1.3
2019-04-16,1.3
2019-04-17,1.3
2019-04-18,1.3
2019-04-19,1.29
2019-04-22,1.29
2019-04-23,1.29
2019-04-24,1.29
2019-04-25,1.29
2019-04-26,1.28
2019-04-29,1.28
2019-04-30,1.28
2019-05-01,1.28
2019-05-02,1.28
2019-05-03,1.25
2019-05-06,1.25
2019-05-07,1.25
2019-05-08,1.25
2019-05-09,1.25
2019-05-10,1.26
2019-05-13,1.26
2019-05-15,1.26
2019-05-16,1.26
2019-05-20,1.21
2019-05-21,1.21
2019-05-22,1.21
2019-05-23,1.21
2019-05-24,1.3
2019-05-28,1.21
2019-05-29,1.21
2019-05-30,1.21
2019-05-31,1.45
2019-06-03,1.45
2019-06-04,1.45
2019-06-05,1.45
2019-06-06,1.45
2019-06-07,1.41
2019-06-10,1.41
2019-06-11,1.41
2019-06-12,1.41
2019-06-13,1.41
2019-06-14,1.43
2019-06-17,1.43
2019-06-18,1.43
2019-06-19,1.43
2019-06-20,1.43
2019-06-21,1.5
2019-06-24,1.5
2019-06-25,1.5
2019-06-26,1.5
2019-06-27,1.5
2019-06-28,1.52
2019-07-01,1.52
2019-07-02,1.52
2019-07-03,1.52
2019-07-05,1.48
2019-07-08,1.48
2019-07-09,1.48
2019-07-10,1.48
2019-07-11,1.48
2019-07-12,1.49
2019-07-15,1.49
2019-07-16,1.49
2019-07-17,1.49
2019-07-18,1.49
2019-07-19,1.47
2019-07-22,1.47
2019-07-23,1.47
2019-07-24,1.47
2019-07-25,1.47
2019-07-26,1.45
2019-07-29,1.45
2019-07-30,1.45
2019-07-31,1.45
2019-08-01,1.45
2019-08-02,1.4
2019-08-05,1.4
2019-08-06,1.4
2019-08-07,1.4
2019-08-08,1.4
2019-08-09,1.44
2019-08-12,1.44
2019-08-13,1.44
2019-08-14,1.44
2019-08-15,1.44
2019-08-16,1.3
2019-08-19,1.3
2019-08-20,1.3
2019-08-21,1.3
2019-08-22,1.3
2019-08-23,1.27
2019-08-26,1.27
2019-08-27,1.27
2019-08-28,1.27
2019-08-29,1.27
2019-08-30,1.29
2019-09-03,1.29
2019-09-04,1.29
2019-09-05,1.29
2019-09-06,1.29
2019-09-09,1.29
2019-09-10,1.29
2019-09-11,1.29
2019-09-12,1.29
2019-09-13,1.29
2019-09-16,1.29
2019-09-17,1.29
2019-09-18,1.29
2019-09-19,1.29
2019-09-20,1.32
2019-09-23,1.32
2019-09-24,1.32
2019-09-25,1.32
2019-09-26,1.32
2019-09-27,1.37
2019-09-30,1.37
2019-10-01,1.37
2019-10-02,1.37
2019-10-03,1.37
2019-10-04,1.51
2019-10-08,1.51
2019-10-09,1.51
2019-10-10,1.51
2019-10-11,1.51
2019-10-15,1.51
2019-10-16,1.51
2019-10-17,1.51
2019-10-18,1.52
2019-10-21,1.52
2019-10-22,1.52
2019-10-23,1.52
2019-10-24,1.52
2019-10-25,1.46
2019-10-28,1.46
2019-10-29,1.46
2019-10-30,1.46
2019-11-01,1.43
2019-11-04,1.43
2019-11-05,1.43
2019-11-06,1.43
2019-11-07,1.43
2019-11-08,1.46
2019-11-12,1.46
2019-11-13,1.46
2019-11-14,1.46
2019-11-15,1.4
2019-11-18,1.4
2019-11-19,1.4
2019-11-20,1.4
2019-11-21,1.4
2019-11-22,1.44
2019-11-25,1.44
2019-11-26,1.44
2019-11-27,1.44
2019-11-29,1.52
2019-12-02,1.52
2019-12-03,1.52
2019-12-04,1.52
2019-12-05,1.52
2019-12-06,1.45
2019-12-09,1.45
2019-12-10,1.45
2019-12-11,1.45
2019-12-12,1.45
2019-12-13,1.27
2019-12-16,1.27
2019-12-17,1.27
2019-12-18,1.27
2019-12-19,1.27
2019-12-20,1.27
2019-12-23,1.27
2019-12-26,1.27
2019-12-27,1.27
2019-12-30,1.27
2019-12-31,1.27
2020-01-02,1.27
2020-01-03,1.27
2020-01-06,1.27
2020-01-07,1.27
2020-01-08,1.27
2020-01-09,1.27
2020-01-10,1.23
2020-01-13,1.23
2020-01-14,1.23
2020-01-15,1.23
2020-01-16,1.23
2020-01-17,1.23
2020-01-21,1.23
2020-01-22,1.23
2020-01-23,1.23
2020-01-24,1.24
2020-01-27,1.24
2020-01-28,1.24
2020-01-29,1.24
2020-01-30,1.24
2020-01-31,1.24
2020-02-14,1.24
2020-02-18,1.24
2020-02-19,1.24
2020-02-21,1.24
2020-02-25,1.24
2020-02-26,1.24
2020-02-27,1.24
2020-02-28,1.21
2020-03-02,1.21
2020-03-03,1.21
2020-03-04,1.21
2020-03-05,1.21
2020-03-06,1.19
2020-03-09,1.19
2020-03-10,1.19
2020-03-11,1.19
2020-03-12,1.19
2020-03-13,1.19
2020-03-16,1.19
2020-03-17,1.19
2020-03-18,1.19
2020-03-19,1.19
2020-03-20,0.93
2020-03-23,0.93
2020-03-24,0.93
2020-03-25,0.93
2020-03-26,0.93
2020-03-27,0.81
2020-03-30,0.81
2020-03-31,0.81
2020-04-01,0.81
2020-04-02,0.81
2020-04-03,0.74
2020-04-06,0.74
2020-04-07,0.74
2020-04-08,0.74
2020-04-09,0.74
2020-04-10,0.75
2020-04-13,0.75
2020-04-14,0.75
2020-04-15,0.75
2020-04-16,0.75
2020-04-17,0.79
2020-04-20,0.79
2020-04-21,0.79
2020-04-22,0.79
2020-04-23,0.79
2020-04-24,0.8
2020-04-27,0.8
2020-04-28,0.8
2020-04-29,0.8
2020-04-30,0.8
2020-05-01,0.89
2020-05-04,0.89
2020-05-05,0.89
2020-05-06,0.89
2020-05-07,0.89
2020-05-08,0.99
2020-05-11,0.99
2020-05-12,0.99
2020-05-13,0.99
2020-05-14,0.99
2020-05-15,1.03
2020-05-18,1.03
2020-05-19,1.03
2020-05-20,1.03
2020-05-21,1.03
2020-05-22,1.06
2020-05-26,1.06
2020-05-27,1.06
2020-05-28,1.06
2020-05-29,1.14
2020-06-01,1.14
2020-06-02,1.14
2020-06-03,1.14
2020-06-04,1.14
2020-06-05,1.14
2020-06-08,1.14
2020-06-09,1.14
2020-06-10,1.14
2020-06-11,1.14
2020-06-12,1.22
2020-06-15,1.22
2020-06-16,1.22
2020-06-17,1.22
2020-06-18,1.22
2020-06-19,1.23
2020-06-22,1.23
2020-06-23,1.23
2020-06-24,1.23
2020-06-25,1.23
2020-06-26,1.22
2020-06-29,1.22
2020-06-30,1.22
2020-07-01,1.22
2020-07-02,1.24
2020-07-06,1.24
2020-07-07,1.24
2020-07-08,1.24
2020-07-09,1.24
2020-07-10,1.47
2020-07-13,1.47
2020-07-14,1.47
2020-07-15,1.47
2020-07-16,1.47
2020-07-17,1.31
2020-07-20,1.31
2020-07-21,1.31
2020-07-22,1.31
2020-07-23,1.31
2020-07-24,1.16
2020-07-27,1.16
2020-07-28,1.16
2020-07-29,1.16
2020-07-30,1.16
2020-07-31,1.21
2020-08-03,1.21
2020-08-04,1.21
2020-08-05,1.21
2020-08-06,1.21
2020-08-07,1.12
2020-08-10,1.12
2020-08-11,1.12
2020-08-12,1.12
2020-08-13,1.12
2020-08-14,1.15
2020-08-17,1.15
2020-08-18,1.15
2020-08-19,1.15
2020-08-20,1.15
2020-08-21,1.24
2020-08-24,1.24
2020-08-25,1.24
2020-08-26,1.24
2020-08-27,1.24
2020-08-28,1.25
2020-08-31,1.25
2020-09-01,1.25
2020-09-02,1.25
2020-09-03,1.25
2020-09-04,1.31
2020-09-08,1.31
2020-09-09,1.31
2020-09-10,1.31
2020-09-11,1.33
2020-09-14,1.33
2020-09-15,1.33
2020-09-16,1.33
2020-09-17,1.33
2020-09-18,1.33
2020-09-21,1.33
2020-09-22,1.33
2020-09-23,1.33
2020-09-24,1.33
2020-09-25,1.27
2020-09-28,1.27
2020-09-29,1.27
2020-09-30,1.27
2020-10-01,1.27
2020-10-02,1.35
2020-10-05,1.35
2020-10-06,1.35
2020-10-07,1.35
2020-10-08,1.35
2020-10-09,1.36
2020-10-13,1.36
2020-10-14,1.36
2020-10-15,1.36
2020-10-16,1.37
2020-10-19,1.37
2020-10-20,1.37
2020-10-21,1.37
2020-10-22,1.37
2020-10-23,1.41
2020-10-26,1.41
2020-10-27,1.41
2020-10-28,1.41
2020-10-29,1.41
2020-10-30,1.46
2020-11-02,1.46
2020-11-03,1.46
2020-11-04,1.46
2020-11-05,1.46
2020-11-06,1.41
2020-11-09,1.41
2020-11-10,1.41
2020-11-12,1.41
2020-11-13,1.44
2020-11-16,1.44
2020-11-17,1.44
2020-11-18,1.44
2020-11-19,1.44
2020-11-20,1.31
2020-11-23,1.31
2020-11-24,1.31
2020-11-25,1.31
2020-11-27,1.24
2020-11-30,1.24
2020-12-01,1.24
2020-12-02,1.24
2020-12-03,1.24
2020-12-04,1.21
2020-12-07,1.21
2020-12-08,1.21
2020-12-09,1.21
2020-12-10,1.21
2020-12-11,1.2
2020-12-14,1.2
2020-12-15,1.2
2020-12-16,1.2
2020-12-17,1.2
2020-12-18,1.21
2020-12-21,1.21
2020-12-22,1.21
2020-12-23,1.2
2020-12-28,1.2
2020-12-29,1.2
2020-12-30,1.2
2020-12-31,1.25
2021-01-04,1.25
2021-01-05,1.25
2021-01-06,1.25
2021-01-07,1.25
2021-01-08,1.39
2021-01-11,1.39
2021-01-12,1.39
2021-01-13,1.39
2021-01-14,1.39
2021-01-15,1.48
2021-01-19,1.48
2021-01-20,1.48
2021-01-21,1.48
2021-01-22,1.43
2021-01-25,1.43
2021-01-26,1.43
2021-01-27,1.43
2021-01-28,1.43
2021-01-29,1.49
2021-02-01,1.49
2021-02-02,1.49
2021-02-03,1.49
2021-02-04,1.49
2021-02-05,1.49
2021-02-08,1.49
2021-02-09,1.49
2021-02-10,1.49
2021-02-11,1.49
2021-02-12,1.52
2021-02-16,1.52
2021-02-17,1.52
2021-02-18,1.52
2021-02-19,1.64
2021-02-22,1.64
2021-02-23,1.64
2021-02-24,1.64
2021-02-25,1.64
2021-02-26,1.67
2021-03-01,1.67
2021-03-02,1.67
2021-03-03,1.67
2021-03-04,1.67
2021-03-05,1.69
2021-03-08,1.69
2021-03-09,1.69
2021-03-10,1.69
2021-03-11,1.69
2021-03-12,1.69
2021-03-15,1.69
2021-03-16,1.69
2021-03-17,1.69
2021-03-18,1.69
2021-03-19,1.81
2021-03-22,1.81
2021-03-23,1.81
2021-03-24,1.81
2021-03-25,1.81
2021-03-26,1.79
2021-03-29,1.79
2021-03-30,1.79
2021-03-31,1.79
2021-04-01,1.79
2021-04-02,1.84
2021-04-06,1.84
2021-04-07,1.84
2021-04-08,1.84
2021-04-09,1.88
2021-04-12,1.88
2021-04-13,1.88
2021-04-14,1.88
2021-04-15,1.88
2021-04-16,1.98
2021-04-19,1.98
2021-04-20,1.98
2021-04-21,1.98
2021-04-22,1.98
2021-04-23,2.17
2021-04-26,2.17
2021-04-27,2.17
2021-04-28,2.17
2021-04-29,2.17
2021-04-30,2.29
2021-05-03,2.29
2021-05-04,2.29
2021-05-05,2.29
2021-05-06,2.29
2021-05-07,2.43
2021-05-10,2.43
2021-05-11,2.43
2021-05-12,2.43
2021-05-13,2.43
2021-05-14,2.53
2021-05-17,2.53
2021-05-18,2.53
2021-05-19,2.53
2021-05-20,2.53
2021-05-21,2.5
2021-05-24,2.5
2021-05-25,2.5
2021-05-26,2.5
2021-05-27,2.5
2021-05-28,2.34
2021-06-01,2.34
2021-06-02,2.34
2021-06-03,2.34
2021-06-04,2.38
2021-06-07,2.38
2021-06-08,2.38
2021-06-09,2.38
2021-06-10,2.38
2021-06-11,2.32
2021-06-14,2.32
2021-06-15,2.32
2021-06-16,2.32
2021-06-17,2.32
2021-06-18,2.33
2021-06-21,2.33
2021-06-22,2.33
2021-06-23,2.33
2021-06-24,2.33
2021-06-25,2.2
2021-06-28,2.2
2021-06-29,2.2
2021-06-30,2.2
2021-07-01,2.2
2021-07-02,2.28
2021-07-07,2.28
2021-07-08,2.28
2021-07-09,2.22
2021-07-12,2.22
2021-07-13,2.22
2021-07-14,2.22
2021-07-15,2.22
2021-07-16,2.13
2021-07-19,2.13
2021-07-20,2.13
2021-07-21,2.13
2021-07-22,2.13
2021-07-23,2.13
2021-07-26,2.13
2021-07-27,2.13
2021-07-28,2.13
2021-07-29,2.13
2021-07-30,2.13
2021-08-02,2.13
2021-08-03,2.13
2021-08-04,2.13
2021-08-05,2.13
2021-08-06,2.15
2021-08-09,2.15
2021-08-10,2.15
2021-08-11,2.15
2021-08-12,2.15
2021-08-13,2.15
2021-08-16,2.15
2021-08-17,2.15
2021-08-18,2.15
2021-08-19,2.15
2021-08-20,2.17
2021-08-23,2.17
2021-08-24,2.17
2021-08-25,2.17
2021-08-26,2.17
2021-08-27,2.17
2021-08-30,2.17
2021-08-31,2.17
2021-09-01,2.17
2021-09-02,2.17
2021-09-03,2.15
2021-09-07,2.15
2021-09-08,2.15
2021-09-09,2.15
2021-09-10,2.17
2021-09-13,2.17
2021-09-14,2.17
2021-09-15,2.17
2021-09-16,2.17
2021-09-17,2.48
2021-09-20,2.48
2021-09-21,2.48
2021-09-22,2.48
2021-09-23,2.48
2021-09-24,2.38
2021-09-27,2.38
2021-09-28,2.38
2021-09-29,2.38
2021-09-30,2.38
2021-10-01,2.29
2021-10-04,2.29
2021-10-05,2.29
2021-10-06,2.29
2021-10-07,2.29
2021-10-08,2.33
2021-10-12,2.33
2021-10-13,2.33
2021-10-14,2.33
2021-10-15,2.33
2021-10-18,2.33
2021-10-19,2.33
2021-10-20,2.33
2021-10-21,2.33
2021-10-22,2.6
2021-10-25,2.6
2021-10-26,2.6
2021-10-27,2.6
2021-10-28,2.6
2021-10-29,2.65
2021-11-01,2.65
2021-11-02,2.65
2021-11-03,2.65
2021-11-04,2.65
2021-11-05,2.99
2021-11-08,2.99
2021-11-09,2.99
2021-11-10,2.99
2021-11-12,3.27
2021-11-15,3.27
2021-11-16,3.27
2021-11-17,3.27
2021-11-18,3.27
2021-11-19,3.3
2021-11-22,3.3
2021-11-23,3.3
2021-11-24,3.3
2021-11-26,3.45
2021-11-29,3.45
2021-11-30,3.45
2021-12-01,3.45
2021-12-02,3.45
2021-12-03,3.35
2021-12-06,3.35
2021-12-07,3.35
2021-12-08,3.35
2021-12-09,3.35
2021-12-10,3.02
2021-12-13,3.02
2021-12-14,3.02
2021-12-15,3.02
2021-12-16,3.02
2021-12-17,3.11
2021-12-20,3.11
2021-12-21,3.11
2021-12-22,3.11
2021-12-23,2.86
2021-12-27,2.86
2021-12-28,2.86
2021-12-29,2.86
2021-12-30,2.46
2022-01-03,2.46
2022-01-04,2.46
2022-01-05,2.46
2022-01-06,2.46
2022-01-07,2.37
2022-01-10,2.37
2022-01-11,2.37
2022-01-12,2.37
2022-01-13,2.37
2022-01-14,2.08
2022-01-18,2.08
2022-01-19,2.08
2022-01-20,2.08
2022-01-21,2.11
2022-01-24,2.11
2022-01-25,2.11
2022-01-26,2.11
2022-01-27,2.11
2022-01-28,2.0
2022-01-31,2.0
2022-02-01,2.0
2022-02-02,2.0
2022-02-03,2.0
2022-02-04,2.05
2022-02-07,2.05
2022-02-08,2.05
2022-02-09,2.05
2022-02-10,2.05
2022-02-11,1.98
2022-02-14,1.98
2022-02-15,1.98
2022-02-16,1.98
2022-02-17,1.98
2022-02-18,2.02
2022-02-22,2.02
2022-02-23,2.02
2022-02-24,2.02
2022-02-25,2.16
2022-02-28,2.16
2022-03-01,2.16
2022-03-02,2.16
2022-03-03,2.16
2022-03-04,2.33
2022-03-07,2.33
2022-03-08,2.33
2022-03-09,2.33
2022-03-10,2.33
2022-03-11,2.41
2022-03-14,2.41
2022-03-15,2.41
2022-03-16,2.41
2022-03-17,2.41
2022-03-18,2.41
2022-03-21,2.41
2022-03-22,2.41
2022-03-23,2.41
2022-03-24,2.41
2022-03-25,2.38
2022-03-28,2.38
2022-03-29,2.38
2022-03-30,2.38
2022-03-31,2.38
2022-04-01,2.34
2022-04-04,2.34
2022-04-05,2.34
2022-04-06,2.34
2022-04-07,2.34
2022-04-08,2.35
2022-04-11,2.35
2022-04-12,2.35
2022-04-13,2.35
2022-04-14,2.35
2022-04-15,2.53
2022-04-18,2.53
2022-04-19,2.53
2022-04-20,2.53
2022-04-21,2.53
2022-04-22,2.76
2022-04-25,2.76
2022-04-26,2.76
2022-04-27,2.76
2022-04-28,2.76
2022-04-29,2.76
2022-05-02,2.76
2022-05-03,2.76
2022-05-04,2.76
2022-05-05,2.76
2022-05-06,2.71
2022-05-09,2.71
2022-05-10,2.71
2022-05-11,2.71
2022-05-12,2.71
2022-05-13,2.72
2022-05-16,2.72
2022-05-17,2.72
2022-05-18,2.72
2022-05-19,2.72
2022-05-20,2.75
2022-05-23,2.75
2022-05-24,2.75
2022-05-25,2.75
2022-05-26,2.75
2022-05-27,2.54
2022-05-31,2.54
2022-06-01,2.54
2022-06-02,2.54
2022-06-03,2.72
2022-06-06,2.72
2022-06-07,2.72
2022-06-08,2.72
2022-06-09,2.72
2022-06-10,2.71
2022-06-13,2.71
2022-06-14,2.71
2022-06-15,2.71
2022-06-16,2.71
2022-06-17,2.75
2022-06-21,2.75
2022-06-22,2.75
2022-06-23,2.75
2022-06-24,2.7
2022-06-27,2.7
2022-06-28,2.7
2022-06-29,2.7
2022-06-30,2.7
2022-07-01,2.65
2022-07-05,2.65
2022-07-06,2.65
2022-07-07,2.65
2022-07-08,2.47
2022-07-11,2.47
2022-07-12,2.47
2022-07-13,2.47
2022-07-14,2.47
2022-07-15,2.49
2022-09-23,2.42
2022-10-28,2.37
2022-11-04,2.49
2022-11-18,2.44
2022-11-25,2.33
2022-12-02,2.32
2022-12-09,2.04
2022-12-16,2.04
2022-12-23,2.01
2022-12-30,2.2
2023-01-06,2.19
2023-01-13,2.13
2023-01-20,2.12
2023-01-27,2.09
2023-02-03,2.07
2023-02-10,2.08
2023-02-17,2.04
2023-02-24,2.1
2023-03-03,2.09
2023-03-10,2.09
2023-03-17,2.08
2023-03-24,2.12
2023-03-31,2.15
2023-04-07,2.38
2023-04-14,2.36
2023-04-21,2.35
2023-04-28,2.31
2023-05-05,2.31
2023-05-12,2.32
2023-05-19,2.35
2023-05-26,2.35
2023-06-02,2.38
2023-06-09,2.35
2023-06-16,2.38
2023-06-23,2.48
2023-06-30,2.46
2023-07-07,2.29
2023-07-14,2.35
2023-07-21,2.44
2023-07-28,2.44
2023-08-04,2.23
2023-08-11,2.12
2023-08-18,2.19
2023-08-25,2.03
2023-09-01,2.09
2023-09-08,2.19
2023-09-15,2.26
2023-09-22,2.3
2023-09-29,2.28
2023-10-06,2.27
2023-10-13,2.22
2023-10-20,2.18
2023-10-27,2.05
2023-11-03,2.01
2023-11-09,1.93
2023-11-17,1.85
2023-12-01,1.77
2023-12-08,1.7
2023-12-15,1.7
2023-12-22,1.62
2024-01-05,1.39
2024-01-12,1.51
2024-01-19,1.52
2024-01-26,1.52
2024-02-02,1.54
2024-02-09,1.49
2024-02-16,1.49
2024-02-23,1.42
2024-03-01,1.32
2024-03-08,1.35
2024-03-15,1.46
2024-03-22,1.46
2024-03-28,1.48
2024-04-05,1.52
2024-04-12,1.52
2024-04-19,1.54
2024-04-26,1.54
2024-05-03,1.54
2024-05-10,1.6
2024-05-17,1.64
2024-05-24,1.64
2024-05-31,1.68
2024-06-07,1.75
2024-06-14,1.78
2024-06-21,1.86
2024-06-28,1.97
2024-07-12,1.83
2024-07-19,1.77
2024-07-26,1.74
2024-08-02,1.69
2024-08-09,1.7
2024-08-16,1.68
2024-08-23,1.68
2024-08-30,1.7
2024-09-06,1.78
2024-09-13,1.69
2024-09-20,1.68
2024-09-27,1.57
2024-10-04,1.59
2024-10-11,1.48
2024-10-18,1.44
2024-10-25,1.47
2024-11-01,1.43
2024-11-08,1.43
2024-11-15,1.53
2024-11-22,1.56
2024-12-06,1.51
2024-12-13,1.48
2024-12-20,1.47
2025-01-03,1.49
2025-01-10,1.5
2025-01-17,1.55
2025-01-24,1.55
2025-01-31,1.62
2025-02-07,1.53
2025-02-14,1.53
2025-02-21,1.53
2025-02-28,1.55
2025-03-07,1.55
2025-03-14,1.55
2025-03-21,1.55
2025-03-28,1.63
2025-04-04,1.63
