DATE,BR_CATTLE_PRICE
2012-04-09,96.29
2012-04-10,96.4
2012-04-11,96.93
2012-04-12,96.46
2012-04-13,96.35
2012-04-16,96.22
2012-04-17,96.09
2012-04-18,95.25
2012-04-19,95.21
2012-04-20,94.13
2012-04-23,94.17
2012-04-24,95.32
2012-04-25,95.13
2012-04-26,94.72
2012-04-27,94.02
2012-04-30,93.91
2012-05-02,94.2
2012-05-03,94.42
2012-05-04,93.86
2012-05-07,93.66
2012-05-08,93.5
2012-05-09,93.46
2012-05-10,93.27
2012-05-11,93.29
2012-05-14,92.66
2012-05-15,92.88
2012-05-16,92.75
2012-05-17,92.58
2012-05-18,92.93
2012-05-21,92.61
2012-05-22,92.75
2012-05-23,92.6
2012-05-24,92.6
2012-05-25,92.9
2012-05-28,93.06
2012-05-29,93.08
2012-05-30,93.01
2012-05-31,92.86
2012-06-01,92.28
2012-06-04,92.91
2012-06-05,92.59
2012-06-06,92.5
2012-06-08,92.5
2012-06-11,92.6
2012-06-12,93.12
2012-06-13,92.86
2012-06-15,92.63
2012-06-18,92.85
2012-06-19,92.77
2012-06-20,92.69
2012-06-21,92.48
2012-06-22,92.48
2012-06-25,92.83
2012-06-26,93.1
2012-07-04,92.57
2012-07-05,92.77
2012-07-10,92.07
2012-07-11,91.22
2012-07-12,92.35
2012-07-13,91.5
2012-07-16,91.72
2012-07-17,90.93
2012-07-18,90.4
2012-07-19,90.4
2012-07-20,89.69
2012-07-23,89.45
2012-07-24,89.49
2012-07-25,89.89
2012-07-26,89.8
2012-07-27,89.9
2012-07-30,89.83
2012-07-31,89.84
2012-08-01,89.2
2012-08-02,88.71
2012-08-03,89.26
2012-08-06,89.27
2012-08-07,90.03
2012-08-08,90.04
2012-08-09,89.34
2012-08-10,89.28
2012-08-13,89.21
2012-08-14,89.32
2012-08-15,89.66
2012-08-16,89.67
2012-08-17,89.98
2012-08-20,89.98
2012-08-21,90.44
2012-08-22,90.84
2012-08-23,91.12
2012-08-24,91.61
2012-08-27,92.16
2012-08-28,92.2
2012-08-29,92.66
2012-08-30,92.77
2012-08-31,94.33
2012-09-03,94.93
2012-09-04,94.96
2012-09-05,95.34
2012-09-06,96.52
2012-09-10,96.18
2012-09-11,96.68
2012-09-12,96.64
2012-09-13,97.09
2012-09-14,97.13
2012-09-17,96.6
2012-09-18,96.24
2012-09-19,96.03
2012-09-20,95.53
2012-09-21,95.84
2012-09-24,96.3
2012-09-25,96.09
2012-09-26,96.03
2012-09-27,96.05
2012-09-28,95.99
2012-10-01,95.96
2012-10-02,95.97
2012-10-03,96.07
2012-10-04,95.73
2012-10-05,95.66
2012-10-08,95.41
2012-10-09,95.17
2012-10-10,95.48
2012-10-11,94.58
2012-10-15,95.28
2012-10-16,95.26
2012-10-17,95.16
2012-10-18,95.03
2012-10-19,95.28
2012-10-22,95.28
2012-10-23,95.25
2012-10-24,96.17
2012-10-25,96.42
2012-10-26,96.27
2012-10-29,96.37
2012-10-30,96.67
2012-10-31,97.21
2012-11-01,97.28
2012-11-05,97.02
2012-11-06,97.42
2012-11-07,97.61
2012-11-08,97.79
2012-11-09,97.89
2012-11-12,98.08
2012-11-13,98.11
2012-11-14,98.21
2012-11-16,97.8
2012-11-19,98.2
2012-11-20,98.22
2012-11-21,97.27
2012-11-22,97.28
2012-11-23,97.42
2012-11-26,97.16
2012-11-27,97.12
2012-11-28,96.89
2012-11-29,96.89
2012-11-30,96.42
2012-12-03,96.51
2012-12-04,97.05
2012-12-05,97.31
2012-12-06,97.05
2012-12-07,96.55
2012-12-10,96.02
2012-12-11,96.05
2012-12-12,95.96
2012-12-13,95.45
2012-12-14,95.5
2012-12-17,95.7
2012-12-18,95.08
2012-12-19,96.51
2012-12-20,96.0
2012-12-21,96.31
2012-12-26,96.79
2012-12-27,96.85
2012-12-28,96.74
2013-01-02,97.17
2013-01-03,97.73
2013-01-04,97.91
2013-01-07,97.88
2013-01-08,97.02
2013-01-09,97.58
2013-01-10,97.66
2013-01-11,97.6
2013-01-14,97.45
2013-01-15,97.38
2013-01-16,97.61
2013-01-17,97.36
2013-01-18,97.31
2013-01-21,97.33
2013-01-22,97.38
2013-01-23,97.64
2013-01-24,97.73
2013-01-25,97.5
2013-01-28,97.52
2013-01-29,97.58
2013-01-30,97.78
2013-01-31,97.73
2013-02-01,98.31
2013-02-04,98.29
2013-02-05,98.02
2013-02-06,97.67
2013-02-07,98.24
2013-02-08,98.4
2013-02-13,98.23
2013-02-14,98.22
2013-02-15,98.02
2013-02-18,97.71
2013-02-19,97.92
2013-02-20,98.1
2013-02-21,98.38
2013-02-22,98.39
2013-02-25,98.27
2013-02-26,97.94
2013-02-27,97.95
2013-02-28,97.5
2013-03-01,97.46
2013-03-04,97.66
2013-03-05,97.83
2013-03-06,97.94
2013-03-07,98.26
2013-03-08,97.85
2013-03-11,97.87
2013-03-12,97.67
2013-03-13,98.02
2013-03-14,98.11
2013-03-15,97.94
2013-03-18,98.08
2013-03-19,97.94
2013-03-20,97.96
2013-03-22,98.51
2013-03-25,98.57
2013-03-26,98.6
2013-03-27,99.19
2013-03-28,99.29
2013-04-01,99.23
2013-04-02,99.47
2013-04-03,99.5
2013-04-04,99.46
2013-04-05,99.59
2013-04-08,100.06
2013-04-09,99.57
2013-04-10,99.78
2013-04-11,99.79
2013-04-12,100.08
2013-04-15,100.11
2013-04-16,100.44
2013-04-17,100.27
2013-04-18,100.6
2013-04-19,100.53
2013-04-22,100.5
2013-04-23,100.5
2013-04-24,100.4
2013-04-25,100.16
2013-04-26,99.65
2013-04-29,99.49
2013-04-30,99.27
2013-05-02,99.76
2013-05-03,98.76
2013-05-06,97.77
2013-05-07,97.96
2013-05-08,98.44
2013-05-09,98.52
2013-05-10,97.99
2013-05-13,97.95
2013-05-14,97.72
2013-05-15,97.54
2013-05-16,97.48
2013-05-17,97.46
2013-05-20,97.37
2013-05-21,97.25
2013-05-22,97.23
2013-05-23,97.27
2013-05-24,97.31
2013-05-27,97.58
2013-05-28,98.14
2013-05-29,98.32
2013-05-31,98.28
2013-06-03,98.0
2013-06-04,97.95
2013-06-05,98.14
2013-06-06,98.75
2013-06-07,98.8
2013-06-10,98.64
2013-06-11,98.74
2013-06-12,98.64
2013-06-13,98.72
2013-06-14,98.64
2013-06-17,98.85
2013-06-18,98.9
2013-06-19,99.15
2013-06-20,99.39
2013-06-21,99.4
2013-06-24,99.41
2013-06-25,99.43
2013-06-26,99.88
2013-06-27,100.2
2013-06-28,100.48
2013-07-01,100.49
2013-07-02,100.74
2013-07-03,101.21
2013-07-04,101.72
2013-07-05,101.85
2013-07-08,102.39
2013-07-10,102.47
2013-07-11,102.81
2013-07-12,102.87
2013-07-15,103.39
2013-07-16,103.26
2013-07-17,103.16
2013-07-18,103.1
2013-07-19,103.01
2013-07-22,103.16
2013-07-23,103.15
2013-07-24,103.08
2013-07-25,102.95
2013-07-26,102.3
2013-07-29,102.13
2013-07-30,101.94
2013-07-31,102.05
2013-08-01,101.96
2013-08-02,101.68
2013-08-05,101.59
2013-08-06,101.44
2013-08-07,101.0
2013-08-08,101.0
2013-08-09,100.93
2013-08-12,101.17
2013-08-13,100.57
2013-08-14,100.44
2013-08-15,100.77
2013-08-16,100.78
2013-08-19,100.64
2013-08-20,100.75
2013-08-21,100.88
2013-08-22,101.29
2013-08-23,101.94
2013-08-26,101.56
2013-08-27,101.71
2013-08-28,102.38
2013-08-29,102.99
2013-08-30,103.48
2013-09-02,103.32
2013-09-03,103.98
2013-09-04,104.41
2013-09-05,105.07
2013-09-06,105.38
2013-09-09,105.74
2013-09-10,105.9
2013-09-11,106.38
2013-09-12,106.57
2013-09-13,106.73
2013-09-16,106.78
2013-09-17,106.99
2013-09-18,107.59
2013-09-19,107.75
2013-09-20,108.22
2013-09-23,108.45
2013-09-24,108.82
2013-09-25,108.92
2013-09-26,109.02
2013-09-27,109.61
2013-09-30,110.21
2013-10-01,110.32
2013-10-02,110.43
2013-10-03,110.52
2013-10-04,110.51
2013-10-07,110.74
2013-10-08,110.8
2013-10-09,110.54
2013-10-10,109.7
2013-10-11,109.28
2013-10-14,109.05
2013-10-15,108.69
2013-10-16,108.52
2013-10-17,108.12
2013-10-18,108.09
2013-10-21,107.46
2013-10-22,107.95
2013-10-23,108.18
2013-10-24,107.47
2013-10-25,107.91
2013-10-28,107.9
2013-10-29,108.04
2013-10-30,107.86
2013-10-31,107.75
2013-11-01,107.72
2013-11-04,107.7
2013-11-05,108.17
2013-11-06,108.53
2013-11-07,108.55
2013-11-08,108.4
2013-11-11,108.35
2013-11-12,108.64
2013-11-13,108.63
2013-11-14,108.59
2013-11-18,108.43
2013-11-19,108.25
2013-11-20,108.22
2013-11-21,108.19
2013-11-22,108.89
2013-11-25,108.93
2013-11-26,108.89
2013-11-27,109.04
2013-11-28,109.25
2013-11-29,109.59
2013-12-02,109.71
2013-12-03,110.06
2013-12-04,110.84
2013-12-05,110.9
2013-12-09,112.4
2013-12-10,112.58
2013-12-11,112.88
2013-12-12,112.75
2013-12-13,112.79
2013-12-16,113.02
2013-12-17,113.57
2013-12-18,114.01
2013-12-19,114.04
2013-12-20,114.18
2013-12-23,114.39
2013-12-26,114.55
2013-12-27,114.79
2014-01-02,114.85
2014-01-03,115.01
2014-01-06,114.52
2014-01-07,114.75
2014-01-08,114.77
2014-01-09,114.58
2014-01-10,113.99
2014-01-13,114.46
2014-01-14,113.96
2014-01-15,114.17
2014-01-16,114.63
2014-01-17,113.44
2014-01-20,112.64
2014-01-21,112.71
2014-01-22,112.94
2014-01-23,113.24
2014-01-24,113.96
2014-01-27,114.15
2014-01-28,114.24
2014-01-29,114.55
2014-01-30,115.04
2014-01-31,115.06
2014-02-03,115.07
2014-02-04,115.08
2014-02-05,115.49
2014-02-06,116.08
2014-02-07,116.37
2014-02-10,116.83
2014-02-11,117.5
2014-02-12,117.63
2014-02-13,117.76
2014-02-14,118.27
2014-02-17,119.22
2014-02-18,118.57
2014-02-19,118.27
2014-02-20,118.49
2014-02-21,119.28
2014-02-24,119.4
2014-02-25,120.37
2014-02-26,120.41
2014-02-27,120.45
2014-02-28,120.43
2014-03-05,120.27
2014-03-06,120.57
2014-03-07,120.9
2014-03-10,121.08
2014-03-11,121.86
2014-03-12,123.7
2014-03-13,124.32
2014-03-14,124.39
2014-03-17,125.39
2014-03-18,125.78
2014-03-19,126.28
2014-03-20,126.69
2014-03-21,126.76
2014-03-24,127.77
2014-03-25,127.71
2014-03-26,127.35
2014-03-27,126.25
2014-03-28,125.42
2014-03-31,125.89
2014-04-01,125.07
2014-04-02,125.67
2014-04-03,125.75
2014-04-04,125.31
2014-04-07,125.66
2014-04-08,124.86
2014-04-09,124.52
2014-04-10,124.52
2014-04-11,123.38
2014-04-14,123.47
2014-04-15,123.76
2014-04-16,124.01
2014-04-17,123.9
2014-04-22,124.41
2014-04-23,124.45
2014-04-24,124.17
2014-04-25,124.03
2014-04-28,123.84
2014-04-29,123.98
2014-04-30,123.97
2014-05-02,123.72
2014-05-05,123.62
2014-05-06,123.67
2014-05-07,123.68
2014-05-08,123.4
2014-05-09,122.54
2014-05-12,122.43
2014-05-13,123.05
2014-05-14,122.69
2014-05-15,121.39
2014-05-16,121.64
2014-05-19,121.65
2014-05-20,121.51
2014-05-21,120.78
2014-05-22,120.71
2014-05-23,120.12
2014-05-26,120.14
2014-05-27,120.32
2014-05-28,120.69
2014-05-29,120.79
2014-05-30,120.85
2014-06-02,120.15
2014-06-03,120.29
2014-06-04,120.54
2014-06-05,121.5
2014-06-06,121.94
2014-06-09,121.86
2014-06-10,122.69
2014-06-11,122.25
2014-06-12,122.49
2014-06-13,122.26
2014-06-16,122.05
2014-06-17,122.56
2014-06-18,122.46
2014-06-20,122.03
2014-06-23,122.07
2014-06-24,122.01
2014-06-25,121.27
2014-06-26,121.18
2014-06-27,121.25
2014-06-30,121.14
2014-07-01,121.63
2014-07-02,121.11
2014-07-03,120.24
2014-07-04,120.5
2014-07-07,119.87
2014-07-08,119.61
2014-07-10,118.94
2014-07-11,119.0
2014-07-14,119.14
2014-07-15,119.2
2014-07-16,119.1
2014-07-17,119.14
2014-07-18,119.12
2014-07-21,118.92
2014-07-22,119.07
2014-07-23,118.78
2014-07-24,118.4
2014-07-25,118.97
2014-07-28,119.02
2014-07-29,118.85
2014-07-30,118.55
2014-07-31,118.65
2014-08-01,118.45
2014-08-04,119.68
2014-08-05,119.93
2014-08-06,119.71
2014-08-07,120.26
2014-08-08,120.95
2014-08-11,120.98
2014-08-12,121.64
2014-08-13,121.75
2014-08-14,122.96
2014-08-15,123.42
2014-08-18,124.38
2014-08-19,125.08
2014-08-20,125.06
2014-08-21,125.06
2014-08-22,124.91
2014-08-25,125.51
2014-08-26,125.9
2014-08-27,127.17
2014-08-28,127.56
2014-08-29,127.77
2014-09-01,128.03
2014-09-02,128.23
2014-09-03,129.16
2014-09-04,128.19
2014-09-05,128.76
2014-09-08,128.75
2014-09-09,128.2
2014-09-10,128.36
2014-09-11,128.78
2014-09-12,128.74
2014-09-15,128.38
2014-09-16,128.53
2014-09-17,128.32
2014-09-18,128.53
2014-09-19,128.01
2014-09-22,128.2
2014-09-23,128.82
2014-09-24,128.72
2014-09-25,128.85
2014-09-26,129.02
2014-09-29,128.9
2014-09-30,129.2
2014-10-01,129.6
2014-10-02,130.22
2014-10-03,130.43
2014-10-06,130.16
2014-10-07,130.23
2014-10-08,130.87
2014-10-09,131.81
2014-10-10,131.84
2014-10-13,132.03
2014-10-14,132.51
2014-10-15,132.56
2014-10-16,133.13
2014-10-17,133.72
2014-10-20,134.26
2014-10-21,135.2
2014-10-22,136.04
2014-10-23,136.53
2014-10-24,137.49
2014-10-27,137.54
2014-10-28,138.27
2014-10-29,138.46
2014-10-30,139.38
2014-10-31,140.18
2014-11-03,139.17
2014-11-04,140.39
2014-11-05,140.09
2014-11-06,140.56
2014-11-07,142.28
2014-11-10,142.78
2014-11-11,142.79
2014-11-12,143.93
2014-11-13,144.21
2014-11-14,143.53
2014-11-17,143.83
2014-11-18,143.23
2014-11-19,143.76
2014-11-20,142.96
2014-11-21,143.55
2014-11-24,144.07
2014-11-25,144.97
2014-11-26,145.26
2014-11-27,145.48
2014-11-28,145.22
2014-12-01,144.15
2014-12-02,144.93
2014-12-03,145.01
2014-12-04,144.27
2014-12-05,143.74
2014-12-08,142.53
2014-12-09,142.87
2014-12-10,143.25
2014-12-11,143.09
2014-12-12,143.0
2014-12-15,141.81
2014-12-16,141.75
2014-12-17,142.02
2014-12-18,140.99
2014-12-19,142.55
2014-12-22,142.53
2014-12-23,143.08
2014-12-26,143.29
2014-12-29,143.02
2014-12-30,143.75
2015-01-02,144.62
2015-01-05,143.2
2015-01-06,142.95
2015-01-07,143.77
2015-01-08,143.1
2015-01-09,143.31
2015-01-12,143.5
2015-01-13,143.17
2015-01-14,142.25
2015-01-15,142.64
2015-01-16,142.67
2015-01-19,142.28
2015-01-20,142.43
2015-01-21,142.66
2015-01-22,142.96
2015-01-23,142.92
2015-01-26,142.68
2015-01-27,142.53
2015-01-28,143.21
2015-01-29,143.96
2015-01-30,143.43
2015-02-02,143.01
2015-02-03,142.45
2015-02-04,143.23
2015-02-05,143.66
2015-02-06,143.6
2015-02-09,143.14
2015-02-10,143.56
2015-02-11,143.15
2015-02-12,143.36
2015-02-13,143.25
2015-02-18,142.95
2015-02-19,143.23
2015-02-20,143.63
2015-02-23,143.78
2015-02-24,143.37
2015-02-25,143.52
2015-02-26,143.66
2015-02-27,144.38
2015-03-02,143.78
2015-03-03,143.65
2015-03-04,144.12
2015-03-05,143.57
2015-03-06,144.14
2015-03-09,144.51
2015-03-10,143.86
2015-03-11,144.59
2015-03-12,145.09
2015-03-13,145.29
2015-03-16,144.86
2015-03-17,144.84
2015-03-18,145.07
2015-03-19,146.22
2015-03-20,145.55
2015-03-23,146.48
2015-03-24,146.5
2015-03-25,146.37
2015-03-26,146.78
2015-03-27,147.35
2015-03-30,147.55
2015-03-31,147.61
2015-04-01,147.97
2015-04-02,148.39
2015-04-06,148.86
2015-04-07,149.72
2015-04-08,149.93
2015-04-09,149.17
2015-04-10,148.86
2015-04-13,149.54
2015-04-14,149.4
2015-04-15,149.53
2015-04-16,149.94
2015-04-17,149.78
2015-04-20,150.65
2015-04-22,149.1
2015-04-23,150.06
2015-04-24,150.36
2015-04-27,149.93
2015-04-28,149.65
2015-04-29,148.79
2015-04-30,149.07
2015-05-04,149.04
2015-05-05,149.13
2015-05-06,149.01
2015-05-07,149.34
2015-05-08,148.92
2015-05-11,147.55
2015-05-12,149.0
2015-05-13,148.55
2015-05-14,149.15
2015-05-15,148.21
2015-05-18,147.15
2015-05-19,147.2
2015-05-20,146.53
2015-05-21,147.64
2015-05-22,147.15
2015-05-25,146.87
2015-05-26,146.98
2015-05-27,146.54
2015-05-28,146.67
2015-05-29,146.48
2015-06-01,147.2
2015-06-02,147.29
2015-06-03,146.69
2015-06-05,147.59
2015-06-08,147.55
2015-06-09,146.97
2015-06-10,147.38
2015-06-11,147.86
2015-06-12,147.47
2015-06-15,147.7
2015-06-16,147.34
2015-06-17,146.35
2015-06-18,145.09
2015-06-19,145.27
2015-06-22,144.2
2015-06-23,144.99
2015-06-24,144.78
2015-06-25,144.48
2015-06-26,146.68
2015-06-29,143.45
2015-06-30,143.67
2015-07-01,143.71
2015-07-02,145.19
2015-07-03,144.58
2015-07-06,145.92
2015-07-07,143.03
2015-07-08,143.11
2015-07-10,141.79
2015-07-13,143.3
2015-07-14,142.75
2015-07-15,140.87
2015-07-16,142.46
2015-07-17,142.48
2015-07-20,141.13
2015-07-21,141.42
2015-07-22,142.01
2015-07-23,140.45
2015-07-24,140.94
2015-07-27,141.81
2015-07-28,140.31
2015-07-29,141.3
2015-07-30,139.99
2015-07-31,141.41
2015-08-03,143.11
2015-08-04,141.72
2015-08-05,142.01
2015-08-06,139.64
2015-08-07,141.11
2015-08-10,140.4
2015-08-11,140.42
2015-08-12,139.03
2015-08-13,140.03
2015-08-14,140.27
2015-08-17,141.19
2015-08-18,140.82
2015-08-19,142.05
2015-08-20,141.33
2015-08-21,141.07
2015-08-24,141.28
2015-08-25,142.26
2015-08-26,141.54
2015-08-27,141.96
2015-08-28,142.53
2015-08-31,142.66
2015-09-01,143.24
2015-09-02,142.59
2015-09-03,142.77
2015-09-04,142.79
2015-09-08,142.43
2015-09-09,143.16
2015-09-10,143.19
2015-09-11,144.17
2015-09-14,144.04
2015-09-15,143.44
2015-09-16,143.61
2015-09-17,144.37
2015-09-18,144.11
2015-09-21,143.58
2015-09-22,142.62
2015-09-23,144.14
2015-09-24,144.16
2015-09-25,144.87
2015-09-28,144.2
2015-09-29,144.92
2015-09-30,144.65
2015-10-01,144.79
2015-10-02,146.18
2015-10-05,147.01
2015-10-06,147.01
2015-10-07,146.8
2015-10-08,146.18
2015-10-09,147.0
2015-10-13,147.43
2015-10-14,147.3
2015-10-15,147.16
2015-10-16,147.12
2015-10-19,147.75
2015-10-20,147.67
2015-10-21,148.17
2015-10-22,148.55
2015-10-23,148.64
2015-10-26,148.65
2015-10-27,148.74
2015-10-28,149.03
2015-10-29,148.45
2015-10-30,148.25
2015-11-03,148.32
2015-11-04,147.92
2015-11-05,148.43
2015-11-06,148.51
2015-11-09,149.84
2015-11-10,149.88
2015-11-11,148.52
2015-11-12,148.42
2015-11-13,148.62
2015-11-16,148.05
2015-11-17,147.72
2015-11-18,147.61
2015-11-19,148.17
2015-11-20,148.55
2015-11-23,148.56
2015-11-24,149.19
2015-11-25,148.69
2015-11-26,148.39
2015-11-27,148.75
2015-11-30,148.23
2015-12-01,147.57
2015-12-02,148.0
2015-12-03,146.47
2015-12-04,145.54
2015-12-07,146.28
2015-12-08,146.64
2015-12-09,147.37
2015-12-10,146.53
2015-12-11,145.52
2015-12-14,146.21
2015-12-15,146.09
2015-12-16,145.35
2015-12-17,145.28
2015-12-18,146.39
2015-12-21,146.8
2015-12-22,148.26
2015-12-23,147.54
2015-12-28,148.54
2015-12-29,148.13
2015-12-30,149.12
2016-01-04,149.34
2016-01-05,148.94
2016-01-06,148.51
2016-01-07,148.45
2016-01-08,147.38
2016-01-11,149.26
2016-01-12,149.31
2016-01-13,148.53
2016-01-14,148.63
2016-01-15,148.89
2016-01-18,149.49
2016-01-19,149.62
2016-01-20,149.88
2016-01-21,149.66
2016-01-22,150.49
2016-01-25,150.2
2016-01-26,150.29
2016-01-27,150.61
2016-01-28,151.03
2016-01-29,152.21
2016-02-01,152.97
2016-02-02,151.51
2016-02-03,151.95
2016-02-04,152.56
2016-02-05,152.55
2016-02-10,151.91
2016-02-11,152.61
2016-02-12,152.6
2016-02-15,153.91
2016-02-16,154.87
2016-02-17,154.81
2016-02-18,155.19
2016-02-19,154.26
2016-02-22,155.65
2016-02-23,155.5
2016-02-24,155.76
2016-02-25,155.88
2016-02-26,155.57
2016-02-29,155.94
2016-03-01,155.44
2016-03-02,155.49
2016-03-03,155.77
2016-03-04,156.76
2016-03-07,155.38
2016-03-08,154.46
2016-03-09,153.11
2016-03-10,156.31
2016-03-11,156.82
2016-03-14,155.78
2016-03-15,155.37
2016-03-16,154.7
2016-03-17,154.37
2016-03-18,154.08
2016-03-21,155.07
2016-03-22,154.89
2016-03-23,155.69
2016-03-24,157.25
2016-03-28,157.36
2016-03-29,157.89
2016-03-30,157.72
2016-03-31,157.98
2016-04-01,157.99
2016-04-04,159.49
2016-04-05,158.99
2016-04-06,157.95
2016-04-07,158.52
2016-04-08,158.84
2016-04-11,158.74
2016-04-12,158.46
2016-04-13,157.8
2016-04-14,157.94
2016-04-15,157.5
2016-04-18,158.23
2016-04-19,156.95
2016-04-20,156.72
2016-04-22,155.98
2016-04-25,155.93
2016-04-26,156.02
2016-04-27,155.82
2016-04-28,155.26
2016-04-29,154.65
2016-05-02,154.07
2016-05-03,154.03
2016-05-04,153.15
2016-05-05,153.86
2016-05-06,154.02
2016-05-09,154.03
2016-05-10,153.82
2016-05-11,154.54
2016-05-12,153.87
2016-05-13,154.56
2016-05-16,154.23
2016-05-17,154.33
2016-05-18,153.88
2016-05-19,154.72
2016-05-20,154.29
2016-05-23,155.88
2016-05-24,155.14
2016-05-25,155.38
2016-05-27,155.35
2016-05-30,154.19
2016-05-31,154.73
2016-06-01,156.43
2016-06-02,156.57
2016-06-03,156.73
2016-06-06,156.5
2016-06-07,156.6
2016-06-08,155.99
2016-06-09,156.8
2016-06-10,156.14
2016-06-13,156.06
2016-06-14,156.12
2016-06-15,156.51
2016-06-16,157.02
2016-06-17,157.88
2016-06-20,158.0
2016-06-21,158.11
2016-06-22,158.29
2016-06-23,157.39
2016-06-24,156.21
2016-06-27,156.06
2016-06-28,155.95
2016-06-29,155.79
2016-06-30,155.54
2016-07-01,156.16
2016-07-04,155.72
2016-07-05,156.19
2016-07-06,156.0
2016-07-07,155.91
2016-07-08,156.08
2016-07-11,156.53
2016-07-12,156.39
2016-07-13,156.48
2016-07-14,156.45
2016-07-15,156.29
2016-07-18,155.97
2016-07-19,155.4
2016-07-20,155.85
2016-07-21,154.33
2016-07-22,155.76
2016-07-25,156.0
2016-07-26,154.65
2016-07-27,154.35
2016-07-28,153.4
2016-07-29,153.54
2016-08-01,152.52
2016-08-02,152.47
2016-08-03,151.82
2016-08-04,151.04
2016-08-05,151.87
2016-08-08,152.6
2016-08-09,152.03
2016-08-10,152.02
2016-08-11,152.16
2016-08-12,151.0
2016-08-15,151.84
2016-08-16,151.87
2016-08-17,149.39
2016-08-18,150.31
2016-08-19,150.02
2016-08-22,148.45
2016-08-23,147.85
2016-08-24,150.0
2016-08-25,149.61
2016-08-26,149.51
2016-08-29,149.37
2016-08-30,148.57
2016-08-31,148.63
2016-09-01,148.46
2016-09-02,149.08
2016-09-05,148.21
2016-09-06,148.15
2016-09-08,148.74
2016-09-09,148.4
2016-09-12,149.14
2016-09-13,149.17
2016-09-14,150.12
2016-09-15,149.71
2016-09-16,149.82
2016-09-19,150.36
2016-09-20,150.62
2016-09-21,150.62
2016-09-22,150.73
2016-09-23,151.22
2016-09-26,152.26
2016-09-27,151.57
2016-09-28,151.8
2016-09-29,152.06
2016-09-30,151.4
2016-10-03,152.76
2016-10-04,152.4
2016-10-05,152.49
2016-10-06,151.59
2016-10-07,151.68
2016-10-10,150.85
2016-10-11,151.06
2016-10-13,150.97
2016-10-14,150.6
2016-10-17,151.0
2016-10-18,151.17
2016-10-19,151.2
2016-10-20,151.06
2016-10-21,150.69
2016-10-24,150.67
2016-10-25,151.55
2016-10-26,151.6
2016-10-27,151.55
2016-10-28,151.05
2016-10-31,150.61
2016-11-01,150.03
2016-11-03,149.63
2016-11-04,151.06
2016-11-07,151.38
2016-11-08,149.69
2016-11-09,149.57
2016-11-10,149.47
2016-11-11,149.43
2016-11-14,149.15
2016-11-16,149.17
2016-11-17,150.5
2016-11-18,149.52
2016-11-21,149.16
2016-11-22,150.19
2016-11-23,151.7
2016-11-24,149.55
2016-11-25,149.59
2016-11-28,149.52
2016-11-29,149.71
2016-11-30,149.86
2016-12-01,149.43
2016-12-02,149.91
2016-12-05,149.56
2016-12-06,149.52
2016-12-07,149.56
2016-12-08,148.63
2016-12-09,149.63
2016-12-12,150.37
2016-12-13,149.14
2016-12-14,149.25
2016-12-15,148.9
2016-12-16,148.96
2016-12-19,148.93
2016-12-20,148.71
2016-12-21,148.07
2016-12-22,149.54
2016-12-23,148.77
2016-12-26,149.8
2016-12-27,150.04
2016-12-28,149.45
2016-12-29,149.46
2017-01-02,148.93
2017-01-03,149.91
2017-01-04,149.54
2017-01-05,149.97
2017-01-06,150.22
2017-01-09,150.72
2017-01-10,149.5
2017-01-11,149.5
2017-01-12,149.18
2017-01-13,149.52
2017-01-16,149.48
2017-01-17,148.61
2017-01-18,148.75
2017-01-19,148.96
2017-01-20,147.82
2017-01-23,147.85
2017-01-24,145.85
2017-01-25,146.08
2017-01-26,145.94
2017-01-27,146.54
2017-01-30,145.81
2017-01-31,145.79
2017-02-01,145.77
2017-02-02,145.55
2017-02-03,145.46
2017-02-06,144.53
2017-02-07,144.84
2017-02-08,144.93
2017-02-09,145.11
2017-02-10,144.93
2017-02-13,145.49
2017-02-14,144.98
2017-02-15,145.09
2017-02-16,144.69
2017-02-17,144.15
2017-02-20,145.57
2017-02-21,144.44
2017-02-22,144.56
2017-02-23,144.78
2017-02-24,145.01
2017-03-01,144.19
2017-03-02,144.64
2017-03-03,144.97
2017-03-06,144.8
2017-03-07,144.76
2017-03-08,144.62
2017-03-09,144.65
2017-03-10,143.98
2017-03-13,144.34
2017-03-14,144.15
2017-03-15,144.1
2017-03-16,144.66
2017-03-17,144.72
2017-03-20,145.08
2017-03-21,142.59
2017-03-22,141.93
2017-03-23,142.67
2017-03-24,141.13
2017-03-27,140.92
2017-03-28,140.98
2017-03-29,141.74
2017-03-30,141.37
2017-03-31,139.61
2017-04-03,134.85
2017-04-04,133.51
2017-04-05,133.98
2017-04-06,132.39
2017-04-07,134.72
2017-04-10,135.46
2017-04-11,136.6
2017-04-12,136.44
2017-04-13,138.41
2017-04-17,138.19
2017-04-18,138.24
2017-04-19,137.99
2017-04-20,138.57
2017-04-24,137.81
2017-04-25,138.55
2017-04-26,138.49
2017-04-27,139.03
2017-04-28,139.1
2017-05-02,137.45
2017-05-03,138.78
2017-05-04,138.76
2017-05-05,138.01
2017-05-08,137.7
2017-05-09,137.53
2017-05-10,137.5
2017-05-11,137.31
2017-05-12,136.92
2017-05-15,136.01
2017-05-16,137.02
2017-05-17,136.98
2017-05-18,136.29
2017-05-19,136.28
2017-05-22,136.25
2017-05-23,136.38
2017-05-24,134.38
2017-05-25,131.33
2017-05-26,133.93
2017-05-29,134.17
2017-05-30,131.89
2017-05-31,132.66
